|dates|Crane_Texas_UnitedStates.JHU_ConfirmedCases.data|Crane_Texas_UnitedStates.JHU_ConfirmedCases.missing|Crane_Texas_UnitedStates.NYT_ConfirmedCases.data|Crane_Texas_UnitedStates.NYT_ConfirmedCases.missing|Crane_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Crane_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Crane_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Crane_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|855.0|0|855.0|0|17.0|0|0.0|100
0|2021-10-18|855.0|0|855.0|0|17.0|0|0.0|100
0|2021-10-19|857.0|0|857.0|0|17.0|0|0.0|100
0|2021-10-20|859.0|0|859.0|0|17.0|0|0.0|100
0|2021-10-21|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-10-22|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-10-23|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-10-24|860.0|0|860.0|0|18.0|0|0.0|100
0|2021-10-25|864.0|0|864.0|0|18.0|0|0.0|100
0|2021-10-26|865.0|0|865.0|0|18.0|0|0.0|100
0|2021-10-27|865.0|0|865.0|0|18.0|0|0.0|100
0|2021-10-28|865.0|0|865.0|0|18.0|0|0.0|100
0|2021-10-29|868.0|0|868.0|0|18.0|0|0.0|100
0|2021-10-30|870.0|0|870.0|0|18.0|0|0.0|100
0|2021-10-31|871.0|0|871.0|0|18.0|0|0.0|100
0|2021-11-01|871.0|0|871.0|0|18.0|0|0.0|100
0|2021-11-02|871.0|0|871.0|0|18.0|0|0.0|100
0|2021-11-03|872.0|0|872.0|0|18.0|0|0.0|100
0|2021-11-04|875.0|0|875.0|0|18.0|0|0.0|100
0|2021-11-05|880.0|0|880.0|0|18.0|0|0.0|100
0|2021-11-06|884.0|0|884.0|0|18.0|0|0.0|100
0|2021-11-07|881.0|0|881.0|0|18.0|0|0.0|100
0|2021-11-08|881.0|0|881.0|0|18.0|0|0.0|100
0|2021-11-09|881.0|0|881.0|0|19.0|0|0.0|100
0|2021-11-10|881.0|0|881.0|0|19.0|0|0.0|100
0|2021-11-11|882.0|0|882.0|0|19.0|0|0.0|100
0|2021-11-12|882.0|0|882.0|0|19.0|0|0.0|100
0|2021-11-13|886.0|0|886.0|0|19.0|0|0.0|100
0|2021-11-14|889.0|0|889.0|0|19.0|0|0.0|100
0|2021-11-15|889.0|0|889.0|0|19.0|0|0.0|100
0|2021-11-16|889.0|0|889.0|0|19.0|0|0.0|100
0|2021-11-17|892.0|0|892.0|0|19.0|0|0.0|100
0|2021-11-18|893.0|0|893.0|0|19.0|0|0.0|100
0|2021-11-19|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-11-20|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-11-21|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-11-22|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-11-23|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-11-24|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-11-25|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-11-26|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-11-27|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-11-28|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-11-29|897.0|0|897.0|0|19.0|0|0.0|100
0|2021-11-30|897.0|0|897.0|0|19.0|0|0.0|100
0|2021-12-01|909.0|0|909.0|0|19.0|0|0.0|100
0|2021-12-02|933.0|0|933.0|0|19.0|0|0.0|100
0|2021-12-03|948.0|0|948.0|0|19.0|0|0.0|100
0|2021-12-04|948.0|0|950.0|0|19.0|0|0.0|100
0|2021-12-05|951.0|0|951.0|0|19.0|0|0.0|100
0|2021-12-06|951.0|0|951.0|0|19.0|0|0.0|100
0|2021-12-07|956.0|0|956.0|0|19.0|0|0.0|100
0|2021-12-08|956.0|0|956.0|0|19.0|0|0.0|100
0|2021-12-09|956.0|0|956.0|0|19.0|0|0.0|100
0|2021-12-10|964.0|0|964.0|0|19.0|0|0.0|100
0|2021-12-11|967.0|0|967.0|0|19.0|0|0.0|100
0|2021-12-12|967.0|0|967.0|0|19.0|0|0.0|100
0|2021-12-13|967.0|0|967.0|0|19.0|0|0.0|100
0|2021-12-14|967.0|0|967.0|0|19.0|0|0.0|100
0|2021-12-15|969.0|0|969.0|0|19.0|0|0.0|100
0|2021-12-16|970.0|0|970.0|0|19.0|0|0.0|100
0|2021-12-17|970.0|0|970.0|0|19.0|0|0.0|100
0|2021-12-18|976.0|0|976.0|0|19.0|0|0.0|100
0|2021-12-19|976.0|0|976.0|0|19.0|0|0.0|100
0|2021-12-20|978.0|0|978.0|0|19.0|0|0.0|100
0|2021-12-21|980.0|0|980.0|0|19.0|0|0.0|100
0|2021-12-22|981.0|0|981.0|0|19.0|0|0.0|100
0|2021-12-23|982.0|0|982.0|0|19.0|0|0.0|100
0|2021-12-24|982.0|0|982.0|0|19.0|0|0.0|100
0|2021-12-25|982.0|0|982.0|0|19.0|0|0.0|100
0|2021-12-26|982.0|0|982.0|0|19.0|0|0.0|100
0|2021-12-27|983.0|0|983.0|0|19.0|0|0.0|100
0|2021-12-28|990.0|0|990.0|0|19.0|0|0.0|100
0|2021-12-29|996.0|0|996.0|0|19.0|0|0.0|100
0|2021-12-30|1002.0|0|1002.0|0|19.0|0|0.0|100
0|2021-12-31|1002.0|0|1002.0|0|19.0|0|0.0|100
0|2022-01-01|1002.0|0|1002.0|0|19.0|0|0.0|100
0|2022-01-02|1002.0|0|1002.0|0|19.0|0|0.0|100
0|2022-01-03|1017.0|0|1017.0|0|19.0|0|0.0|100
0|2022-01-04|1022.0|0|1022.0|0|19.0|0|0.0|100
0|2022-01-05|1030.0|0|1030.0|0|19.0|0|0.0|100
0|2022-01-06|1041.0|0|1041.0|0|19.0|0|0.0|100
0|2022-01-07|1044.0|0|1044.0|0|19.0|0|0.0|100
0|2022-01-08|1054.0|0|1054.0|0|19.0|0|0.0|100
0|2022-01-09|1061.0|0|1061.0|0|19.0|0|0.0|100
0|2022-01-10|1064.0|0|1064.0|0|19.0|0|0.0|100
0|2022-01-11|1082.0|0|1082.0|0|19.0|0|0.0|100
0|2022-01-12|1090.0|0|1090.0|0|19.0|0|0.0|100
0|2022-01-13|1090.0|0|1099.0|0|19.0|0|0.0|100
0|2022-01-14|1099.0|0|984.0|0|19.0|0|0.0|100
0|2022-01-15|1099.0|0|997.0|0|19.0|0|0.0|100
0|2022-01-16|1015.0|0|1015.0|0|19.0|0|0.0|100
0|2022-01-17|1026.0|0|0.0|100|19.0|0|0.0|100
