|dates|Thurston_Washington_UnitedStates.BLS_EmployedPopulation.data|Thurston_Washington_UnitedStates.BLS_EmployedPopulation.missing|Thurston_Washington_UnitedStates.BLS_UnemployedPopulation.data|Thurston_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Thurston_Washington_UnitedStates.BLS_UnemploymentRate.data|Thurston_Washington_UnitedStates.BLS_UnemploymentRate.missing|Thurston_Washington_UnitedStates.BLS_LaborForcePopulation.data|Thurston_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-11|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-12|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-13|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-14|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-15|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-16|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-17|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-18|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-19|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-20|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-21|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-22|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-23|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-24|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-25|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-26|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-27|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-28|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-29|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-11-30|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-01|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-02|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-03|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-04|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-05|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-06|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-07|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-08|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-09|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-10|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-11|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-12|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-13|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-14|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-15|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-16|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-17|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-18|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-19|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-20|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-21|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-22|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-23|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-24|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-25|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-26|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-27|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-28|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-29|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-30|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2021-12-31|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-01|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-02|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-03|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-04|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-05|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-06|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-07|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-08|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-09|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-10|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-11|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-12|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-13|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-14|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-15|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-16|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
0|2022-01-17|137269.0|0|7111.0|0|4.925197395761185|0|144380.0|0
