|dates|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.data|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Adams_Colorado_UnitedStates.NYT_ConfirmedCases.data|Adams_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|99831.0|0|101147.0|0|1054.0|0|0.0|100
0|2022-01-08|99831.0|0|102118.0|0|1054.0|0|0.0|100
0|2022-01-09|99831.0|0|102980.0|0|1054.0|0|0.0|100
0|2022-01-10|105212.0|0|105461.0|0|1063.0|0|0.0|100
0|2022-01-11|107750.0|0|108198.0|0|1070.0|0|0.0|100
0|2022-01-12|108933.0|0|110399.0|0|1073.0|0|0.0|100
0|2022-01-13|108933.0|0|111152.0|0|1073.0|0|0.0|100
0|2022-01-14|111444.0|0|112787.0|0|1078.0|0|0.0|100
0|2022-01-15|111444.0|0|112787.0|0|1078.0|0|0.0|100
0|2022-01-16|111444.0|0|114401.0|0|1078.0|0|0.0|100
0|2022-01-17|114294.0|0|0.0|100|1086.0|0|0.0|100
