|dates|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lake_Illinois_UnitedStates.NYT_ConfirmedCases.data|Lake_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|92293.0|0|92293.0|0|1125.0|0|0.0|100
0|2021-12-16|92815.0|0|92815.0|0|1126.0|0|0.0|100
0|2021-12-17|93165.0|0|93165.0|0|1127.0|0|0.0|100
0|2021-12-18|93165.0|0|93165.0|0|1127.0|0|0.0|100
0|2021-12-19|93165.0|0|93165.0|0|1127.0|0|0.0|100
0|2021-12-20|94457.0|0|94457.0|0|1133.0|0|0.0|100
0|2021-12-21|94873.0|0|94873.0|0|1133.0|0|0.0|100
0|2021-12-22|95455.0|0|95455.0|0|1134.0|0|0.0|100
0|2021-12-23|96206.0|0|96206.0|0|1137.0|0|0.0|100
0|2021-12-24|96206.0|0|96206.0|0|1137.0|0|0.0|100
0|2021-12-25|96206.0|0|96206.0|0|1137.0|0|0.0|100
0|2021-12-26|96206.0|0|96206.0|0|1137.0|0|0.0|100
0|2021-12-27|98185.0|0|98185.0|0|1140.0|0|0.0|100
0|2021-12-28|99162.0|0|99162.0|0|1144.0|0|0.0|100
0|2021-12-29|99892.0|0|99892.0|0|1146.0|0|0.0|100
0|2021-12-30|101282.0|0|101282.0|0|1147.0|0|0.0|100
0|2021-12-31|101282.0|0|101282.0|0|1147.0|0|0.0|100
0|2022-01-01|101282.0|0|101282.0|0|1147.0|0|0.0|100
0|2022-01-02|101282.0|0|101282.0|0|1147.0|0|0.0|100
0|2022-01-03|105172.0|0|105172.0|0|1154.0|0|0.0|100
0|2022-01-04|106216.0|0|106216.0|0|1155.0|0|0.0|100
0|2022-01-05|107841.0|0|107841.0|0|1156.0|0|0.0|100
0|2022-01-06|109715.0|0|109715.0|0|1159.0|0|0.0|100
0|2022-01-07|111749.0|0|111749.0|0|1164.0|0|0.0|100
0|2022-01-08|111749.0|0|111749.0|0|1164.0|0|0.0|100
0|2022-01-09|111749.0|0|111749.0|0|1164.0|0|0.0|100
0|2022-01-10|115776.0|0|115776.0|0|1172.0|0|0.0|100
0|2022-01-11|117448.0|0|117448.0|0|1175.0|0|0.0|100
0|2022-01-12|119305.0|0|119305.0|0|1181.0|0|0.0|100
0|2022-01-13|119305.0|0|121134.0|0|1181.0|0|0.0|100
0|2022-01-14|122497.0|0|122497.0|0|1187.0|0|0.0|100
0|2022-01-15|122497.0|0|122497.0|0|1187.0|0|0.0|100
0|2022-01-16|122497.0|0|122497.0|0|1187.0|0|0.0|100
0|2022-01-17|122497.0|0|0.0|100|1187.0|0|0.0|100
