|dates|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lake_Illinois_UnitedStates.NYT_ConfirmedCases.data|Lake_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|79526.0|0|79526.0|0|1076.0|0|0.0|100
0|2021-10-18|79793.0|0|79793.0|0|1082.0|0|0.0|100
0|2021-10-19|79892.0|0|79892.0|0|1082.0|0|0.0|100
0|2021-10-20|80010.0|0|80010.0|0|1085.0|0|0.0|100
0|2021-10-21|80107.0|0|80107.0|0|1088.0|0|0.0|100
0|2021-10-22|80287.0|0|80287.0|0|1090.0|0|0.0|100
0|2021-10-23|80287.0|0|80287.0|0|1090.0|0|0.0|100
0|2021-10-24|80287.0|0|80287.0|0|1090.0|0|0.0|100
0|2021-10-25|80555.0|0|80555.0|0|1091.0|0|0.0|100
0|2021-10-26|80675.0|0|80675.0|0|1092.0|0|0.0|100
0|2021-10-27|80792.0|0|80792.0|0|1092.0|0|0.0|100
0|2021-10-28|80940.0|0|80940.0|0|1092.0|0|0.0|100
0|2021-10-29|81085.0|0|81085.0|0|1092.0|0|0.0|100
0|2021-10-30|81085.0|0|81085.0|0|1092.0|0|0.0|100
0|2021-10-31|81085.0|0|81085.0|0|1092.0|0|0.0|100
0|2021-11-01|81410.0|0|81410.0|0|1094.0|0|0.0|100
0|2021-11-02|81496.0|0|81496.0|0|1094.0|0|0.0|100
0|2021-11-03|81589.0|0|81589.0|0|1096.0|0|0.0|100
0|2021-11-04|81761.0|0|81761.0|0|1097.0|0|0.0|100
0|2021-11-05|81931.0|0|81931.0|0|1098.0|0|0.0|100
0|2021-11-06|81931.0|0|81931.0|0|1098.0|0|0.0|100
0|2021-11-07|81931.0|0|81931.0|0|1098.0|0|0.0|100
0|2021-11-08|82302.0|0|82302.0|0|1099.0|0|0.0|100
0|2021-11-09|82402.0|0|82402.0|0|1099.0|0|0.0|100
0|2021-11-10|82659.0|0|82659.0|0|1099.0|0|0.0|100
0|2021-11-11|82659.0|0|82659.0|0|1099.0|0|0.0|100
0|2021-11-12|83150.0|0|83150.0|0|1101.0|0|0.0|100
0|2021-11-13|83150.0|0|83150.0|0|1101.0|0|0.0|100
0|2021-11-14|83150.0|0|83150.0|0|1101.0|0|0.0|100
0|2021-11-15|83557.0|0|83557.0|0|1104.0|0|0.0|100
0|2021-11-16|83723.0|0|83723.0|0|1104.0|0|0.0|100
0|2021-11-17|83912.0|0|83912.0|0|1104.0|0|0.0|100
0|2021-11-18|84137.0|0|84137.0|0|1105.0|0|0.0|100
0|2021-11-19|84549.0|0|84549.0|0|1106.0|0|0.0|100
0|2021-11-20|84549.0|0|84549.0|0|1106.0|0|0.0|100
0|2021-11-21|84549.0|0|84549.0|0|1106.0|0|0.0|100
0|2021-11-22|85166.0|0|85166.0|0|1108.0|0|0.0|100
0|2021-11-23|85462.0|0|85462.0|0|1108.0|0|0.0|100
0|2021-11-24|85690.0|0|85690.0|0|1110.0|0|0.0|100
0|2021-11-25|85690.0|0|85690.0|0|1110.0|0|0.0|100
0|2021-11-26|85690.0|0|85690.0|0|1110.0|0|0.0|100
0|2021-11-27|85690.0|0|85690.0|0|1110.0|0|0.0|100
0|2021-11-28|85690.0|0|85690.0|0|1110.0|0|0.0|100
0|2021-11-29|86646.0|0|86646.0|0|1111.0|0|0.0|100
0|2021-11-30|86885.0|0|86885.0|0|1111.0|0|0.0|100
0|2021-12-01|87188.0|0|87188.0|0|1114.0|0|0.0|100
0|2021-12-02|87750.0|0|87750.0|0|1115.0|0|0.0|100
0|2021-12-03|88161.0|0|88161.0|0|1115.0|0|0.0|100
0|2021-12-04|88161.0|0|88161.0|0|1115.0|0|0.0|100
0|2021-12-05|88161.0|0|88161.0|0|1115.0|0|0.0|100
0|2021-12-06|89126.0|0|89126.0|0|1118.0|0|0.0|100
0|2021-12-07|89449.0|0|89449.0|0|1119.0|0|0.0|100
0|2021-12-08|89768.0|0|89768.0|0|1119.0|0|0.0|100
0|2021-12-09|90226.0|0|90226.0|0|1121.0|0|0.0|100
0|2021-12-10|90507.0|0|90507.0|0|1122.0|0|0.0|100
0|2021-12-11|90507.0|0|90507.0|0|1122.0|0|0.0|100
0|2021-12-12|90507.0|0|90507.0|0|1122.0|0|0.0|100
0|2021-12-13|91456.0|0|91456.0|0|1123.0|0|0.0|100
0|2021-12-14|91456.0|0|91805.0|0|1123.0|0|0.0|100
