|dates|Steuben_Indiana_UnitedStates.AveragePrecipitationTotal.data|Steuben_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Steuben_Indiana_UnitedStates.AveragePrecipitation.data|Steuben_Indiana_UnitedStates.AveragePrecipitation.missing|Steuben_Indiana_UnitedStates.AverageWindDirection.data|Steuben_Indiana_UnitedStates.AverageWindDirection.missing|Steuben_Indiana_UnitedStates.AverageWindSpeed.data|Steuben_Indiana_UnitedStates.AverageWindSpeed.missing
0|2022-01-01|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-02|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-03|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-04|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-05|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-06|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-07|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-08|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-09|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-10|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-11|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-12|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-13|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-14|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-15|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-16|0.0|100|0.0|100|120.0|0|15.0|0
0|2022-01-17|0.0|100|0.0|100|120.0|0|15.0|0
