|dates|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Litchfield_Connecticut_UnitedStates.Male_Total_Population.data|Litchfield_Connecticut_UnitedStates.Male_Total_Population.missing|Litchfield_Connecticut_UnitedStates.Female_Total_Population.data|Litchfield_Connecticut_UnitedStates.Female_Total_Population.missing|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-13|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-14|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-15|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-16|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-17|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-18|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-19|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-20|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-21|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-22|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-23|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-24|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-25|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-26|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-27|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-28|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-29|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-30|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-31|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-01|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-02|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-03|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-04|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-05|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-06|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-07|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-08|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-09|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-10|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-11|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-12|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-13|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-14|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-15|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-16|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2022-01-17|38502.0|0|89551.0|0|91560.0|0|32933.0|0
