|dates|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Litchfield_Connecticut_UnitedStates.Male_Total_Population.data|Litchfield_Connecticut_UnitedStates.Male_Total_Population.missing|Litchfield_Connecticut_UnitedStates.Female_Total_Population.data|Litchfield_Connecticut_UnitedStates.Female_Total_Population.missing|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-18|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-19|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-20|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-21|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-22|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-23|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-24|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-25|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-26|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-27|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-28|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-29|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-30|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-10-31|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-01|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-02|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-03|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-04|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-05|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-06|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-07|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-08|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-09|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-10|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-11|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-12|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-13|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-14|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-15|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-16|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-17|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-18|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-19|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-20|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-21|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-22|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-23|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-24|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-25|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-26|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-27|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-28|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-29|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-11-30|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-01|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-02|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-03|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-04|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-05|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-06|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-07|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-08|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-09|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-10|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-11|38502.0|0|89551.0|0|91560.0|0|32933.0|0
0|2021-12-12|38502.0|0|89551.0|0|91560.0|0|32933.0|0
