|dates|SanJacinto_Texas_UnitedStates.JHU_ConfirmedCases.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanJacinto_Texas_UnitedStates.NYT_ConfirmedCases.data|SanJacinto_Texas_UnitedStates.NYT_ConfirmedCases.missing|SanJacinto_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanJacinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2806.0|0|2806.0|0|74.0|0|0.0|100
0|2021-10-18|2806.0|0|2806.0|0|73.0|0|0.0|100
0|2021-10-19|2808.0|0|2808.0|0|74.0|0|0.0|100
0|2021-10-20|2815.0|0|2815.0|0|75.0|0|0.0|100
0|2021-10-21|2817.0|0|2817.0|0|75.0|0|0.0|100
0|2021-10-22|2837.0|0|2837.0|0|76.0|0|0.0|100
0|2021-10-23|2837.0|0|2837.0|0|76.0|0|0.0|100
0|2021-10-24|2844.0|0|2844.0|0|76.0|0|0.0|100
0|2021-10-25|2844.0|0|2844.0|0|76.0|0|0.0|100
0|2021-10-26|2851.0|0|2851.0|0|75.0|0|0.0|100
0|2021-10-27|2850.0|0|2850.0|0|77.0|0|0.0|100
0|2021-10-28|2860.0|0|2860.0|0|77.0|0|0.0|100
0|2021-10-29|2863.0|0|2863.0|0|79.0|0|0.0|100
0|2021-10-30|2865.0|0|2865.0|0|79.0|0|0.0|100
0|2021-10-31|2865.0|0|2865.0|0|79.0|0|0.0|100
0|2021-11-01|2865.0|0|2865.0|0|79.0|0|0.0|100
0|2021-11-02|2866.0|0|2866.0|0|79.0|0|0.0|100
0|2021-11-03|2872.0|0|2872.0|0|79.0|0|0.0|100
0|2021-11-04|2871.0|0|2871.0|0|79.0|0|0.0|100
0|2021-11-05|2875.0|0|2875.0|0|79.0|0|0.0|100
0|2021-11-06|2881.0|0|2881.0|0|79.0|0|0.0|100
0|2021-11-07|2881.0|0|2881.0|0|79.0|0|0.0|100
0|2021-11-08|2881.0|0|2881.0|0|79.0|0|0.0|100
0|2021-11-09|2887.0|0|2887.0|0|79.0|0|0.0|100
0|2021-11-10|2887.0|0|2887.0|0|79.0|0|0.0|100
0|2021-11-11|2889.0|0|2889.0|0|79.0|0|0.0|100
0|2021-11-12|2889.0|0|2889.0|0|79.0|0|0.0|100
0|2021-11-13|2897.0|0|2897.0|0|79.0|0|0.0|100
0|2021-11-14|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-15|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-16|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-17|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-18|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-19|2897.0|0|2897.0|0|80.0|0|0.0|100
0|2021-11-20|2898.0|0|2898.0|0|80.0|0|0.0|100
0|2021-11-21|2898.0|0|2898.0|0|80.0|0|0.0|100
0|2021-11-22|2898.0|0|2898.0|0|80.0|0|0.0|100
0|2021-11-23|2902.0|0|2902.0|0|80.0|0|0.0|100
0|2021-11-24|2905.0|0|2905.0|0|80.0|0|0.0|100
0|2021-11-25|2905.0|0|2905.0|0|80.0|0|0.0|100
0|2021-11-26|2905.0|0|2905.0|0|80.0|0|0.0|100
0|2021-11-27|2905.0|0|2905.0|0|80.0|0|0.0|100
0|2021-11-28|2905.0|0|2905.0|0|80.0|0|0.0|100
0|2021-11-29|2908.0|0|2908.0|0|80.0|0|0.0|100
0|2021-11-30|2916.0|0|2916.0|0|80.0|0|0.0|100
0|2021-12-01|2918.0|0|2918.0|0|80.0|0|0.0|100
0|2021-12-02|2920.0|0|2920.0|0|81.0|0|0.0|100
0|2021-12-03|2921.0|0|2921.0|0|81.0|0|0.0|100
0|2021-12-04|2925.0|0|2925.0|0|81.0|0|0.0|100
0|2021-12-05|2925.0|0|2925.0|0|81.0|0|0.0|100
0|2021-12-06|2925.0|0|2925.0|0|81.0|0|0.0|100
0|2021-12-07|2927.0|0|2927.0|0|82.0|0|0.0|100
0|2021-12-08|2929.0|0|2929.0|0|82.0|0|0.0|100
0|2021-12-09|2930.0|0|2930.0|0|82.0|0|0.0|100
0|2021-12-10|2954.0|0|2954.0|0|82.0|0|0.0|100
0|2021-12-11|2961.0|0|2961.0|0|82.0|0|0.0|100
0|2021-12-12|2964.0|0|2964.0|0|82.0|0|0.0|100
0|2021-12-13|2968.0|0|2968.0|0|82.0|0|0.0|100
0|2021-12-14|2968.0|0|2974.0|0|82.0|0|0.0|100
0|2021-12-15|2987.0|0|2987.0|0|82.0|0|0.0|100
0|2021-12-16|2992.0|0|2992.0|0|82.0|0|0.0|100
0|2021-12-17|3007.0|0|3007.0|0|82.0|0|0.0|100
0|2021-12-18|3015.0|0|3015.0|0|82.0|0|0.0|100
0|2021-12-19|3020.0|0|3020.0|0|82.0|0|0.0|100
0|2021-12-20|3020.0|0|3027.0|0|82.0|0|0.0|100
0|2021-12-21|3034.0|0|3034.0|0|82.0|0|0.0|100
0|2021-12-22|3041.0|0|3041.0|0|82.0|0|0.0|100
0|2021-12-23|3047.0|0|3047.0|0|82.0|0|0.0|100
0|2021-12-24|3047.0|0|3047.0|0|82.0|0|0.0|100
0|2021-12-25|3047.0|0|3047.0|0|82.0|0|0.0|100
0|2021-12-26|3047.0|0|3047.0|0|82.0|0|0.0|100
0|2021-12-27|3100.0|0|3100.0|0|82.0|0|0.0|100
0|2021-12-28|3107.0|0|3107.0|0|82.0|0|0.0|100
0|2021-12-29|3120.0|0|3120.0|0|82.0|0|0.0|100
0|2021-12-30|3124.0|0|3124.0|0|83.0|0|0.0|100
0|2021-12-31|3124.0|0|3124.0|0|83.0|0|0.0|100
0|2022-01-01|3124.0|0|3124.0|0|83.0|0|0.0|100
0|2022-01-02|3124.0|0|3124.0|0|83.0|0|0.0|100
0|2022-01-03|3239.0|0|3239.0|0|84.0|0|0.0|100
0|2022-01-04|3272.0|0|3272.0|0|84.0|0|0.0|100
0|2022-01-05|3314.0|0|3314.0|0|84.0|0|0.0|100
0|2022-01-06|3341.0|0|3341.0|0|84.0|0|0.0|100
0|2022-01-07|3379.0|0|3379.0|0|84.0|0|0.0|100
0|2022-01-08|3408.0|0|3408.0|0|84.0|0|0.0|100
0|2022-01-09|3444.0|0|3444.0|0|84.0|0|0.0|100
0|2022-01-10|3463.0|0|3463.0|0|84.0|0|0.0|100
0|2022-01-11|3508.0|0|3508.0|0|85.0|0|0.0|100
0|2022-01-12|3564.0|0|3564.0|0|85.0|0|0.0|100
0|2022-01-13|3564.0|0|3646.0|0|85.0|0|0.0|100
0|2022-01-14|3646.0|0|4308.0|0|85.0|0|0.0|100
0|2022-01-15|4369.0|0|4369.0|0|85.0|0|0.0|100
0|2022-01-16|4400.0|0|4400.0|0|85.0|0|0.0|100
0|2022-01-17|4400.0|0|0.0|100|85.0|0|0.0|100
