|dates|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marengo_Alabama_UnitedStates.NYT_ConfirmedCases.data|Marengo_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marengo_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|3423.0|0|3423.0|0|93.0|0|0.0|100
0|2021-12-01|3424.0|0|3424.0|0|93.0|0|0.0|100
0|2021-12-02|3427.0|0|3427.0|0|93.0|0|0.0|100
0|2021-12-03|3427.0|0|3427.0|0|93.0|0|0.0|100
0|2021-12-04|3429.0|0|3429.0|0|93.0|0|0.0|100
0|2021-12-05|3429.0|0|3429.0|0|93.0|0|0.0|100
0|2021-12-06|3429.0|0|3429.0|0|93.0|0|0.0|100
0|2021-12-07|3425.0|0|3425.0|0|93.0|0|0.0|100
0|2021-12-08|3426.0|0|3426.0|0|93.0|0|0.0|100
0|2021-12-09|3427.0|0|3427.0|0|93.0|0|0.0|100
0|2021-12-10|3430.0|0|3430.0|0|93.0|0|0.0|100
0|2021-12-11|3430.0|0|3430.0|0|93.0|0|0.0|100
0|2021-12-12|3430.0|0|3430.0|0|93.0|0|0.0|100
0|2021-12-13|3430.0|0|3430.0|0|93.0|0|0.0|100
0|2021-12-14|3430.0|0|3430.0|0|93.0|0|0.0|100
0|2021-12-15|3431.0|0|3431.0|0|93.0|0|0.0|100
0|2021-12-16|3432.0|0|3432.0|0|93.0|0|0.0|100
0|2021-12-17|3433.0|0|3433.0|0|93.0|0|0.0|100
0|2021-12-18|3435.0|0|3435.0|0|93.0|0|0.0|100
0|2021-12-19|3435.0|0|3435.0|0|93.0|0|0.0|100
0|2021-12-20|3436.0|0|3436.0|0|93.0|0|0.0|100
0|2021-12-21|3440.0|0|3440.0|0|93.0|0|0.0|100
0|2021-12-22|3441.0|0|3441.0|0|93.0|0|0.0|100
0|2021-12-23|3445.0|0|3445.0|0|93.0|0|0.0|100
0|2021-12-24|3447.0|0|3447.0|0|93.0|0|0.0|100
0|2021-12-25|3448.0|0|3448.0|0|93.0|0|0.0|100
0|2021-12-26|3449.0|0|3449.0|0|93.0|0|0.0|100
0|2021-12-27|3450.0|0|3450.0|0|93.0|0|0.0|100
0|2021-12-28|3458.0|0|3458.0|0|93.0|0|0.0|100
0|2021-12-29|3470.0|0|3470.0|0|93.0|0|0.0|100
0|2021-12-30|3487.0|0|3487.0|0|93.0|0|0.0|100
0|2021-12-31|3509.0|0|3509.0|0|93.0|0|0.0|100
0|2022-01-01|3509.0|0|3509.0|0|93.0|0|0.0|100
0|2022-01-02|3531.0|0|3531.0|0|93.0|0|0.0|100
0|2022-01-03|3535.0|0|3535.0|0|93.0|0|0.0|100
0|2022-01-04|3548.0|0|3548.0|0|93.0|0|0.0|100
0|2022-01-05|3608.0|0|3608.0|0|93.0|0|0.0|100
0|2022-01-06|3632.0|0|3632.0|0|93.0|0|0.0|100
0|2022-01-07|3669.0|0|3669.0|0|93.0|0|0.0|100
0|2022-01-08|3696.0|0|3696.0|0|93.0|0|0.0|100
0|2022-01-09|3730.0|0|3730.0|0|93.0|0|0.0|100
0|2022-01-10|3742.0|0|3742.0|0|93.0|0|0.0|100
0|2022-01-11|3775.0|0|3775.0|0|93.0|0|0.0|100
0|2022-01-12|3819.0|0|3819.0|0|93.0|0|0.0|100
0|2022-01-13|3819.0|0|3819.0|0|93.0|0|0.0|100
0|2022-01-14|3819.0|0|3819.0|0|93.0|0|0.0|100
0|2022-01-15|3819.0|0|3819.0|0|93.0|0|0.0|100
0|2022-01-16|4031.0|0|4031.0|0|93.0|0|0.0|100
0|2022-01-17|4051.0|0|0.0|100|93.0|0|0.0|100
