|dates|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Grady_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Grady_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Grady_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7911.0|0|7911.0|0|156.0|0|0.0|100
0|2021-10-18|7911.0|0|7911.0|0|156.0|0|0.0|100
0|2021-10-19|7911.0|0|7911.0|0|156.0|0|0.0|100
0|2021-10-20|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-21|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-22|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-23|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-24|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-25|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-26|8007.0|0|8007.0|0|182.0|0|0.0|100
0|2021-10-27|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-10-28|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-10-29|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-10-30|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-10-31|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-11-01|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-11-02|8073.0|0|8073.0|0|184.0|0|0.0|100
0|2021-11-03|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-04|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-05|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-06|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-07|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-08|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-09|8137.0|0|8137.0|0|185.0|0|0.0|100
0|2021-11-10|8137.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-11|8137.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-12|8254.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-13|8254.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-14|8254.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-15|8254.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-16|8254.0|0|8254.0|0|185.0|0|0.0|100
0|2021-11-17|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-18|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-19|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-20|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-21|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-22|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-23|8357.0|0|8357.0|0|185.0|0|0.0|100
0|2021-11-24|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-25|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-26|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-27|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-28|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-29|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-11-30|8433.0|0|8433.0|0|185.0|0|0.0|100
0|2021-12-01|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-02|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-03|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-04|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-05|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-06|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-07|8559.0|0|8559.0|0|185.0|0|0.0|100
0|2021-12-08|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-09|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-10|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-11|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-12|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-13|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-14|8734.0|0|8734.0|0|185.0|0|0.0|100
0|2021-12-15|8827.0|0|8827.0|0|185.0|0|0.0|100
0|2021-12-16|8827.0|0|8827.0|0|185.0|0|0.0|100
