|dates|Carbon_Montana_UnitedStates.JHU_ConfirmedCases.data|Carbon_Montana_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Montana_UnitedStates.NYT_ConfirmedCases.data|Carbon_Montana_UnitedStates.NYT_ConfirmedCases.missing|Carbon_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|1577.0|0|1579.0|0|22.0|0|0.0|100
0|2021-12-15|1585.0|0|1585.0|0|24.0|0|0.0|100
0|2021-12-16|1585.0|0|1585.0|0|24.0|0|0.0|100
0|2021-12-17|1590.0|0|1590.0|0|24.0|0|0.0|100
0|2021-12-18|1590.0|0|1590.0|0|24.0|0|0.0|100
0|2021-12-19|1590.0|0|1590.0|0|24.0|0|0.0|100
0|2021-12-20|1594.0|0|1594.0|0|24.0|0|0.0|100
0|2021-12-21|1594.0|0|1594.0|0|24.0|0|0.0|100
0|2021-12-22|1596.0|0|1596.0|0|24.0|0|0.0|100
0|2021-12-23|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-24|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-25|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-26|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-27|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-28|1598.0|0|1598.0|0|23.0|0|0.0|100
0|2021-12-29|1603.0|0|1603.0|0|23.0|0|0.0|100
0|2021-12-30|1613.0|0|1613.0|0|23.0|0|0.0|100
0|2021-12-31|1613.0|0|1613.0|0|23.0|0|0.0|100
0|2022-01-01|1613.0|0|1613.0|0|23.0|0|0.0|100
0|2022-01-02|1613.0|0|1613.0|0|23.0|0|0.0|100
0|2022-01-03|1616.0|0|1616.0|0|23.0|0|0.0|100
0|2022-01-04|1624.0|0|1624.0|0|23.0|0|0.0|100
0|2022-01-05|1634.0|0|1634.0|0|23.0|0|0.0|100
0|2022-01-06|1651.0|0|1651.0|0|23.0|0|0.0|100
0|2022-01-07|1659.0|0|1659.0|0|23.0|0|0.0|100
0|2022-01-08|1659.0|0|1659.0|0|23.0|0|0.0|100
0|2022-01-09|1659.0|0|1659.0|0|23.0|0|0.0|100
0|2022-01-10|1659.0|0|1659.0|0|23.0|0|0.0|100
0|2022-01-11|1665.0|0|1665.0|0|23.0|0|0.0|100
0|2022-01-12|1688.0|0|1688.0|0|23.0|0|0.0|100
0|2022-01-13|1688.0|0|1695.0|0|23.0|0|0.0|100
0|2022-01-14|1707.0|0|1707.0|0|23.0|0|0.0|100
0|2022-01-15|1707.0|0|1707.0|0|23.0|0|0.0|100
0|2022-01-16|1707.0|0|1707.0|0|23.0|0|0.0|100
0|2022-01-17|1707.0|0|0.0|100|23.0|0|0.0|100
