|dates|Orange_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_California_UnitedStates.Male_Total_Population.data|Orange_California_UnitedStates.Male_Total_Population.missing|Orange_California_UnitedStates.Female_Total_Population.data|Orange_California_UnitedStates.Female_Total_Population.missing|Orange_California_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-12|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-13|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-14|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-15|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-16|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-17|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-18|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-19|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-20|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-21|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-22|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-23|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-24|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-25|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-26|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-27|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-28|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-29|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-30|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2021-12-31|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-01|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-02|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-03|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-04|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-05|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-06|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-07|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-08|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-09|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-10|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-11|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-12|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-13|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-14|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-15|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-16|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
0|2022-01-17|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
