|dates|Clinch_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clinch_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clinch_Georgia_UnitedStates.NYT_ConfirmedCases.data|Clinch_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Clinch_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clinch_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clinch_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clinch_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|1499.0|0|1500.0|0|36.0|0|0.0|100
0|2021-12-06|1499.0|0|1500.0|0|36.0|0|0.0|100
0|2021-12-07|1499.0|0|1500.0|0|36.0|0|0.0|100
0|2021-12-08|1501.0|0|1502.0|0|36.0|0|0.0|100
0|2021-12-09|1501.0|0|1502.0|0|36.0|0|0.0|100
0|2021-12-10|1501.0|0|1502.0|0|36.0|0|0.0|100
0|2021-12-11|1501.0|0|1502.0|0|36.0|0|0.0|100
0|2021-12-12|1501.0|0|1502.0|0|36.0|0|0.0|100
0|2021-12-13|1502.0|0|1503.0|0|36.0|0|0.0|100
0|2021-12-14|1502.0|0|1503.0|0|36.0|0|0.0|100
0|2021-12-15|1502.0|0|1503.0|0|36.0|0|0.0|100
0|2021-12-16|1503.0|0|1504.0|0|36.0|0|0.0|100
0|2021-12-17|1504.0|0|1505.0|0|36.0|0|0.0|100
0|2021-12-18|1504.0|0|1505.0|0|36.0|0|0.0|100
0|2021-12-19|1504.0|0|1505.0|0|36.0|0|0.0|100
0|2021-12-20|1505.0|0|1506.0|0|36.0|0|0.0|100
0|2021-12-21|1506.0|0|1507.0|0|36.0|0|0.0|100
0|2021-12-22|1506.0|0|1507.0|0|36.0|0|0.0|100
0|2021-12-23|1509.0|0|1510.0|0|36.0|0|0.0|100
0|2021-12-24|1511.0|0|1512.0|0|36.0|0|0.0|100
0|2021-12-25|1511.0|0|1512.0|0|36.0|0|0.0|100
0|2021-12-26|1511.0|0|1512.0|0|36.0|0|0.0|100
0|2021-12-27|1513.0|0|1514.0|0|36.0|0|0.0|100
0|2021-12-28|1517.0|0|1518.0|0|36.0|0|0.0|100
0|2021-12-29|1518.0|0|1519.0|0|36.0|0|0.0|100
0|2021-12-30|1525.0|0|1526.0|0|36.0|0|0.0|100
0|2021-12-31|1536.0|0|1537.0|0|36.0|0|0.0|100
0|2022-01-01|1536.0|0|1537.0|0|36.0|0|0.0|100
0|2022-01-02|1536.0|0|1537.0|0|36.0|0|0.0|100
0|2022-01-03|1536.0|0|1537.0|0|36.0|0|0.0|100
0|2022-01-04|1555.0|0|1556.0|0|36.0|0|0.0|100
0|2022-01-05|1573.0|0|1574.0|0|36.0|0|0.0|100
0|2022-01-06|1573.0|0|1574.0|0|36.0|0|0.0|100
0|2022-01-07|1573.0|0|1574.0|0|36.0|0|0.0|100
0|2022-01-08|1573.0|0|1574.0|0|36.0|0|0.0|100
0|2022-01-09|1573.0|0|1574.0|0|36.0|0|0.0|100
0|2022-01-10|1621.0|0|1622.0|0|36.0|0|0.0|100
0|2022-01-11|1648.0|0|1649.0|0|36.0|0|0.0|100
0|2022-01-12|1659.0|0|1660.0|0|36.0|0|0.0|100
0|2022-01-13|1659.0|0|1671.0|0|36.0|0|0.0|100
0|2022-01-14|1694.0|0|1695.0|0|36.0|0|0.0|100
0|2022-01-15|1694.0|0|1695.0|0|36.0|0|0.0|100
0|2022-01-16|1694.0|0|1695.0|0|36.0|0|0.0|100
0|2022-01-17|1712.0|0|0.0|100|36.0|0|0.0|100
