|dates|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Warrick_Indiana_UnitedStates.NYT_ConfirmedCases.data|Warrick_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11225.0|0|11229.0|0|188.0|0|0.0|100
0|2021-10-18|11255.0|0|11259.0|0|189.0|0|0.0|100
0|2021-10-19|11264.0|0|11268.0|0|189.0|0|0.0|100
0|2021-10-20|11270.0|0|11274.0|0|189.0|0|0.0|100
0|2021-10-21|11287.0|0|11291.0|0|189.0|0|0.0|100
0|2021-10-22|11292.0|0|11296.0|0|189.0|0|0.0|100
0|2021-10-23|11292.0|0|11296.0|0|189.0|0|0.0|100
0|2021-10-24|11292.0|0|11296.0|0|189.0|0|0.0|100
0|2021-10-25|11305.0|0|11309.0|0|189.0|0|0.0|100
0|2021-10-26|11314.0|0|11318.0|0|188.0|0|0.0|100
0|2021-10-27|11323.0|0|11327.0|0|188.0|0|0.0|100
0|2021-10-28|11340.0|0|11344.0|0|189.0|0|0.0|100
0|2021-10-29|11350.0|0|11354.0|0|189.0|0|0.0|100
0|2021-10-30|11350.0|0|11354.0|0|189.0|0|0.0|100
0|2021-10-31|11350.0|0|11354.0|0|189.0|0|0.0|100
0|2021-11-01|11366.0|0|11370.0|0|189.0|0|0.0|100
0|2021-11-02|11374.0|0|11378.0|0|189.0|0|0.0|100
0|2021-11-03|11391.0|0|11395.0|0|189.0|0|0.0|100
0|2021-11-04|11408.0|0|11412.0|0|189.0|0|0.0|100
0|2021-11-05|11434.0|0|11438.0|0|189.0|0|0.0|100
0|2021-11-06|11434.0|0|11438.0|0|189.0|0|0.0|100
0|2021-11-07|11434.0|0|11438.0|0|189.0|0|0.0|100
0|2021-11-08|11469.0|0|11473.0|0|189.0|0|0.0|100
0|2021-11-09|11487.0|0|11491.0|0|189.0|0|0.0|100
0|2021-11-10|11487.0|0|11511.0|0|189.0|0|0.0|100
0|2021-11-11|11579.0|0|11583.0|0|189.0|0|0.0|100
0|2021-11-12|11593.0|0|11597.0|0|189.0|0|0.0|100
0|2021-11-13|11593.0|0|11597.0|0|189.0|0|0.0|100
0|2021-11-14|11593.0|0|11597.0|0|189.0|0|0.0|100
0|2021-11-15|11646.0|0|11650.0|0|189.0|0|0.0|100
0|2021-11-16|11675.0|0|11679.0|0|189.0|0|0.0|100
0|2021-11-17|11711.0|0|11715.0|0|189.0|0|0.0|100
0|2021-11-18|11744.0|0|11748.0|0|189.0|0|0.0|100
0|2021-11-19|11772.0|0|11776.0|0|189.0|0|0.0|100
0|2021-11-20|11772.0|0|11776.0|0|189.0|0|0.0|100
0|2021-11-21|11772.0|0|11776.0|0|189.0|0|0.0|100
0|2021-11-22|11832.0|0|11836.0|0|189.0|0|0.0|100
0|2021-11-23|11871.0|0|11875.0|0|189.0|0|0.0|100
0|2021-11-24|11889.0|0|11893.0|0|189.0|0|0.0|100
0|2021-11-25|11889.0|0|11893.0|0|189.0|0|0.0|100
0|2021-11-26|11889.0|0|11893.0|0|189.0|0|0.0|100
0|2021-11-27|11889.0|0|11893.0|0|189.0|0|0.0|100
0|2021-11-28|11889.0|0|11893.0|0|189.0|0|0.0|100
0|2021-11-29|11995.0|0|11999.0|0|189.0|0|0.0|100
0|2021-11-30|12051.0|0|12055.0|0|190.0|0|0.0|100
0|2021-12-01|12113.0|0|12117.0|0|190.0|0|0.0|100
0|2021-12-02|12113.0|0|12156.0|0|190.0|0|0.0|100
0|2021-12-03|12210.0|0|12214.0|0|190.0|0|0.0|100
0|2021-12-04|12210.0|0|12214.0|0|190.0|0|0.0|100
0|2021-12-05|12210.0|0|12214.0|0|190.0|0|0.0|100
0|2021-12-06|12320.0|0|12324.0|0|190.0|0|0.0|100
0|2021-12-07|12369.0|0|12373.0|0|191.0|0|0.0|100
0|2021-12-08|12436.0|0|12440.0|0|193.0|0|0.0|100
0|2021-12-09|12498.0|0|12502.0|0|193.0|0|0.0|100
0|2021-12-10|12548.0|0|12552.0|0|194.0|0|0.0|100
0|2021-12-11|12548.0|0|12552.0|0|194.0|0|0.0|100
0|2021-12-12|12548.0|0|12552.0|0|194.0|0|0.0|100
0|2021-12-13|12692.0|0|12696.0|0|196.0|0|0.0|100
0|2021-12-14|12692.0|0|12750.0|0|196.0|0|0.0|100
0|2021-12-15|12801.0|0|12805.0|0|196.0|0|0.0|100
0|2021-12-16|12854.0|0|12858.0|0|197.0|0|0.0|100
0|2021-12-17|12889.0|0|12893.0|0|198.0|0|0.0|100
0|2021-12-18|12889.0|0|12893.0|0|198.0|0|0.0|100
0|2021-12-19|12889.0|0|12893.0|0|198.0|0|0.0|100
0|2021-12-20|12969.0|0|12973.0|0|201.0|0|0.0|100
