|dates|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Warrick_Indiana_UnitedStates.NYT_ConfirmedCases.data|Warrick_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|12992.0|0|12996.0|0|201.0|0|0.0|100
0|2021-12-22|13026.0|0|13030.0|0|202.0|0|0.0|100
0|2021-12-23|13026.0|0|13030.0|0|202.0|0|0.0|100
0|2021-12-24|13026.0|0|13030.0|0|202.0|0|0.0|100
0|2021-12-25|13026.0|0|13030.0|0|202.0|0|0.0|100
0|2021-12-26|13026.0|0|13030.0|0|202.0|0|0.0|100
0|2021-12-27|13166.0|0|13170.0|0|203.0|0|0.0|100
0|2021-12-28|13213.0|0|13217.0|0|204.0|0|0.0|100
0|2021-12-29|13282.0|0|13286.0|0|205.0|0|0.0|100
0|2021-12-30|13386.0|0|13390.0|0|205.0|0|0.0|100
0|2021-12-31|13386.0|0|13390.0|0|205.0|0|0.0|100
0|2022-01-01|13386.0|0|13390.0|0|205.0|0|0.0|100
0|2022-01-02|13386.0|0|13390.0|0|205.0|0|0.0|100
0|2022-01-03|13639.0|0|13643.0|0|205.0|0|0.0|100
0|2022-01-04|13738.0|0|13742.0|0|206.0|0|0.0|100
0|2022-01-05|13922.0|0|13926.0|0|206.0|0|0.0|100
0|2022-01-06|14100.0|0|14104.0|0|207.0|0|0.0|100
0|2022-01-07|14264.0|0|14268.0|0|208.0|0|0.0|100
0|2022-01-08|14264.0|0|14268.0|0|208.0|0|0.0|100
0|2022-01-09|14264.0|0|14268.0|0|208.0|0|0.0|100
0|2022-01-10|14649.0|0|14653.0|0|209.0|0|0.0|100
0|2022-01-11|14796.0|0|14800.0|0|209.0|0|0.0|100
0|2022-01-12|15003.0|0|15007.0|0|210.0|0|0.0|100
0|2022-01-13|15003.0|0|15234.0|0|210.0|0|0.0|100
0|2022-01-14|15465.0|0|15469.0|0|211.0|0|0.0|100
0|2022-01-15|15465.0|0|15469.0|0|211.0|0|0.0|100
0|2022-01-16|15465.0|0|15469.0|0|211.0|0|0.0|100
0|2022-01-17|16060.0|0|0.0|100|212.0|0|0.0|100
