|dates|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ziebach_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Ziebach_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ziebach_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|382.0|0|382.0|0|9.0|0|0.0|100
0|2021-10-18|382.0|0|383.0|0|9.0|0|0.0|100
0|2021-10-19|382.0|0|383.0|0|9.0|0|0.0|100
0|2021-10-20|392.0|0|392.0|0|9.0|0|0.0|100
0|2021-10-21|401.0|0|401.0|0|9.0|0|0.0|100
0|2021-10-22|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-10-23|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-10-24|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-10-25|421.0|0|421.0|0|9.0|0|0.0|100
0|2021-10-26|421.0|0|421.0|0|9.0|0|0.0|100
0|2021-10-27|421.0|0|421.0|0|10.0|0|0.0|100
0|2021-10-28|421.0|0|421.0|0|10.0|0|0.0|100
0|2021-10-29|426.0|0|426.0|0|10.0|0|0.0|100
0|2021-10-30|426.0|0|426.0|0|10.0|0|0.0|100
0|2021-10-31|426.0|0|426.0|0|10.0|0|0.0|100
0|2021-11-01|438.0|0|438.0|0|10.0|0|0.0|100
0|2021-11-02|439.0|0|439.0|0|10.0|0|0.0|100
0|2021-11-03|439.0|0|439.0|0|10.0|0|0.0|100
0|2021-11-04|439.0|0|439.0|0|10.0|0|0.0|100
0|2021-11-05|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-06|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-07|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-08|441.0|0|441.0|0|10.0|0|0.0|100
0|2021-11-09|443.0|0|443.0|0|10.0|0|0.0|100
0|2021-11-10|443.0|0|446.0|0|10.0|0|0.0|100
0|2021-11-11|446.0|0|446.0|0|10.0|0|0.0|100
0|2021-11-12|446.0|0|446.0|0|10.0|0|0.0|100
0|2021-11-13|446.0|0|446.0|0|10.0|0|0.0|100
0|2021-11-14|446.0|0|446.0|0|10.0|0|0.0|100
0|2021-11-15|451.0|0|451.0|0|10.0|0|0.0|100
0|2021-11-16|453.0|0|453.0|0|10.0|0|0.0|100
0|2021-11-17|453.0|0|453.0|0|10.0|0|0.0|100
0|2021-11-18|460.0|0|460.0|0|10.0|0|0.0|100
0|2021-11-19|461.0|0|461.0|0|10.0|0|0.0|100
0|2021-11-20|461.0|0|461.0|0|10.0|0|0.0|100
0|2021-11-21|461.0|0|461.0|0|10.0|0|0.0|100
0|2021-11-22|461.0|0|461.0|0|10.0|0|0.0|100
0|2021-11-23|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-24|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-25|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-26|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-27|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-28|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-29|463.0|0|463.0|0|10.0|0|0.0|100
0|2021-11-30|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-01|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-02|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-03|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-04|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-05|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-06|464.0|0|464.0|0|10.0|0|0.0|100
0|2021-12-07|465.0|0|465.0|0|10.0|0|0.0|100
0|2021-12-08|473.0|0|473.0|0|10.0|0|0.0|100
0|2021-12-09|473.0|0|473.0|0|10.0|0|0.0|100
0|2021-12-10|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-11|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-12|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-13|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-14|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-15|480.0|0|480.0|0|10.0|0|0.0|100
0|2021-12-16|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-17|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-18|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-19|481.0|0|481.0|0|10.0|0|0.0|100
0|2021-12-20|481.0|0|481.0|0|11.0|0|0.0|100
0|2021-12-21|486.0|0|486.0|0|11.0|0|0.0|100
0|2021-12-22|486.0|0|486.0|0|11.0|0|0.0|100
0|2021-12-23|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-24|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-25|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-26|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-27|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-28|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-29|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-30|487.0|0|487.0|0|11.0|0|0.0|100
0|2021-12-31|487.0|0|487.0|0|11.0|0|0.0|100
0|2022-01-01|487.0|0|487.0|0|11.0|0|0.0|100
0|2022-01-02|487.0|0|487.0|0|11.0|0|0.0|100
0|2022-01-03|487.0|0|487.0|0|11.0|0|0.0|100
0|2022-01-04|487.0|0|487.0|0|11.0|0|0.0|100
0|2022-01-05|490.0|0|490.0|0|11.0|0|0.0|100
0|2022-01-06|492.0|0|492.0|0|11.0|0|0.0|100
0|2022-01-07|494.0|0|494.0|0|11.0|0|0.0|100
0|2022-01-08|494.0|0|494.0|0|11.0|0|0.0|100
0|2022-01-09|494.0|0|494.0|0|11.0|0|0.0|100
0|2022-01-10|497.0|0|497.0|0|11.0|0|0.0|100
0|2022-01-11|498.0|0|498.0|0|11.0|0|0.0|100
0|2022-01-12|501.0|0|501.0|0|11.0|0|0.0|100
0|2022-01-13|501.0|0|501.0|0|11.0|0|0.0|100
0|2022-01-14|501.0|0|501.0|0|11.0|0|0.0|100
0|2022-01-15|501.0|0|501.0|0|11.0|0|0.0|100
0|2022-01-16|501.0|0|501.0|0|11.0|0|0.0|100
0|2022-01-17|501.0|0|0.0|100|11.0|0|0.0|100
