|dates|Graham_Arizona_UnitedStates.JHU_ConfirmedCases.data|Graham_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Graham_Arizona_UnitedStates.NYT_ConfirmedCases.data|Graham_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Graham_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Graham_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7278.0|0|7278.0|0|113.0|0|0.0|100
0|2021-10-18|7278.0|0|7278.0|0|113.0|0|0.0|100
0|2021-10-19|7369.0|0|7369.0|0|113.0|0|0.0|100
0|2021-10-20|7388.0|0|7388.0|0|113.0|0|0.0|100
0|2021-10-21|7427.0|0|7427.0|0|113.0|0|0.0|100
0|2021-10-22|7454.0|0|7454.0|0|114.0|0|0.0|100
0|2021-10-23|7486.0|0|7486.0|0|115.0|0|0.0|100
0|2021-10-24|7506.0|0|7506.0|0|115.0|0|0.0|100
0|2021-10-25|7512.0|0|7512.0|0|115.0|0|0.0|100
0|2021-10-26|7521.0|0|7521.0|0|117.0|0|0.0|100
0|2021-10-27|7560.0|0|7560.0|0|117.0|0|0.0|100
0|2021-10-28|7619.0|0|7619.0|0|118.0|0|0.0|100
0|2021-10-29|7630.0|0|7630.0|0|119.0|0|0.0|100
0|2021-10-30|7680.0|0|7680.0|0|119.0|0|0.0|100
0|2021-10-31|7698.0|0|7698.0|0|119.0|0|0.0|100
0|2021-11-01|7712.0|0|7712.0|0|119.0|0|0.0|100
0|2021-11-02|7714.0|0|7714.0|0|119.0|0|0.0|100
0|2021-11-03|7740.0|0|7740.0|0|119.0|0|0.0|100
0|2021-11-04|7787.0|0|7787.0|0|119.0|0|0.0|100
0|2021-11-05|7816.0|0|7816.0|0|119.0|0|0.0|100
0|2021-11-06|7825.0|0|7825.0|0|119.0|0|0.0|100
0|2021-11-07|7862.0|0|7862.0|0|119.0|0|0.0|100
0|2021-11-08|7879.0|0|7879.0|0|119.0|0|0.0|100
0|2021-11-09|7885.0|0|7885.0|0|120.0|0|0.0|100
0|2021-11-10|7937.0|0|7937.0|0|121.0|0|0.0|100
0|2021-11-11|7981.0|0|7981.0|0|121.0|0|0.0|100
0|2021-11-12|8008.0|0|8008.0|0|121.0|0|0.0|100
0|2021-11-13|8047.0|0|8047.0|0|121.0|0|0.0|100
0|2021-11-14|8057.0|0|8057.0|0|121.0|0|0.0|100
0|2021-11-15|8093.0|0|8093.0|0|121.0|0|0.0|100
0|2021-11-16|8096.0|0|8096.0|0|121.0|0|0.0|100
0|2021-11-17|8137.0|0|8137.0|0|122.0|0|0.0|100
0|2021-11-18|8193.0|0|8193.0|0|122.0|0|0.0|100
0|2021-11-19|8232.0|0|8232.0|0|123.0|0|0.0|100
0|2021-11-20|8277.0|0|8277.0|0|124.0|0|0.0|100
0|2021-11-21|8305.0|0|8305.0|0|124.0|0|0.0|100
0|2021-11-22|8334.0|0|8334.0|0|126.0|0|0.0|100
0|2021-11-23|8344.0|0|8344.0|0|126.0|0|0.0|100
0|2021-11-24|8382.0|0|8382.0|0|129.0|0|0.0|100
0|2021-11-25|8423.0|0|8423.0|0|130.0|0|0.0|100
0|2021-11-26|8435.0|0|8435.0|0|130.0|0|0.0|100
0|2021-11-27|8451.0|0|8451.0|0|130.0|0|0.0|100
0|2021-11-28|8451.0|0|8478.0|0|130.0|0|0.0|100
0|2021-11-29|8489.0|0|8489.0|0|132.0|0|0.0|100
0|2021-11-30|8501.0|0|8501.0|0|132.0|0|0.0|100
0|2021-12-01|8555.0|0|8555.0|0|133.0|0|0.0|100
0|2021-12-02|8582.0|0|8582.0|0|135.0|0|0.0|100
0|2021-12-03|8603.0|0|8603.0|0|135.0|0|0.0|100
0|2021-12-04|8645.0|0|8645.0|0|136.0|0|0.0|100
0|2021-12-05|8662.0|0|8662.0|0|137.0|0|0.0|100
0|2021-12-06|8667.0|0|8667.0|0|137.0|0|0.0|100
0|2021-12-07|8680.0|0|8680.0|0|139.0|0|0.0|100
0|2021-12-08|8699.0|0|8699.0|0|139.0|0|0.0|100
0|2021-12-09|8724.0|0|8724.0|0|141.0|0|0.0|100
0|2021-12-10|8749.0|0|8749.0|0|141.0|0|0.0|100
0|2021-12-11|8769.0|0|8769.0|0|142.0|0|0.0|100
0|2021-12-12|8785.0|0|8785.0|0|143.0|0|0.0|100
0|2021-12-13|8785.0|0|8793.0|0|143.0|0|0.0|100
0|2021-12-14|8785.0|0|8799.0|0|143.0|0|0.0|100
0|2021-12-15|8818.0|0|8818.0|0|144.0|0|0.0|100
0|2021-12-16|8831.0|0|8831.0|0|145.0|0|0.0|100
0|2021-12-17|8854.0|0|8854.0|0|146.0|0|0.0|100
0|2021-12-18|8854.0|0|8856.0|0|146.0|0|0.0|100
0|2021-12-19|8868.0|0|8868.0|0|149.0|0|0.0|100
0|2021-12-20|8867.0|0|8867.0|0|149.0|0|0.0|100
0|2021-12-21|8871.0|0|8871.0|0|150.0|0|0.0|100
0|2021-12-22|8894.0|0|8894.0|0|153.0|0|0.0|100
0|2021-12-23|8912.0|0|8912.0|0|153.0|0|0.0|100
0|2021-12-24|8923.0|0|8923.0|0|156.0|0|0.0|100
0|2021-12-25|8923.0|0|8929.0|0|156.0|0|0.0|100
0|2021-12-26|8930.0|0|8930.0|0|156.0|0|0.0|100
0|2021-12-27|8936.0|0|8936.0|0|156.0|0|0.0|100
0|2021-12-28|8936.0|0|8939.0|0|156.0|0|0.0|100
0|2021-12-29|8939.0|0|8943.0|0|156.0|0|0.0|100
0|2021-12-30|8943.0|0|8955.0|0|157.0|0|0.0|100
0|2021-12-31|8971.0|0|8971.0|0|157.0|0|0.0|100
0|2022-01-01|8980.0|0|8980.0|0|158.0|0|0.0|100
0|2022-01-02|8980.0|0|8980.0|0|159.0|0|0.0|100
0|2022-01-03|8989.0|0|8989.0|0|159.0|0|0.0|100
0|2022-01-04|8998.0|0|8998.0|0|159.0|0|0.0|100
0|2022-01-05|9031.0|0|9031.0|0|159.0|0|0.0|100
0|2022-01-06|9060.0|0|9060.0|0|159.0|0|0.0|100
0|2022-01-07|9132.0|0|9132.0|0|159.0|0|0.0|100
0|2022-01-08|9211.0|0|9211.0|0|159.0|0|0.0|100
0|2022-01-09|9211.0|0|9264.0|0|159.0|0|0.0|100
0|2022-01-10|9276.0|0|9276.0|0|159.0|0|0.0|100
0|2022-01-11|9304.0|0|9304.0|0|159.0|0|0.0|100
0|2022-01-12|9396.0|0|9396.0|0|159.0|0|0.0|100
0|2022-01-13|9396.0|0|9449.0|0|159.0|0|0.0|100
0|2022-01-14|9532.0|0|9532.0|0|159.0|0|0.0|100
0|2022-01-15|9532.0|0|9615.0|0|159.0|0|0.0|100
0|2022-01-16|9569.0|0|9693.0|0|160.0|0|0.0|100
0|2022-01-17|9741.0|0|0.0|100|160.0|0|0.0|100
