|dates|Unassigned_Colorado_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Colorado_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-18|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-19|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-20|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-21|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-22|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-23|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-24|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-25|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-26|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-27|100.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-28|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-29|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-30|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-10-31|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-01|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-02|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-03|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-04|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-05|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-06|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-07|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-08|98.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-11|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-12|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-13|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-14|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-15|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-16|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-17|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-18|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-19|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-20|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-21|102.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-22|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-23|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-24|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-25|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-26|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-27|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-28|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-29|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-11-30|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-01|103.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-02|104.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-03|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-04|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-05|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-06|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-07|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-08|107.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-09|108.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-10|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-11|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-12|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-13|112.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-14|112.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-15|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-16|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-17|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-18|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-19|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-20|109.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-21|111.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-22|111.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-23|112.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-24|115.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-25|115.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-26|115.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-27|115.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-28|115.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-29|116.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-30|116.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-31|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-01|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-02|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-03|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-04|117.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-05|117.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-06|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-07|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-08|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-09|116.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-10|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-11|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-12|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-13|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-14|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-15|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-16|119.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-17|119.0|0|0.0|100|0.0|0|0.0|100
