|dates|Rusk_Texas_UnitedStates.JHU_ConfirmedCases.data|Rusk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rusk_Texas_UnitedStates.NYT_ConfirmedCases.data|Rusk_Texas_UnitedStates.NYT_ConfirmedCases.missing|Rusk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rusk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rusk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rusk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8078.0|0|8078.0|0|168.0|0|0.0|100
0|2021-10-18|8078.0|0|8078.0|0|168.0|0|0.0|100
0|2021-10-19|8093.0|0|8093.0|0|170.0|0|0.0|100
0|2021-10-20|8110.0|0|8110.0|0|171.0|0|0.0|100
0|2021-10-21|8114.0|0|8114.0|0|172.0|0|0.0|100
0|2021-10-22|8128.0|0|8128.0|0|172.0|0|0.0|100
0|2021-10-23|8128.0|0|8128.0|0|174.0|0|0.0|100
0|2021-10-24|8136.0|0|8136.0|0|175.0|0|0.0|100
0|2021-10-25|8136.0|0|8136.0|0|175.0|0|0.0|100
0|2021-10-26|8147.0|0|8147.0|0|176.0|0|0.0|100
0|2021-10-27|8136.0|0|8136.0|0|178.0|0|0.0|100
0|2021-10-28|8129.0|0|8129.0|0|178.0|0|0.0|100
0|2021-10-29|8141.0|0|8141.0|0|178.0|0|0.0|100
0|2021-10-30|8155.0|0|8155.0|0|178.0|0|0.0|100
0|2021-10-31|8155.0|0|8155.0|0|179.0|0|0.0|100
0|2021-11-01|8155.0|0|8155.0|0|179.0|0|0.0|100
0|2021-11-02|8166.0|0|8166.0|0|179.0|0|0.0|100
0|2021-11-03|8163.0|0|8163.0|0|179.0|0|0.0|100
0|2021-11-04|8169.0|0|8169.0|0|179.0|0|0.0|100
0|2021-11-05|8165.0|0|8165.0|0|179.0|0|0.0|100
0|2021-11-06|8171.0|0|8171.0|0|179.0|0|0.0|100
0|2021-11-07|8171.0|0|8171.0|0|179.0|0|0.0|100
0|2021-11-08|8171.0|0|8171.0|0|179.0|0|0.0|100
0|2021-11-09|8160.0|0|8160.0|0|179.0|0|0.0|100
0|2021-11-10|8160.0|0|8160.0|0|179.0|0|0.0|100
0|2021-11-11|8163.0|0|8163.0|0|180.0|0|0.0|100
0|2021-11-12|8167.0|0|8167.0|0|183.0|0|0.0|100
0|2021-11-13|8160.0|0|8160.0|0|184.0|0|0.0|100
0|2021-11-14|8160.0|0|8160.0|0|184.0|0|0.0|100
0|2021-11-15|8160.0|0|8160.0|0|184.0|0|0.0|100
0|2021-11-16|8160.0|0|8160.0|0|185.0|0|0.0|100
0|2021-11-17|8162.0|0|8162.0|0|185.0|0|0.0|100
0|2021-11-18|8158.0|0|8158.0|0|186.0|0|0.0|100
0|2021-11-19|8158.0|0|8158.0|0|187.0|0|0.0|100
0|2021-11-20|8160.0|0|8160.0|0|187.0|0|0.0|100
0|2021-11-21|8160.0|0|8160.0|0|188.0|0|0.0|100
0|2021-11-22|8160.0|0|8160.0|0|188.0|0|0.0|100
0|2021-11-23|8167.0|0|8167.0|0|188.0|0|0.0|100
0|2021-11-24|8163.0|0|8163.0|0|188.0|0|0.0|100
0|2021-11-25|8163.0|0|8163.0|0|188.0|0|0.0|100
0|2021-11-26|8163.0|0|8163.0|0|188.0|0|0.0|100
0|2021-11-27|8163.0|0|8163.0|0|188.0|0|0.0|100
0|2021-11-28|8163.0|0|8163.0|0|188.0|0|0.0|100
0|2021-11-29|8169.0|0|8169.0|0|188.0|0|0.0|100
0|2021-11-30|8177.0|0|8177.0|0|189.0|0|0.0|100
0|2021-12-01|8181.0|0|8181.0|0|189.0|0|0.0|100
0|2021-12-02|8189.0|0|8189.0|0|189.0|0|0.0|100
0|2021-12-03|8194.0|0|8194.0|0|189.0|0|0.0|100
0|2021-12-04|8201.0|0|8201.0|0|189.0|0|0.0|100
0|2021-12-05|8201.0|0|8201.0|0|189.0|0|0.0|100
0|2021-12-06|8203.0|0|8203.0|0|189.0|0|0.0|100
0|2021-12-07|8213.0|0|8213.0|0|189.0|0|0.0|100
0|2021-12-08|8230.0|0|8230.0|0|189.0|0|0.0|100
0|2021-12-09|8236.0|0|8236.0|0|189.0|0|0.0|100
0|2021-12-10|8251.0|0|8251.0|0|189.0|0|0.0|100
0|2021-12-11|8261.0|0|8261.0|0|189.0|0|0.0|100
0|2021-12-12|8261.0|0|8261.0|0|189.0|0|0.0|100
0|2021-12-13|8263.0|0|8263.0|0|189.0|0|0.0|100
0|2021-12-14|8263.0|0|8280.0|0|189.0|0|0.0|100
0|2021-12-15|8299.0|0|8299.0|0|189.0|0|0.0|100
0|2021-12-16|8309.0|0|8309.0|0|189.0|0|0.0|100
0|2021-12-17|8321.0|0|8321.0|0|190.0|0|0.0|100
0|2021-12-18|8328.0|0|8328.0|0|190.0|0|0.0|100
0|2021-12-19|8332.0|0|8332.0|0|190.0|0|0.0|100
0|2021-12-20|8335.0|0|8335.0|0|190.0|0|0.0|100
0|2021-12-21|8340.0|0|8340.0|0|190.0|0|0.0|100
0|2021-12-22|8346.0|0|8346.0|0|190.0|0|0.0|100
0|2021-12-23|8358.0|0|8358.0|0|190.0|0|0.0|100
0|2021-12-24|8358.0|0|8358.0|0|190.0|0|0.0|100
0|2021-12-25|8358.0|0|8358.0|0|190.0|0|0.0|100
0|2021-12-26|8358.0|0|8358.0|0|190.0|0|0.0|100
0|2021-12-27|8382.0|0|8382.0|0|191.0|0|0.0|100
0|2021-12-28|8400.0|0|8400.0|0|191.0|0|0.0|100
0|2021-12-29|8405.0|0|8405.0|0|191.0|0|0.0|100
0|2021-12-30|8405.0|0|8428.0|0|191.0|0|0.0|100
0|2021-12-31|8428.0|0|8428.0|0|191.0|0|0.0|100
0|2022-01-01|8428.0|0|8428.0|0|191.0|0|0.0|100
0|2022-01-02|8428.0|0|8428.0|0|191.0|0|0.0|100
0|2022-01-03|8517.0|0|8517.0|0|191.0|0|0.0|100
0|2022-01-04|8552.0|0|8552.0|0|191.0|0|0.0|100
0|2022-01-05|8552.0|0|8583.0|0|191.0|0|0.0|100
0|2022-01-06|8632.0|0|8632.0|0|191.0|0|0.0|100
0|2022-01-07|8679.0|0|8679.0|0|191.0|0|0.0|100
0|2022-01-08|8726.0|0|8726.0|0|191.0|0|0.0|100
0|2022-01-09|8766.0|0|8766.0|0|191.0|0|0.0|100
0|2022-01-10|8808.0|0|8808.0|0|191.0|0|0.0|100
0|2022-01-11|8852.0|0|8852.0|0|191.0|0|0.0|100
0|2022-01-12|8907.0|0|8907.0|0|191.0|0|0.0|100
0|2022-01-13|8907.0|0|8963.0|0|191.0|0|0.0|100
0|2022-01-14|8963.0|0|9317.0|0|191.0|0|0.0|100
0|2022-01-15|9375.0|0|9375.0|0|191.0|0|0.0|100
0|2022-01-16|9395.0|0|9395.0|0|191.0|0|0.0|100
