|dates|Coosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coosa_Alabama_UnitedStates.NYT_ConfirmedCases.data|Coosa_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Coosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|1876.0|0|1876.0|0|48.0|0|0.0|100
0|2021-12-13|1876.0|0|1876.0|0|48.0|0|0.0|100
0|2021-12-14|1876.0|0|1882.0|0|48.0|0|0.0|100
0|2021-12-15|1884.0|0|1884.0|0|48.0|0|0.0|100
0|2021-12-16|1885.0|0|1885.0|0|48.0|0|0.0|100
0|2021-12-17|1887.0|0|1887.0|0|48.0|0|0.0|100
0|2021-12-18|1889.0|0|1889.0|0|48.0|0|0.0|100
0|2021-12-19|1889.0|0|1889.0|0|48.0|0|0.0|100
0|2021-12-20|1890.0|0|1890.0|0|48.0|0|0.0|100
0|2021-12-21|1894.0|0|1894.0|0|48.0|0|0.0|100
0|2021-12-22|1894.0|0|1894.0|0|48.0|0|0.0|100
0|2021-12-23|1898.0|0|1898.0|0|48.0|0|0.0|100
0|2021-12-24|1901.0|0|1901.0|0|48.0|0|0.0|100
0|2021-12-25|1902.0|0|1902.0|0|48.0|0|0.0|100
0|2021-12-26|1902.0|0|1902.0|0|48.0|0|0.0|100
0|2021-12-27|1905.0|0|1905.0|0|48.0|0|0.0|100
0|2021-12-28|1909.0|0|1909.0|0|48.0|0|0.0|100
0|2021-12-29|1917.0|0|1917.0|0|48.0|0|0.0|100
0|2021-12-30|1926.0|0|1926.0|0|48.0|0|0.0|100
0|2021-12-31|1948.0|0|1948.0|0|48.0|0|0.0|100
0|2022-01-01|1948.0|0|1948.0|0|48.0|0|0.0|100
0|2022-01-02|1971.0|0|1971.0|0|48.0|0|0.0|100
0|2022-01-03|1988.0|0|1988.0|0|48.0|0|0.0|100
0|2022-01-04|2009.0|0|2009.0|0|48.0|0|0.0|100
0|2022-01-05|2039.0|0|2039.0|0|48.0|0|0.0|100
0|2022-01-06|2081.0|0|2081.0|0|48.0|0|0.0|100
0|2022-01-07|2117.0|0|2117.0|0|48.0|0|0.0|100
0|2022-01-08|2135.0|0|2135.0|0|48.0|0|0.0|100
0|2022-01-09|2155.0|0|2155.0|0|48.0|0|0.0|100
0|2022-01-10|2163.0|0|2163.0|0|48.0|0|0.0|100
0|2022-01-11|2175.0|0|2175.0|0|48.0|0|0.0|100
0|2022-01-12|2202.0|0|2202.0|0|48.0|0|0.0|100
0|2022-01-13|2202.0|0|2202.0|0|48.0|0|0.0|100
0|2022-01-14|2202.0|0|2202.0|0|48.0|0|0.0|100
0|2022-01-15|2202.0|0|2202.0|0|48.0|0|0.0|100
0|2022-01-16|2314.0|0|2314.0|0|48.0|0|0.0|100
0|2022-01-17|2340.0|0|0.0|100|48.0|0|0.0|100
