|dates|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.data|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Harford_Maryland_UnitedStates.NYT_ConfirmedCases.data|Harford_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20222.0|0|20230.0|0|349.0|0|0.0|100
0|2021-10-18|20280.0|0|20288.0|0|349.0|0|0.0|100
0|2021-10-19|20328.0|0|20336.0|0|349.0|0|0.0|100
0|2021-10-20|20369.0|0|20377.0|0|350.0|0|0.0|100
0|2021-10-21|20426.0|0|20434.0|0|351.0|0|0.0|100
0|2021-10-22|20480.0|0|20488.0|0|351.0|0|0.0|100
0|2021-10-23|20525.0|0|20533.0|0|351.0|0|0.0|100
0|2021-10-24|20563.0|0|20571.0|0|351.0|0|0.0|100
0|2021-10-25|20587.0|0|20595.0|0|351.0|0|0.0|100
0|2021-10-26|20635.0|0|20643.0|0|353.0|0|0.0|100
0|2021-10-27|20669.0|0|20677.0|0|353.0|0|0.0|100
0|2021-10-28|20709.0|0|20717.0|0|355.0|0|0.0|100
0|2021-10-29|20743.0|0|20751.0|0|355.0|0|0.0|100
0|2021-10-30|20784.0|0|20792.0|0|355.0|0|0.0|100
0|2021-10-31|20818.0|0|20826.0|0|355.0|0|0.0|100
0|2021-11-01|20855.0|0|20863.0|0|355.0|0|0.0|100
0|2021-11-02|20875.0|0|20883.0|0|356.0|0|0.0|100
0|2021-11-03|20912.0|0|20920.0|0|357.0|0|0.0|100
0|2021-11-04|20949.0|0|20957.0|0|359.0|0|0.0|100
0|2021-11-05|20978.0|0|20986.0|0|360.0|0|0.0|100
0|2021-11-06|21015.0|0|21023.0|0|360.0|0|0.0|100
0|2021-11-07|21048.0|0|21056.0|0|360.0|0|0.0|100
0|2021-11-08|21091.0|0|21099.0|0|360.0|0|0.0|100
0|2021-11-09|21122.0|0|21130.0|0|360.0|0|0.0|100
0|2021-11-10|21122.0|0|21179.0|0|360.0|0|0.0|100
0|2021-11-11|21217.0|0|21225.0|0|361.0|0|0.0|100
0|2021-11-12|21268.0|0|21276.0|0|361.0|0|0.0|100
0|2021-11-13|21318.0|0|21326.0|0|361.0|0|0.0|100
0|2021-11-14|21359.0|0|21367.0|0|362.0|0|0.0|100
0|2021-11-15|21387.0|0|21395.0|0|362.0|0|0.0|100
0|2021-11-16|21421.0|0|21429.0|0|362.0|0|0.0|100
0|2021-11-17|21477.0|0|21485.0|0|362.0|0|0.0|100
0|2021-11-18|21525.0|0|21533.0|0|362.0|0|0.0|100
0|2021-11-19|21576.0|0|21584.0|0|363.0|0|0.0|100
0|2021-11-20|21638.0|0|21646.0|0|363.0|0|0.0|100
0|2021-11-21|21691.0|0|21699.0|0|363.0|0|0.0|100
0|2021-11-22|21738.0|0|21746.0|0|363.0|0|0.0|100
0|2021-11-23|21772.0|0|21780.0|0|364.0|0|0.0|100
0|2021-11-24|21833.0|0|21841.0|0|365.0|0|0.0|100
0|2021-11-25|21833.0|0|21841.0|0|365.0|0|0.0|100
0|2021-11-26|21833.0|0|21841.0|0|365.0|0|0.0|100
0|2021-11-27|22038.0|0|22046.0|0|365.0|0|0.0|100
0|2021-11-28|22100.0|0|22108.0|0|365.0|0|0.0|100
0|2021-11-29|22151.0|0|22159.0|0|365.0|0|0.0|100
0|2021-11-30|22253.0|0|22261.0|0|368.0|0|0.0|100
0|2021-12-01|22322.0|0|22330.0|0|370.0|0|0.0|100
0|2021-12-02|22322.0|0|22449.0|0|370.0|0|0.0|100
0|2021-12-03|22540.0|0|22548.0|0|370.0|0|0.0|100
0|2021-12-04|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-05|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-06|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-07|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-08|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-09|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-10|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-11|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-12|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-13|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-14|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-15|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-16|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-17|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-18|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-19|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-20|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-21|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-22|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-23|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-24|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-25|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-26|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-27|22674.0|0|22682.0|0|372.0|0|0.0|100
0|2021-12-28|25992.0|0|26000.0|0|396.0|0|0.0|100
0|2021-12-29|26255.0|0|26264.0|0|401.0|0|0.0|100
0|2021-12-30|26480.0|0|26489.0|0|407.0|0|0.0|100
0|2021-12-31|26480.0|0|26489.0|0|407.0|0|0.0|100
0|2022-01-01|26480.0|0|26489.0|0|407.0|0|0.0|100
0|2022-01-02|27474.0|0|27483.0|0|415.0|0|0.0|100
0|2022-01-03|28194.0|0|28203.0|0|415.0|0|0.0|100
0|2022-01-04|28768.0|0|28777.0|0|428.0|0|0.0|100
0|2022-01-05|29401.0|0|29410.0|0|429.0|0|0.0|100
0|2022-01-06|29674.0|0|29683.0|0|430.0|0|0.0|100
0|2022-01-07|30221.0|0|30230.0|0|433.0|0|0.0|100
0|2022-01-08|30942.0|0|30951.0|0|435.0|0|0.0|100
0|2022-01-09|31428.0|0|31437.0|0|437.0|0|0.0|100
0|2022-01-10|31715.0|0|31724.0|0|441.0|0|0.0|100
