|dates|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedCases.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|St.Louis_Minnesota_UnitedStates.NYT_ConfirmedCases.data|St.Louis_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|St.Louis_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23178.0|0|23178.0|0|352.0|0|0.0|100
0|2021-10-18|23286.0|0|23286.0|0|353.0|0|0.0|100
0|2021-10-19|23444.0|0|23444.0|0|355.0|0|0.0|100
0|2021-10-20|23551.0|0|23551.0|0|357.0|0|0.0|100
0|2021-10-21|23627.0|0|23627.0|0|358.0|0|0.0|100
0|2021-10-22|23735.0|0|23735.0|0|361.0|0|0.0|100
0|2021-10-23|23735.0|0|23735.0|0|361.0|0|0.0|100
0|2021-10-24|23735.0|0|23735.0|0|361.0|0|0.0|100
0|2021-10-25|23879.0|0|23879.0|0|362.0|0|0.0|100
0|2021-10-26|24156.0|0|24156.0|0|362.0|0|0.0|100
0|2021-10-27|24227.0|0|24227.0|0|362.0|0|0.0|100
0|2021-10-28|24298.0|0|24298.0|0|366.0|0|0.0|100
0|2021-10-29|24398.0|0|24398.0|0|367.0|0|0.0|100
0|2021-10-30|24398.0|0|24398.0|0|367.0|0|0.0|100
0|2021-10-31|24398.0|0|24398.0|0|367.0|0|0.0|100
0|2021-11-01|24804.0|0|24804.0|0|368.0|0|0.0|100
0|2021-11-02|25096.0|0|25096.0|0|369.0|0|0.0|100
0|2021-11-03|25219.0|0|25219.0|0|369.0|0|0.0|100
0|2021-11-04|25350.0|0|25350.0|0|370.0|0|0.0|100
0|2021-11-05|25466.0|0|25466.0|0|371.0|0|0.0|100
0|2021-11-06|25466.0|0|25466.0|0|371.0|0|0.0|100
0|2021-11-07|25466.0|0|25466.0|0|371.0|0|0.0|100
0|2021-11-08|25654.0|0|25654.0|0|372.0|0|0.0|100
0|2021-11-09|25939.0|0|25939.0|0|373.0|0|0.0|100
0|2021-11-10|26137.0|0|26137.0|0|374.0|0|0.0|100
0|2021-11-11|26367.0|0|26367.0|0|377.0|0|0.0|100
0|2021-11-12|26531.0|0|26531.0|0|377.0|0|0.0|100
0|2021-11-13|26531.0|0|26531.0|0|377.0|0|0.0|100
0|2021-11-14|26531.0|0|26531.0|0|377.0|0|0.0|100
0|2021-11-15|26731.0|0|26731.0|0|377.0|0|0.0|100
0|2021-11-16|27141.0|0|27141.0|0|379.0|0|0.0|100
0|2021-11-17|27272.0|0|27272.0|0|379.0|0|0.0|100
0|2021-11-18|27489.0|0|27489.0|0|380.0|0|0.0|100
0|2021-11-19|27673.0|0|27673.0|0|384.0|0|0.0|100
0|2021-11-20|27673.0|0|27673.0|0|384.0|0|0.0|100
0|2021-11-21|27673.0|0|27673.0|0|384.0|0|0.0|100
0|2021-11-22|27846.0|0|27846.0|0|387.0|0|0.0|100
0|2021-11-23|28424.0|0|28424.0|0|389.0|0|0.0|100
0|2021-11-24|28594.0|0|28594.0|0|394.0|0|0.0|100
0|2021-11-25|28594.0|0|28594.0|0|394.0|0|0.0|100
0|2021-11-26|28761.0|0|28761.0|0|399.0|0|0.0|100
0|2021-11-27|28761.0|0|28761.0|0|399.0|0|0.0|100
0|2021-11-28|28761.0|0|28761.0|0|399.0|0|0.0|100
0|2021-11-29|28949.0|0|28949.0|0|403.0|0|0.0|100
0|2021-11-30|29443.0|0|29443.0|0|403.0|0|0.0|100
0|2021-12-01|29591.0|0|29591.0|0|409.0|0|0.0|100
0|2021-12-02|29764.0|0|29764.0|0|413.0|0|0.0|100
0|2021-12-03|29939.0|0|29939.0|0|416.0|0|0.0|100
0|2021-12-04|29939.0|0|29939.0|0|416.0|0|0.0|100
0|2021-12-05|29939.0|0|29939.0|0|416.0|0|0.0|100
0|2021-12-06|30218.0|0|30218.0|0|420.0|0|0.0|100
0|2021-12-07|30635.0|0|30635.0|0|423.0|0|0.0|100
0|2021-12-08|30743.0|0|30743.0|0|425.0|0|0.0|100
0|2021-12-09|30845.0|0|30845.0|0|428.0|0|0.0|100
0|2021-12-10|31010.0|0|31010.0|0|431.0|0|0.0|100
0|2021-12-11|31010.0|0|31010.0|0|431.0|0|0.0|100
0|2021-12-12|31010.0|0|31010.0|0|431.0|0|0.0|100
0|2021-12-13|31129.0|0|31129.0|0|432.0|0|0.0|100
0|2021-12-14|31129.0|0|31416.0|0|432.0|0|0.0|100
0|2021-12-15|31484.0|0|31484.0|0|438.0|0|0.0|100
0|2021-12-16|31591.0|0|31591.0|0|438.0|0|0.0|100
0|2021-12-17|31770.0|0|31770.0|0|438.0|0|0.0|100
0|2021-12-18|31770.0|0|31770.0|0|438.0|0|0.0|100
0|2021-12-19|31770.0|0|31770.0|0|438.0|0|0.0|100
0|2021-12-20|31877.0|0|31877.0|0|439.0|0|0.0|100
0|2021-12-21|32124.0|0|32124.0|0|441.0|0|0.0|100
0|2021-12-22|32217.0|0|32217.0|0|441.0|0|0.0|100
0|2021-12-23|32313.0|0|32313.0|0|442.0|0|0.0|100
0|2021-12-24|32313.0|0|32313.0|0|442.0|0|0.0|100
0|2021-12-25|32313.0|0|32313.0|0|442.0|0|0.0|100
0|2021-12-26|32313.0|0|32313.0|0|442.0|0|0.0|100
0|2021-12-27|32434.0|0|32434.0|0|443.0|0|0.0|100
0|2021-12-28|32670.0|0|32670.0|0|444.0|0|0.0|100
0|2021-12-29|32809.0|0|32809.0|0|447.0|0|0.0|100
0|2021-12-30|32941.0|0|32941.0|0|449.0|0|0.0|100
0|2021-12-31|32941.0|0|32941.0|0|449.0|0|0.0|100
0|2022-01-01|32941.0|0|32941.0|0|449.0|0|0.0|100
0|2022-01-02|32941.0|0|32941.0|0|449.0|0|0.0|100
0|2022-01-03|33042.0|0|33042.0|0|454.0|0|0.0|100
0|2022-01-04|33469.0|0|33469.0|0|455.0|0|0.0|100
0|2022-01-05|33588.0|0|33588.0|0|455.0|0|0.0|100
0|2022-01-06|33689.0|0|33689.0|0|458.0|0|0.0|100
0|2022-01-07|33835.0|0|33835.0|0|459.0|0|0.0|100
0|2022-01-08|33835.0|0|33835.0|0|459.0|0|0.0|100
0|2022-01-09|33835.0|0|33835.0|0|459.0|0|0.0|100
0|2022-01-10|34108.0|0|34108.0|0|462.0|0|0.0|100
0|2022-01-11|34800.0|0|34800.0|0|463.0|0|0.0|100
0|2022-01-12|34975.0|0|34975.0|0|464.0|0|0.0|100
0|2022-01-13|34975.0|0|35203.0|0|464.0|0|0.0|100
0|2022-01-14|35602.0|0|35602.0|0|469.0|0|0.0|100
0|2022-01-15|35602.0|0|35602.0|0|469.0|0|0.0|100
0|2022-01-16|35602.0|0|35602.0|0|469.0|0|0.0|100
0|2022-01-17|35602.0|0|0.0|100|469.0|0|0.0|100
