|dates|Atchison_Missouri_UnitedStates.BLS_EmployedPopulation.data|Atchison_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Atchison_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Atchison_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Atchison_Missouri_UnitedStates.BLS_UnemploymentRate.data|Atchison_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Atchison_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Atchison_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-18|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-19|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-20|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-21|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-22|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-23|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-24|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-25|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-26|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-27|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-28|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-29|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-30|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-10-31|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-01|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-02|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-03|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-04|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-05|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-06|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-07|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-08|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-09|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-10|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-11|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-12|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-13|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-14|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-15|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-16|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-17|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-18|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-19|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-20|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-21|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-22|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-23|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-24|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-25|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-26|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-27|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-28|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-29|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-11-30|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-01|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-02|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-03|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-04|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-05|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-06|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-07|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-08|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-09|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-10|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-11|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-12|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
0|2021-12-13|2644.0|0|78.0|0|2.8655400440852317|0|2722.0|0
