|dates|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Comanche_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20807.0|0|20807.0|0|269.0|0|0.0|100
0|2021-10-18|20807.0|0|20807.0|0|269.0|0|0.0|100
0|2021-10-19|20807.0|0|20807.0|0|269.0|0|0.0|100
0|2021-10-20|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-21|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-22|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-23|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-24|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-25|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-26|21021.0|0|21021.0|0|292.0|0|0.0|100
0|2021-10-27|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-10-28|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-10-29|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-10-30|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-10-31|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-11-01|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-11-02|21133.0|0|21133.0|0|302.0|0|0.0|100
0|2021-11-03|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-04|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-05|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-06|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-07|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-08|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-09|21260.0|0|21260.0|0|311.0|0|0.0|100
0|2021-11-10|21260.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-11|21260.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-12|21325.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-13|21325.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-14|21325.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-15|21325.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-16|21325.0|0|21325.0|0|311.0|0|0.0|100
0|2021-11-17|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-18|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-19|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-20|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-21|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-22|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-23|21403.0|0|21403.0|0|311.0|0|0.0|100
0|2021-11-24|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-25|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-26|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-27|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-28|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-29|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-11-30|21450.0|0|21450.0|0|311.0|0|0.0|100
0|2021-12-01|21497.0|0|21497.0|0|311.0|0|0.0|100
