|dates|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buckingham_Virginia_UnitedStates.NYT_ConfirmedCases.data|Buckingham_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|2731.0|0|2731.0|0|38.0|0|0.0|100
0|2021-11-27|2731.0|0|2731.0|0|38.0|0|0.0|100
0|2021-11-28|2731.0|0|2731.0|0|38.0|0|0.0|100
0|2021-11-29|2734.0|0|2734.0|0|39.0|0|0.0|100
0|2021-11-30|2735.0|0|2735.0|0|40.0|0|0.0|100
0|2021-12-01|2738.0|0|2738.0|0|40.0|0|0.0|100
0|2021-12-02|2743.0|0|2743.0|0|40.0|0|0.0|100
0|2021-12-03|2746.0|0|2746.0|0|40.0|0|0.0|100
0|2021-12-04|2746.0|0|2746.0|0|40.0|0|0.0|100
0|2021-12-05|2746.0|0|2746.0|0|40.0|0|0.0|100
0|2021-12-06|2756.0|0|2756.0|0|40.0|0|0.0|100
0|2021-12-07|2759.0|0|2759.0|0|40.0|0|0.0|100
0|2021-12-08|2763.0|0|2763.0|0|40.0|0|0.0|100
0|2021-12-09|2769.0|0|2769.0|0|40.0|0|0.0|100
0|2021-12-10|2777.0|0|2777.0|0|40.0|0|0.0|100
0|2021-12-11|2777.0|0|2777.0|0|40.0|0|0.0|100
0|2021-12-12|2777.0|0|2777.0|0|40.0|0|0.0|100
0|2021-12-13|2785.0|0|2785.0|0|40.0|0|0.0|100
0|2021-12-14|2785.0|0|2787.0|0|40.0|0|0.0|100
0|2021-12-15|2794.0|0|2794.0|0|40.0|0|0.0|100
0|2021-12-16|2804.0|0|2804.0|0|40.0|0|0.0|100
0|2021-12-17|2810.0|0|2810.0|0|41.0|0|0.0|100
0|2021-12-18|2810.0|0|2810.0|0|41.0|0|0.0|100
0|2021-12-19|2810.0|0|2810.0|0|41.0|0|0.0|100
0|2021-12-20|2824.0|0|2824.0|0|41.0|0|0.0|100
0|2021-12-21|2829.0|0|2829.0|0|41.0|0|0.0|100
0|2021-12-22|2838.0|0|2838.0|0|41.0|0|0.0|100
0|2021-12-23|2841.0|0|2841.0|0|41.0|0|0.0|100
0|2021-12-24|2850.0|0|2850.0|0|41.0|0|0.0|100
0|2021-12-25|2850.0|0|2850.0|0|41.0|0|0.0|100
0|2021-12-26|2850.0|0|2850.0|0|41.0|0|0.0|100
0|2021-12-27|2857.0|0|2857.0|0|41.0|0|0.0|100
0|2021-12-28|2858.0|0|2858.0|0|41.0|0|0.0|100
0|2021-12-29|2867.0|0|2867.0|0|41.0|0|0.0|100
0|2021-12-30|2873.0|0|2873.0|0|41.0|0|0.0|100
0|2021-12-31|2882.0|0|2882.0|0|41.0|0|0.0|100
0|2022-01-01|2882.0|0|2882.0|0|41.0|0|0.0|100
0|2022-01-02|2882.0|0|2882.0|0|41.0|0|0.0|100
0|2022-01-03|2900.0|0|2900.0|0|41.0|0|0.0|100
0|2022-01-04|2913.0|0|2913.0|0|41.0|0|0.0|100
0|2022-01-05|2931.0|0|2931.0|0|41.0|0|0.0|100
0|2022-01-06|2945.0|0|2945.0|0|41.0|0|0.0|100
0|2022-01-07|2956.0|0|2956.0|0|41.0|0|0.0|100
0|2022-01-08|2956.0|0|2956.0|0|41.0|0|0.0|100
0|2022-01-09|2956.0|0|2956.0|0|41.0|0|0.0|100
0|2022-01-10|3008.0|0|3008.0|0|41.0|0|0.0|100
0|2022-01-11|3028.0|0|3028.0|0|41.0|0|0.0|100
0|2022-01-12|3054.0|0|3054.0|0|41.0|0|0.0|100
0|2022-01-13|3054.0|0|3069.0|0|41.0|0|0.0|100
0|2022-01-14|3099.0|0|3099.0|0|41.0|0|0.0|100
0|2022-01-15|3099.0|0|3099.0|0|41.0|0|0.0|100
0|2022-01-16|3099.0|0|3099.0|0|41.0|0|0.0|100
0|2022-01-17|3148.0|0|0.0|100|41.0|0|0.0|100
