|dates|Wayne_Indiana_UnitedStates.BLS_EmployedPopulation.data|Wayne_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Wayne_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Wayne_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Wayne_Indiana_UnitedStates.BLS_UnemploymentRate.data|Wayne_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Wayne_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Wayne_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-18|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-19|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-20|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-21|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-22|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-23|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-24|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-25|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-26|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-27|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-28|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-29|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-30|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-10-31|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-01|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-02|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-03|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-04|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-05|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-06|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-07|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-08|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-09|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-10|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-11|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-12|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-13|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-14|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-15|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-16|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-17|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-18|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-19|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-20|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-21|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-22|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-23|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-24|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-25|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-26|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-27|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-28|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-29|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-11-30|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-01|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-02|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-03|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-04|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-05|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-06|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-07|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-08|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-09|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-10|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-11|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-12|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-13|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-14|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-15|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-16|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-17|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-18|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-19|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-20|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-21|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-22|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-23|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-24|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-25|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-26|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-27|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-28|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-29|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-30|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2021-12-31|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-01|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-02|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-03|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-04|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-05|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-06|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-07|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-08|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-09|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-10|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-11|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-12|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-13|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-14|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-15|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-16|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
0|2022-01-17|30616.0|0|1311.0|0|4.10624236539606|0|31927.0|0
