|dates|Furnas_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Furnas_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Furnas_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Furnas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Furnas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Furnas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|814.0|0|814.0|0|5.0|0|0.0|100
0|2021-12-18|814.0|0|814.0|0|5.0|0|0.0|100
0|2021-12-19|814.0|0|814.0|0|5.0|0|0.0|100
0|2021-12-20|815.0|0|815.0|0|5.0|0|0.0|100
0|2021-12-21|818.0|0|818.0|0|5.0|0|0.0|100
0|2021-12-22|819.0|0|819.0|0|5.0|0|0.0|100
0|2021-12-23|821.0|0|821.0|0|5.0|0|0.0|100
0|2021-12-24|821.0|0|821.0|0|5.0|0|0.0|100
0|2021-12-25|821.0|0|821.0|0|5.0|0|0.0|100
0|2021-12-26|821.0|0|821.0|0|5.0|0|0.0|100
0|2021-12-27|821.0|0|821.0|0|5.0|0|0.0|100
0|2021-12-28|833.0|0|833.0|0|5.0|0|0.0|100
0|2021-12-29|838.0|0|838.0|0|5.0|0|0.0|100
0|2021-12-30|838.0|0|838.0|0|5.0|0|0.0|100
0|2021-12-31|838.0|0|838.0|0|5.0|0|0.0|100
0|2022-01-01|838.0|0|838.0|0|5.0|0|0.0|100
0|2022-01-02|838.0|0|838.0|0|5.0|0|0.0|100
0|2022-01-03|841.0|0|841.0|0|5.0|0|0.0|100
0|2022-01-04|844.0|0|844.0|0|5.0|0|0.0|100
0|2022-01-05|848.0|0|848.0|0|5.0|0|0.0|100
0|2022-01-06|857.0|0|857.0|0|5.0|0|0.0|100
0|2022-01-07|859.0|0|859.0|0|5.0|0|0.0|100
0|2022-01-08|859.0|0|859.0|0|5.0|0|0.0|100
0|2022-01-09|859.0|0|859.0|0|5.0|0|0.0|100
0|2022-01-10|869.0|0|869.0|0|5.0|0|0.0|100
0|2022-01-11|885.0|0|885.0|0|5.0|0|0.0|100
0|2022-01-12|892.0|0|892.0|0|5.0|0|0.0|100
0|2022-01-13|892.0|0|894.0|0|5.0|0|0.0|100
0|2022-01-14|902.0|0|902.0|0|5.0|0|0.0|100
0|2022-01-15|902.0|0|902.0|0|5.0|0|0.0|100
0|2022-01-16|902.0|0|902.0|0|5.0|0|0.0|100
0|2022-01-17|912.0|0|0.0|100|5.0|0|0.0|100
