|dates|Ford_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ford_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ford_Kansas_UnitedStates.NYT_ConfirmedCases.data|Ford_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Ford_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ford_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7020.0|0|7020.0|0|90.0|0|0.0|100
0|2021-10-18|7037.0|0|7037.0|0|90.0|0|0.0|100
0|2021-10-19|7037.0|0|7037.0|0|90.0|0|0.0|100
0|2021-10-20|7068.0|0|7068.0|0|90.0|0|0.0|100
0|2021-10-21|7068.0|0|7068.0|0|90.0|0|0.0|100
0|2021-10-22|7091.0|0|7091.0|0|90.0|0|0.0|100
0|2021-10-23|7091.0|0|7091.0|0|90.0|0|0.0|100
0|2021-10-24|7091.0|0|7091.0|0|90.0|0|0.0|100
0|2021-10-25|7120.0|0|7120.0|0|91.0|0|0.0|100
0|2021-10-26|7120.0|0|7120.0|0|91.0|0|0.0|100
0|2021-10-27|7149.0|0|7149.0|0|94.0|0|0.0|100
0|2021-10-28|7149.0|0|7149.0|0|94.0|0|0.0|100
0|2021-10-29|7177.0|0|7177.0|0|95.0|0|0.0|100
0|2021-10-30|7177.0|0|7177.0|0|95.0|0|0.0|100
0|2021-10-31|7177.0|0|7177.0|0|95.0|0|0.0|100
0|2021-11-01|7196.0|0|7196.0|0|95.0|0|0.0|100
0|2021-11-02|7196.0|0|7196.0|0|95.0|0|0.0|100
0|2021-11-03|7210.0|0|7210.0|0|95.0|0|0.0|100
0|2021-11-04|7210.0|0|7210.0|0|95.0|0|0.0|100
0|2021-11-05|7236.0|0|7236.0|0|96.0|0|0.0|100
0|2021-11-06|7236.0|0|7236.0|0|96.0|0|0.0|100
0|2021-11-07|7236.0|0|7236.0|0|96.0|0|0.0|100
0|2021-11-08|7252.0|0|7252.0|0|96.0|0|0.0|100
0|2021-11-09|7252.0|0|7252.0|0|96.0|0|0.0|100
0|2021-11-10|7252.0|0|7278.0|0|96.0|0|0.0|100
0|2021-11-11|7278.0|0|7278.0|0|96.0|0|0.0|100
0|2021-11-12|7297.0|0|7297.0|0|96.0|0|0.0|100
0|2021-11-13|7297.0|0|7297.0|0|96.0|0|0.0|100
0|2021-11-14|7297.0|0|7297.0|0|96.0|0|0.0|100
0|2021-11-15|7319.0|0|7319.0|0|97.0|0|0.0|100
0|2021-11-16|7319.0|0|7319.0|0|97.0|0|0.0|100
0|2021-11-17|7338.0|0|7338.0|0|97.0|0|0.0|100
0|2021-11-18|7338.0|0|7338.0|0|97.0|0|0.0|100
0|2021-11-19|7357.0|0|7357.0|0|97.0|0|0.0|100
0|2021-11-20|7357.0|0|7357.0|0|97.0|0|0.0|100
0|2021-11-21|7357.0|0|7357.0|0|97.0|0|0.0|100
0|2021-11-22|7380.0|0|7380.0|0|97.0|0|0.0|100
0|2021-11-23|7380.0|0|7380.0|0|97.0|0|0.0|100
0|2021-11-24|7380.0|0|7399.0|0|97.0|0|0.0|100
0|2021-11-25|7399.0|0|7399.0|0|97.0|0|0.0|100
0|2021-11-26|7399.0|0|7399.0|0|97.0|0|0.0|100
0|2021-11-27|7399.0|0|7399.0|0|97.0|0|0.0|100
0|2021-11-28|7399.0|0|7399.0|0|97.0|0|0.0|100
0|2021-11-29|7422.0|0|7422.0|0|97.0|0|0.0|100
0|2021-11-30|7422.0|0|7422.0|0|97.0|0|0.0|100
0|2021-12-01|7456.0|0|7456.0|0|97.0|0|0.0|100
0|2021-12-02|7456.0|0|7456.0|0|97.0|0|0.0|100
0|2021-12-03|7456.0|0|7493.0|0|97.0|0|0.0|100
0|2021-12-04|7493.0|0|7493.0|0|97.0|0|0.0|100
0|2021-12-05|7493.0|0|7493.0|0|97.0|0|0.0|100
0|2021-12-06|7530.0|0|7530.0|0|97.0|0|0.0|100
0|2021-12-07|7530.0|0|7530.0|0|97.0|0|0.0|100
0|2021-12-08|7561.0|0|7561.0|0|97.0|0|0.0|100
0|2021-12-09|7561.0|0|7561.0|0|97.0|0|0.0|100
0|2021-12-10|7595.0|0|7595.0|0|97.0|0|0.0|100
0|2021-12-11|7595.0|0|7595.0|0|97.0|0|0.0|100
0|2021-12-12|7595.0|0|7595.0|0|97.0|0|0.0|100
0|2021-12-13|7624.0|0|7624.0|0|97.0|0|0.0|100
0|2021-12-14|7624.0|0|7624.0|0|97.0|0|0.0|100
0|2021-12-15|7647.0|0|7647.0|0|97.0|0|0.0|100
0|2021-12-16|7647.0|0|7647.0|0|97.0|0|0.0|100
0|2021-12-17|7665.0|0|7665.0|0|97.0|0|0.0|100
0|2021-12-18|7665.0|0|7665.0|0|97.0|0|0.0|100
0|2021-12-19|7665.0|0|7665.0|0|97.0|0|0.0|100
0|2021-12-20|7680.0|0|7680.0|0|97.0|0|0.0|100
0|2021-12-21|7680.0|0|7680.0|0|97.0|0|0.0|100
0|2021-12-22|7740.0|0|7740.0|0|97.0|0|0.0|100
0|2021-12-23|7740.0|0|7740.0|0|97.0|0|0.0|100
0|2021-12-24|7740.0|0|7740.0|0|97.0|0|0.0|100
0|2021-12-25|7740.0|0|7740.0|0|97.0|0|0.0|100
0|2021-12-26|7740.0|0|7740.0|0|97.0|0|0.0|100
0|2021-12-27|7789.0|0|7789.0|0|97.0|0|0.0|100
0|2021-12-28|7789.0|0|7789.0|0|97.0|0|0.0|100
0|2021-12-29|7851.0|0|7851.0|0|97.0|0|0.0|100
0|2021-12-30|7851.0|0|7851.0|0|97.0|0|0.0|100
0|2021-12-31|7851.0|0|7851.0|0|97.0|0|0.0|100
0|2022-01-01|7851.0|0|7851.0|0|97.0|0|0.0|100
0|2022-01-02|7851.0|0|7851.0|0|97.0|0|0.0|100
0|2022-01-03|7969.0|0|7969.0|0|97.0|0|0.0|100
0|2022-01-04|7969.0|0|7969.0|0|97.0|0|0.0|100
0|2022-01-05|8156.0|0|8156.0|0|97.0|0|0.0|100
0|2022-01-06|8156.0|0|8156.0|0|97.0|0|0.0|100
0|2022-01-07|8344.0|0|8344.0|0|100.0|0|0.0|100
0|2022-01-08|8344.0|0|8344.0|0|100.0|0|0.0|100
0|2022-01-09|8344.0|0|8344.0|0|100.0|0|0.0|100
0|2022-01-10|8521.0|0|8521.0|0|100.0|0|0.0|100
0|2022-01-11|8521.0|0|8521.0|0|100.0|0|0.0|100
0|2022-01-12|8521.0|0|8668.0|0|100.0|0|0.0|100
0|2022-01-13|8521.0|0|8814.0|0|100.0|0|0.0|100
0|2022-01-14|9083.0|0|9083.0|0|101.0|0|0.0|100
0|2022-01-15|9083.0|0|9083.0|0|101.0|0|0.0|100
0|2022-01-16|9083.0|0|9083.0|0|101.0|0|0.0|100
0|2022-01-17|9083.0|0|0.0|100|101.0|0|0.0|100
