|dates|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Buncombe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Buncombe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Buncombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|27486.0|0|27486.0|0|412.0|0|0.0|100
0|2021-10-18|27658.0|0|27658.0|0|413.0|0|0.0|100
0|2021-10-19|27698.0|0|27698.0|0|413.0|0|0.0|100
0|2021-10-20|27756.0|0|27756.0|0|415.0|0|0.0|100
0|2021-10-21|27813.0|0|27813.0|0|417.0|0|0.0|100
0|2021-10-22|27890.0|0|27890.0|0|417.0|0|0.0|100
0|2021-10-23|27890.0|0|27890.0|0|417.0|0|0.0|100
0|2021-10-24|27890.0|0|27890.0|0|417.0|0|0.0|100
0|2021-10-25|28011.0|0|28011.0|0|418.0|0|0.0|100
0|2021-10-26|28038.0|0|28038.0|0|418.0|0|0.0|100
0|2021-10-27|28095.0|0|28095.0|0|421.0|0|0.0|100
0|2021-10-28|28138.0|0|28138.0|0|421.0|0|0.0|100
0|2021-10-29|28191.0|0|28191.0|0|423.0|0|0.0|100
0|2021-10-30|28191.0|0|28191.0|0|423.0|0|0.0|100
0|2021-10-31|28191.0|0|28191.0|0|423.0|0|0.0|100
0|2021-11-01|28320.0|0|28320.0|0|425.0|0|0.0|100
0|2021-11-02|28351.0|0|28351.0|0|425.0|0|0.0|100
0|2021-11-03|28386.0|0|28386.0|0|426.0|0|0.0|100
0|2021-11-04|28454.0|0|28454.0|0|426.0|0|0.0|100
0|2021-11-05|28501.0|0|28501.0|0|426.0|0|0.0|100
0|2021-11-06|28501.0|0|28501.0|0|426.0|0|0.0|100
0|2021-11-07|28501.0|0|28501.0|0|426.0|0|0.0|100
0|2021-11-08|28664.0|0|28664.0|0|429.0|0|0.0|100
0|2021-11-09|28696.0|0|28696.0|0|430.0|0|0.0|100
0|2021-11-10|28752.0|0|28752.0|0|430.0|0|0.0|100
0|2021-11-11|28752.0|0|28752.0|0|430.0|0|0.0|100
0|2021-11-12|28856.0|0|28856.0|0|431.0|0|0.0|100
0|2021-11-13|28856.0|0|28856.0|0|431.0|0|0.0|100
0|2021-11-14|28856.0|0|28856.0|0|431.0|0|0.0|100
0|2021-11-15|29011.0|0|29011.0|0|431.0|0|0.0|100
0|2021-11-16|29064.0|0|29064.0|0|431.0|0|0.0|100
0|2021-11-17|29118.0|0|29118.0|0|431.0|0|0.0|100
0|2021-11-18|29179.0|0|29179.0|0|432.0|0|0.0|100
0|2021-11-19|29253.0|0|29253.0|0|432.0|0|0.0|100
0|2021-11-20|29253.0|0|29253.0|0|432.0|0|0.0|100
0|2021-11-21|29253.0|0|29253.0|0|432.0|0|0.0|100
0|2021-11-22|29417.0|0|29417.0|0|433.0|0|0.0|100
0|2021-11-23|29457.0|0|29457.0|0|433.0|0|0.0|100
0|2021-11-24|29532.0|0|29532.0|0|434.0|0|0.0|100
0|2021-11-25|29532.0|0|29532.0|0|434.0|0|0.0|100
0|2021-11-26|29532.0|0|29532.0|0|434.0|0|0.0|100
0|2021-11-27|29532.0|0|29532.0|0|434.0|0|0.0|100
0|2021-11-28|29532.0|0|29532.0|0|434.0|0|0.0|100
0|2021-11-29|29796.0|0|29796.0|0|437.0|0|0.0|100
0|2021-11-30|29832.0|0|29832.0|0|437.0|0|0.0|100
0|2021-12-01|29953.0|0|29953.0|0|438.0|0|0.0|100
0|2021-12-02|30050.0|0|30050.0|0|440.0|0|0.0|100
0|2021-12-03|30167.0|0|30167.0|0|440.0|0|0.0|100
0|2021-12-04|30167.0|0|30167.0|0|440.0|0|0.0|100
0|2021-12-05|30167.0|0|30167.0|0|440.0|0|0.0|100
0|2021-12-06|30384.0|0|30384.0|0|440.0|0|0.0|100
0|2021-12-07|30445.0|0|30445.0|0|441.0|0|0.0|100
0|2021-12-08|30507.0|0|30507.0|0|441.0|0|0.0|100
0|2021-12-09|30579.0|0|30579.0|0|441.0|0|0.0|100
0|2021-12-10|30639.0|0|30639.0|0|441.0|0|0.0|100
0|2021-12-11|30639.0|0|30639.0|0|441.0|0|0.0|100
0|2021-12-12|30639.0|0|30639.0|0|441.0|0|0.0|100
0|2021-12-13|30812.0|0|30812.0|0|442.0|0|0.0|100
0|2021-12-14|30812.0|0|30861.0|0|442.0|0|0.0|100
0|2021-12-15|30961.0|0|30961.0|0|442.0|0|0.0|100
0|2021-12-16|31095.0|0|31095.0|0|442.0|0|0.0|100
0|2021-12-17|31197.0|0|31197.0|0|442.0|0|0.0|100
0|2021-12-18|31197.0|0|31197.0|0|442.0|0|0.0|100
0|2021-12-19|31197.0|0|31197.0|0|442.0|0|0.0|100
0|2021-12-20|31454.0|0|31454.0|0|442.0|0|0.0|100
0|2021-12-21|31519.0|0|31519.0|0|442.0|0|0.0|100
0|2021-12-22|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-23|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-24|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-25|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-26|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-27|31613.0|0|31613.0|0|442.0|0|0.0|100
0|2021-12-28|32307.0|0|32307.0|0|450.0|0|0.0|100
0|2021-12-29|32462.0|0|32462.0|0|450.0|0|0.0|100
0|2021-12-30|32796.0|0|32796.0|0|452.0|0|0.0|100
0|2021-12-31|32796.0|0|33128.0|0|452.0|0|0.0|100
0|2022-01-01|32796.0|0|33128.0|0|452.0|0|0.0|100
0|2022-01-02|32796.0|0|33128.0|0|452.0|0|0.0|100
0|2022-01-03|34007.0|0|34007.0|0|454.0|0|0.0|100
0|2022-01-04|34145.0|0|34145.0|0|454.0|0|0.0|100
0|2022-01-05|34489.0|0|34489.0|0|456.0|0|0.0|100
0|2022-01-06|34983.0|0|34983.0|0|457.0|0|0.0|100
0|2022-01-07|35549.0|0|35549.0|0|458.0|0|0.0|100
0|2022-01-08|35549.0|0|35549.0|0|458.0|0|0.0|100
0|2022-01-09|35549.0|0|35549.0|0|458.0|0|0.0|100
0|2022-01-10|36695.0|0|36695.0|0|459.0|0|0.0|100
0|2022-01-11|37058.0|0|37058.0|0|459.0|0|0.0|100
0|2022-01-12|37551.0|0|37551.0|0|459.0|0|0.0|100
0|2022-01-13|37551.0|0|38033.0|0|459.0|0|0.0|100
0|2022-01-14|38604.0|0|38604.0|0|464.0|0|0.0|100
0|2022-01-15|38604.0|0|38604.0|0|464.0|0|0.0|100
0|2022-01-16|38604.0|0|38604.0|0|464.0|0|0.0|100
0|2022-01-17|38604.0|0|0.0|100|464.0|0|0.0|100
