|dates|Jay_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jay_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jay_Indiana_UnitedStates.NYT_ConfirmedCases.data|Jay_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Jay_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jay_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2784.0|0|2798.0|0|45.0|0|0.0|100
0|2021-10-18|2804.0|0|2818.0|0|45.0|0|0.0|100
0|2021-10-19|2822.0|0|2836.0|0|45.0|0|0.0|100
0|2021-10-20|2834.0|0|2848.0|0|45.0|0|0.0|100
0|2021-10-21|2841.0|0|2855.0|0|45.0|0|0.0|100
0|2021-10-22|2846.0|0|2860.0|0|45.0|0|0.0|100
0|2021-10-23|2846.0|0|2860.0|0|45.0|0|0.0|100
0|2021-10-24|2846.0|0|2860.0|0|45.0|0|0.0|100
0|2021-10-25|2855.0|0|2869.0|0|46.0|0|0.0|100
0|2021-10-26|2864.0|0|2878.0|0|46.0|0|0.0|100
0|2021-10-27|2869.0|0|2883.0|0|46.0|0|0.0|100
0|2021-10-28|2875.0|0|2889.0|0|46.0|0|0.0|100
0|2021-10-29|2882.0|0|2896.0|0|46.0|0|0.0|100
0|2021-10-30|2882.0|0|2896.0|0|46.0|0|0.0|100
0|2021-10-31|2882.0|0|2896.0|0|46.0|0|0.0|100
0|2021-11-01|2900.0|0|2914.0|0|47.0|0|0.0|100
0|2021-11-02|2904.0|0|2918.0|0|47.0|0|0.0|100
0|2021-11-03|2912.0|0|2926.0|0|47.0|0|0.0|100
0|2021-11-04|2921.0|0|2935.0|0|47.0|0|0.0|100
0|2021-11-05|2934.0|0|2948.0|0|47.0|0|0.0|100
0|2021-11-06|2934.0|0|2948.0|0|47.0|0|0.0|100
0|2021-11-07|2934.0|0|2948.0|0|47.0|0|0.0|100
0|2021-11-08|2953.0|0|2967.0|0|47.0|0|0.0|100
0|2021-11-09|2963.0|0|2977.0|0|47.0|0|0.0|100
0|2021-11-10|2963.0|0|3002.0|0|47.0|0|0.0|100
0|2021-11-11|3016.0|0|3030.0|0|47.0|0|0.0|100
0|2021-11-12|3037.0|0|3051.0|0|47.0|0|0.0|100
0|2021-11-13|3037.0|0|3051.0|0|47.0|0|0.0|100
0|2021-11-14|3037.0|0|3051.0|0|47.0|0|0.0|100
0|2021-11-15|3052.0|0|3066.0|0|47.0|0|0.0|100
0|2021-11-16|3057.0|0|3071.0|0|47.0|0|0.0|100
0|2021-11-17|3084.0|0|3098.0|0|48.0|0|0.0|100
0|2021-11-18|3103.0|0|3117.0|0|48.0|0|0.0|100
0|2021-11-19|3115.0|0|3129.0|0|48.0|0|0.0|100
0|2021-11-20|3115.0|0|3129.0|0|48.0|0|0.0|100
0|2021-11-21|3115.0|0|3129.0|0|48.0|0|0.0|100
0|2021-11-22|3134.0|0|3148.0|0|50.0|0|0.0|100
0|2021-11-23|3144.0|0|3158.0|0|50.0|0|0.0|100
0|2021-11-24|3154.0|0|3168.0|0|50.0|0|0.0|100
0|2021-11-25|3154.0|0|3168.0|0|50.0|0|0.0|100
0|2021-11-26|3154.0|0|3168.0|0|50.0|0|0.0|100
0|2021-11-27|3154.0|0|3168.0|0|50.0|0|0.0|100
0|2021-11-28|3154.0|0|3168.0|0|50.0|0|0.0|100
0|2021-11-29|3186.0|0|3200.0|0|50.0|0|0.0|100
0|2021-11-30|3219.0|0|3233.0|0|50.0|0|0.0|100
0|2021-12-01|3239.0|0|3253.0|0|50.0|0|0.0|100
0|2021-12-02|3239.0|0|3302.0|0|50.0|0|0.0|100
0|2021-12-03|3310.0|0|3324.0|0|50.0|0|0.0|100
0|2021-12-04|3310.0|0|3324.0|0|50.0|0|0.0|100
0|2021-12-05|3310.0|0|3324.0|0|50.0|0|0.0|100
0|2021-12-06|3364.0|0|3378.0|0|50.0|0|0.0|100
0|2021-12-07|3381.0|0|3395.0|0|51.0|0|0.0|100
0|2021-12-08|3405.0|0|3419.0|0|51.0|0|0.0|100
0|2021-12-09|3427.0|0|3441.0|0|52.0|0|0.0|100
0|2021-12-10|3450.0|0|3464.0|0|52.0|0|0.0|100
0|2021-12-11|3450.0|0|3464.0|0|52.0|0|0.0|100
0|2021-12-12|3450.0|0|3464.0|0|52.0|0|0.0|100
0|2021-12-13|3503.0|0|3517.0|0|52.0|0|0.0|100
0|2021-12-14|3503.0|0|3529.0|0|52.0|0|0.0|100
0|2021-12-15|3537.0|0|3551.0|0|52.0|0|0.0|100
0|2021-12-16|3554.0|0|3568.0|0|52.0|0|0.0|100
0|2021-12-17|3574.0|0|3588.0|0|53.0|0|0.0|100
0|2021-12-18|3574.0|0|3588.0|0|53.0|0|0.0|100
0|2021-12-19|3574.0|0|3588.0|0|53.0|0|0.0|100
0|2021-12-20|3612.0|0|3626.0|0|54.0|0|0.0|100
0|2021-12-21|3623.0|0|3637.0|0|54.0|0|0.0|100
0|2021-12-22|3631.0|0|3645.0|0|54.0|0|0.0|100
0|2021-12-23|3631.0|0|3645.0|0|54.0|0|0.0|100
0|2021-12-24|3631.0|0|3645.0|0|54.0|0|0.0|100
0|2021-12-25|3631.0|0|3645.0|0|54.0|0|0.0|100
0|2021-12-26|3631.0|0|3645.0|0|54.0|0|0.0|100
0|2021-12-27|3657.0|0|3671.0|0|55.0|0|0.0|100
0|2021-12-28|3664.0|0|3678.0|0|57.0|0|0.0|100
0|2021-12-29|3669.0|0|3683.0|0|57.0|0|0.0|100
0|2021-12-30|3688.0|0|3702.0|0|57.0|0|0.0|100
0|2021-12-31|3688.0|0|3702.0|0|57.0|0|0.0|100
0|2022-01-01|3688.0|0|3702.0|0|57.0|0|0.0|100
0|2022-01-02|3688.0|0|3702.0|0|57.0|0|0.0|100
0|2022-01-03|3715.0|0|3729.0|0|58.0|0|0.0|100
0|2022-01-04|3734.0|0|3748.0|0|58.0|0|0.0|100
0|2022-01-05|3747.0|0|3761.0|0|58.0|0|0.0|100
0|2022-01-06|3767.0|0|3781.0|0|59.0|0|0.0|100
0|2022-01-07|3777.0|0|3791.0|0|62.0|0|0.0|100
0|2022-01-08|3777.0|0|3791.0|0|62.0|0|0.0|100
0|2022-01-09|3777.0|0|3791.0|0|62.0|0|0.0|100
0|2022-01-10|3837.0|0|3852.0|0|62.0|0|0.0|100
0|2022-01-11|3851.0|0|3866.0|0|62.0|0|0.0|100
0|2022-01-12|3866.0|0|3881.0|0|63.0|0|0.0|100
0|2022-01-13|3866.0|0|3925.0|0|63.0|0|0.0|100
0|2022-01-14|3946.0|0|3962.0|0|64.0|0|0.0|100
0|2022-01-15|3946.0|0|3962.0|0|64.0|0|0.0|100
0|2022-01-16|3946.0|0|3962.0|0|64.0|0|0.0|100
0|2022-01-17|4039.0|0|0.0|100|64.0|0|0.0|100
