|dates|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedCases.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Pottawattamie_Iowa_UnitedStates.NYT_ConfirmedCases.data|Pottawattamie_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|15439.0|0|15456.0|0|211.0|0|0.0|100
0|2021-11-22|15439.0|0|15456.0|0|211.0|0|0.0|100
0|2021-11-23|15439.0|0|15456.0|0|211.0|0|0.0|100
0|2021-11-24|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-25|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-26|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-27|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-28|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-29|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-11-30|15890.0|0|15909.0|0|213.0|0|0.0|100
0|2021-12-01|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-02|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-03|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-04|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-05|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-06|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-07|16215.0|0|16231.0|0|214.0|0|0.0|100
0|2021-12-08|16641.0|0|16666.0|0|214.0|0|0.0|100
0|2021-12-09|16641.0|0|16666.0|0|214.0|0|0.0|100
0|2021-12-10|16734.0|0|16666.0|0|219.0|0|0.0|100
0|2021-12-11|16734.0|0|16666.0|0|219.0|0|0.0|100
0|2021-12-12|16734.0|0|16666.0|0|219.0|0|0.0|100
0|2021-12-13|16734.0|0|16666.0|0|219.0|0|0.0|100
0|2021-12-14|16734.0|0|16666.0|0|219.0|0|0.0|100
0|2021-12-15|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-16|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-17|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-18|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-19|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-20|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-21|16985.0|0|17004.0|0|230.0|0|0.0|100
0|2021-12-22|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-23|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-24|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-25|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-26|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-27|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-28|17276.0|0|17298.0|0|244.0|0|0.0|100
0|2021-12-29|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2021-12-30|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2021-12-31|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2022-01-01|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2022-01-02|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2022-01-03|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2022-01-04|17596.0|0|17680.0|0|249.0|0|0.0|100
0|2022-01-05|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-06|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-07|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-08|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-09|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-10|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-11|18140.0|0|18340.0|0|255.0|0|0.0|100
0|2022-01-12|19245.0|0|19516.0|0|258.0|0|0.0|100
0|2022-01-13|19245.0|0|19516.0|0|258.0|0|0.0|100
0|2022-01-14|19245.0|0|19516.0|0|258.0|0|0.0|100
0|2022-01-15|19245.0|0|19516.0|0|258.0|0|0.0|100
0|2022-01-16|19245.0|0|19516.0|0|258.0|0|0.0|100
0|2022-01-17|19245.0|0|0.0|100|258.0|0|0.0|100
