|dates|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Pottawatomie_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11809.0|0|11809.0|0|173.0|0|0.0|100
0|2021-10-18|11809.0|0|11809.0|0|173.0|0|0.0|100
0|2021-10-19|11809.0|0|11809.0|0|173.0|0|0.0|100
0|2021-10-20|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-21|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-22|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-23|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-24|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-25|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-26|12022.0|0|12022.0|0|189.0|0|0.0|100
0|2021-10-27|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-10-28|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-10-29|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-10-30|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-10-31|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-11-01|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-11-02|12194.0|0|12194.0|0|190.0|0|0.0|100
0|2021-11-03|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-04|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-05|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-06|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-07|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-08|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-09|12281.0|0|12281.0|0|195.0|0|0.0|100
0|2021-11-10|12281.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-11|12281.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-12|12408.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-13|12408.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-14|12408.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-15|12408.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-16|12408.0|0|12408.0|0|195.0|0|0.0|100
0|2021-11-17|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-18|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-19|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-20|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-21|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-22|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-23|12539.0|0|12539.0|0|195.0|0|0.0|100
0|2021-11-24|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-25|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-26|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-27|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-28|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-29|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-11-30|12642.0|0|12642.0|0|195.0|0|0.0|100
0|2021-12-01|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-02|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-03|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-04|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-05|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-06|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-07|12741.0|0|12741.0|0|195.0|0|0.0|100
0|2021-12-08|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-09|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-10|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-11|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-12|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-13|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-14|12919.0|0|12919.0|0|195.0|0|0.0|100
0|2021-12-15|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-16|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-17|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-18|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-19|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-20|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-21|13070.0|0|13070.0|0|195.0|0|0.0|100
0|2021-12-22|13250.0|0|13250.0|0|195.0|0|0.0|100
0|2021-12-23|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-24|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-25|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-26|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-27|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-28|13250.0|0|13250.0|0|215.0|0|0.0|100
0|2021-12-29|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2021-12-30|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2021-12-31|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2022-01-01|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2022-01-02|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2022-01-03|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2022-01-04|13389.0|0|13389.0|0|214.0|0|0.0|100
0|2022-01-05|13792.0|0|13792.0|0|224.0|0|0.0|100
0|2022-01-06|13792.0|0|13792.0|0|224.0|0|0.0|100
0|2022-01-07|13792.0|0|13791.0|0|224.0|0|0.0|100
0|2022-01-08|13792.0|0|13791.0|0|224.0|0|0.0|100
0|2022-01-09|13792.0|0|13791.0|0|224.0|0|0.0|100
0|2022-01-10|13792.0|0|13791.0|0|224.0|0|0.0|100
0|2022-01-11|13792.0|0|13791.0|0|224.0|0|0.0|100
0|2022-01-12|14797.0|0|14797.0|0|227.0|0|0.0|100
0|2022-01-13|14797.0|0|14797.0|0|227.0|0|0.0|100
0|2022-01-14|14797.0|0|14797.0|0|227.0|0|0.0|100
0|2022-01-15|14797.0|0|14797.0|0|227.0|0|0.0|100
0|2022-01-16|14797.0|0|14797.0|0|227.0|0|0.0|100
0|2022-01-17|14797.0|0|0.0|100|227.0|0|0.0|100
