|dates|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Elliott_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Elliott_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Elliott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1300.0|0|1300.0|0|7.0|0|0.0|100
0|2021-10-18|1303.0|0|1303.0|0|7.0|0|0.0|100
0|2021-10-19|1307.0|0|1307.0|0|7.0|0|0.0|100
0|2021-10-20|1307.0|0|1307.0|0|7.0|0|0.0|100
0|2021-10-21|1309.0|0|1309.0|0|7.0|0|0.0|100
0|2021-10-22|1309.0|0|1309.0|0|7.0|0|0.0|100
0|2021-10-23|1309.0|0|1309.0|0|7.0|0|0.0|100
0|2021-10-24|1309.0|0|1309.0|0|7.0|0|0.0|100
0|2021-10-25|1311.0|0|1311.0|0|7.0|0|0.0|100
0|2021-10-26|1314.0|0|1314.0|0|7.0|0|0.0|100
0|2021-10-27|1335.0|0|1335.0|0|7.0|0|0.0|100
0|2021-10-28|1337.0|0|1337.0|0|7.0|0|0.0|100
0|2021-10-29|1339.0|0|1339.0|0|7.0|0|0.0|100
0|2021-10-30|1339.0|0|1339.0|0|7.0|0|0.0|100
0|2021-10-31|1339.0|0|1339.0|0|7.0|0|0.0|100
0|2021-11-01|1343.0|0|1343.0|0|7.0|0|0.0|100
0|2021-11-02|1343.0|0|1343.0|0|7.0|0|0.0|100
0|2021-11-03|1347.0|0|1347.0|0|8.0|0|0.0|100
0|2021-11-04|1349.0|0|1349.0|0|8.0|0|0.0|100
0|2021-11-05|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-06|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-07|1350.0|0|1350.0|0|8.0|0|0.0|100
0|2021-11-08|1351.0|0|1351.0|0|8.0|0|0.0|100
0|2021-11-09|1353.0|0|1353.0|0|8.0|0|0.0|100
0|2021-11-10|1353.0|0|1356.0|0|8.0|0|0.0|100
0|2021-11-11|1356.0|0|1356.0|0|8.0|0|0.0|100
0|2021-11-12|1357.0|0|1357.0|0|8.0|0|0.0|100
0|2021-11-13|1357.0|0|1357.0|0|8.0|0|0.0|100
0|2021-11-14|1357.0|0|1357.0|0|8.0|0|0.0|100
0|2021-11-15|1359.0|0|1359.0|0|8.0|0|0.0|100
0|2021-11-16|1363.0|0|1363.0|0|8.0|0|0.0|100
0|2021-11-17|1369.0|0|1369.0|0|9.0|0|0.0|100
0|2021-11-18|1374.0|0|1374.0|0|9.0|0|0.0|100
0|2021-11-19|1376.0|0|1376.0|0|9.0|0|0.0|100
0|2021-11-20|1376.0|0|1376.0|0|9.0|0|0.0|100
0|2021-11-21|1376.0|0|1376.0|0|9.0|0|0.0|100
0|2021-11-22|1383.0|0|1383.0|0|10.0|0|0.0|100
0|2021-11-23|1384.0|0|1384.0|0|10.0|0|0.0|100
0|2021-11-24|1387.0|0|1387.0|0|10.0|0|0.0|100
0|2021-11-25|1387.0|0|1387.0|0|10.0|0|0.0|100
0|2021-11-26|1387.0|0|1387.0|0|10.0|0|0.0|100
0|2021-11-27|1387.0|0|1387.0|0|10.0|0|0.0|100
0|2021-11-28|1387.0|0|1387.0|0|10.0|0|0.0|100
0|2021-11-29|1393.0|0|1393.0|0|10.0|0|0.0|100
0|2021-11-30|1399.0|0|1399.0|0|10.0|0|0.0|100
0|2021-12-01|1400.0|0|1400.0|0|10.0|0|0.0|100
0|2021-12-02|1400.0|0|1399.0|0|10.0|0|0.0|100
0|2021-12-03|1400.0|0|1400.0|0|11.0|0|0.0|100
0|2021-12-04|1400.0|0|1400.0|0|11.0|0|0.0|100
0|2021-12-05|1400.0|0|1400.0|0|11.0|0|0.0|100
0|2021-12-06|1410.0|0|1410.0|0|12.0|0|0.0|100
0|2021-12-07|1415.0|0|1415.0|0|12.0|0|0.0|100
0|2021-12-08|1420.0|0|1420.0|0|12.0|0|0.0|100
0|2021-12-09|1424.0|0|1424.0|0|13.0|0|0.0|100
0|2021-12-10|1426.0|0|1426.0|0|13.0|0|0.0|100
0|2021-12-11|1426.0|0|1426.0|0|13.0|0|0.0|100
0|2021-12-12|1426.0|0|1426.0|0|13.0|0|0.0|100
0|2021-12-13|1426.0|0|1426.0|0|13.0|0|0.0|100
0|2021-12-14|1426.0|0|1430.0|0|13.0|0|0.0|100
0|2021-12-15|1433.0|0|1433.0|0|13.0|0|0.0|100
0|2021-12-16|1445.0|0|1445.0|0|13.0|0|0.0|100
0|2021-12-17|1448.0|0|1448.0|0|13.0|0|0.0|100
0|2021-12-18|1448.0|0|1448.0|0|13.0|0|0.0|100
0|2021-12-19|1448.0|0|1448.0|0|13.0|0|0.0|100
0|2021-12-20|1463.0|0|1463.0|0|13.0|0|0.0|100
0|2021-12-21|1473.0|0|1473.0|0|13.0|0|0.0|100
0|2021-12-22|1476.0|0|1476.0|0|13.0|0|0.0|100
0|2021-12-23|1476.0|0|1476.0|0|13.0|0|0.0|100
0|2021-12-24|1476.0|0|1476.0|0|13.0|0|0.0|100
0|2021-12-25|1476.0|0|1476.0|0|13.0|0|0.0|100
0|2021-12-26|1476.0|0|1476.0|0|13.0|0|0.0|100
0|2021-12-27|1482.0|0|1482.0|0|13.0|0|0.0|100
0|2021-12-28|1485.0|0|1485.0|0|13.0|0|0.0|100
0|2021-12-29|1486.0|0|1486.0|0|13.0|0|0.0|100
0|2021-12-30|1486.0|0|1486.0|0|13.0|0|0.0|100
0|2021-12-31|1486.0|0|1486.0|0|13.0|0|0.0|100
0|2022-01-01|1486.0|0|1486.0|0|13.0|0|0.0|100
0|2022-01-02|1486.0|0|1486.0|0|13.0|0|0.0|100
0|2022-01-03|1497.0|0|1497.0|0|13.0|0|0.0|100
0|2022-01-04|1503.0|0|1503.0|0|13.0|0|0.0|100
0|2022-01-05|1507.0|0|1507.0|0|13.0|0|0.0|100
0|2022-01-06|1511.0|0|1511.0|0|14.0|0|0.0|100
0|2022-01-07|1513.0|0|1513.0|0|14.0|0|0.0|100
0|2022-01-08|1513.0|0|1513.0|0|14.0|0|0.0|100
0|2022-01-09|1513.0|0|1513.0|0|14.0|0|0.0|100
0|2022-01-10|1515.0|0|1515.0|0|14.0|0|0.0|100
0|2022-01-11|1522.0|0|1522.0|0|14.0|0|0.0|100
0|2022-01-12|1524.0|0|1524.0|0|14.0|0|0.0|100
0|2022-01-13|1524.0|0|1527.0|0|14.0|0|0.0|100
0|2022-01-14|1536.0|0|1536.0|0|14.0|0|0.0|100
0|2022-01-15|1536.0|0|1536.0|0|14.0|0|0.0|100
0|2022-01-16|1536.0|0|1536.0|0|14.0|0|0.0|100
0|2022-01-17|1536.0|0|0.0|100|14.0|0|0.0|100
