|dates|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.NYT_ConfirmedCases.data|Berrien_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|18802.0|0|18802.0|0|328.0|0|0.0|100
0|2021-10-18|18884.0|0|18884.0|0|329.0|0|0.0|100
0|2021-10-19|18884.0|0|18884.0|0|329.0|0|0.0|100
0|2021-10-20|18966.0|0|18966.0|0|329.0|0|0.0|100
0|2021-10-21|18966.0|0|18966.0|0|329.0|0|0.0|100
0|2021-10-22|19073.0|0|19073.0|0|330.0|0|0.0|100
0|2021-10-23|19073.0|0|19073.0|0|330.0|0|0.0|100
0|2021-10-24|19073.0|0|19073.0|0|330.0|0|0.0|100
0|2021-10-25|19151.0|0|19151.0|0|330.0|0|0.0|100
0|2021-10-26|19151.0|0|19151.0|0|330.0|0|0.0|100
0|2021-10-27|19273.0|0|19273.0|0|329.0|0|0.0|100
0|2021-10-28|19273.0|0|19273.0|0|329.0|0|0.0|100
0|2021-10-29|19396.0|0|19396.0|0|331.0|0|0.0|100
0|2021-10-30|19396.0|0|19396.0|0|331.0|0|0.0|100
0|2021-10-31|19396.0|0|19396.0|0|331.0|0|0.0|100
0|2021-11-01|19519.0|0|19519.0|0|331.0|0|0.0|100
0|2021-11-02|19519.0|0|19519.0|0|331.0|0|0.0|100
0|2021-11-03|19680.0|0|19680.0|0|332.0|0|0.0|100
0|2021-11-04|19680.0|0|19680.0|0|332.0|0|0.0|100
0|2021-11-05|19813.0|0|19813.0|0|333.0|0|0.0|100
0|2021-11-06|19813.0|0|19813.0|0|333.0|0|0.0|100
0|2021-11-07|19813.0|0|19813.0|0|333.0|0|0.0|100
0|2021-11-08|19904.0|0|19904.0|0|333.0|0|0.0|100
0|2021-11-09|19904.0|0|19904.0|0|333.0|0|0.0|100
0|2021-11-10|19904.0|0|19982.0|0|333.0|0|0.0|100
0|2021-11-11|19982.0|0|19982.0|0|335.0|0|0.0|100
0|2021-11-12|20155.0|0|20155.0|0|336.0|0|0.0|100
0|2021-11-13|20155.0|0|20155.0|0|336.0|0|0.0|100
0|2021-11-14|20155.0|0|20155.0|0|336.0|0|0.0|100
0|2021-11-15|20437.0|0|20437.0|0|337.0|0|0.0|100
0|2021-11-16|20437.0|0|20437.0|0|337.0|0|0.0|100
0|2021-11-17|20630.0|0|20630.0|0|341.0|0|0.0|100
0|2021-11-18|20630.0|0|20630.0|0|341.0|0|0.0|100
0|2021-11-19|20896.0|0|20896.0|0|341.0|0|0.0|100
0|2021-11-20|20896.0|0|20896.0|0|341.0|0|0.0|100
0|2021-11-21|20896.0|0|20896.0|0|341.0|0|0.0|100
0|2021-11-22|21087.0|0|21087.0|0|342.0|0|0.0|100
0|2021-11-23|21087.0|0|21087.0|0|342.0|0|0.0|100
0|2021-11-24|21354.0|0|21354.0|0|345.0|0|0.0|100
0|2021-11-25|21354.0|0|21354.0|0|345.0|0|0.0|100
0|2021-11-26|21354.0|0|21354.0|0|345.0|0|0.0|100
0|2021-11-27|21354.0|0|21354.0|0|345.0|0|0.0|100
0|2021-11-28|21354.0|0|21354.0|0|345.0|0|0.0|100
0|2021-11-29|21725.0|0|21725.0|0|347.0|0|0.0|100
0|2021-11-30|21725.0|0|21725.0|0|347.0|0|0.0|100
0|2021-12-01|22010.0|0|22010.0|0|349.0|0|0.0|100
0|2021-12-02|22010.0|0|22010.0|0|349.0|0|0.0|100
0|2021-12-03|22413.0|0|22413.0|0|351.0|0|0.0|100
0|2021-12-04|22413.0|0|22413.0|0|351.0|0|0.0|100
0|2021-12-05|22413.0|0|22413.0|0|351.0|0|0.0|100
0|2021-12-06|22714.0|0|22714.0|0|352.0|0|0.0|100
0|2021-12-07|22714.0|0|22714.0|0|352.0|0|0.0|100
0|2021-12-08|23033.0|0|23033.0|0|354.0|0|0.0|100
0|2021-12-09|23033.0|0|23033.0|0|354.0|0|0.0|100
0|2021-12-10|23250.0|0|23250.0|0|359.0|0|0.0|100
0|2021-12-11|23250.0|0|23250.0|0|359.0|0|0.0|100
0|2021-12-12|23250.0|0|23250.0|0|359.0|0|0.0|100
0|2021-12-13|23566.0|0|23566.0|0|360.0|0|0.0|100
0|2021-12-14|23566.0|0|23566.0|0|360.0|0|0.0|100
0|2021-12-15|23840.0|0|23840.0|0|365.0|0|0.0|100
0|2021-12-16|23840.0|0|23840.0|0|365.0|0|0.0|100
0|2021-12-17|24157.0|0|24157.0|0|372.0|0|0.0|100
0|2021-12-18|24157.0|0|24157.0|0|372.0|0|0.0|100
0|2021-12-19|24157.0|0|24157.0|0|372.0|0|0.0|100
0|2021-12-20|24425.0|0|24425.0|0|374.0|0|0.0|100
0|2021-12-21|24425.0|0|24425.0|0|374.0|0|0.0|100
0|2021-12-22|24685.0|0|24685.0|0|385.0|0|0.0|100
0|2021-12-23|24685.0|0|24685.0|0|385.0|0|0.0|100
0|2021-12-24|24685.0|0|24685.0|0|385.0|0|0.0|100
0|2021-12-25|24685.0|0|24685.0|0|385.0|0|0.0|100
0|2021-12-26|24685.0|0|24685.0|0|385.0|0|0.0|100
0|2021-12-27|25082.0|0|25082.0|0|389.0|0|0.0|100
0|2021-12-28|25082.0|0|25082.0|0|389.0|0|0.0|100
0|2021-12-29|25487.0|0|25487.0|0|396.0|0|0.0|100
0|2021-12-30|25487.0|0|25487.0|0|396.0|0|0.0|100
0|2021-12-31|25487.0|0|25487.0|0|396.0|0|0.0|100
0|2022-01-01|25487.0|0|25487.0|0|396.0|0|0.0|100
0|2022-01-02|25487.0|0|25487.0|0|396.0|0|0.0|100
0|2022-01-03|26240.0|0|26240.0|0|405.0|0|0.0|100
0|2022-01-04|26240.0|0|26240.0|0|405.0|0|0.0|100
0|2022-01-05|26747.0|0|26747.0|0|415.0|0|0.0|100
0|2022-01-06|26747.0|0|26747.0|0|415.0|0|0.0|100
0|2022-01-07|27323.0|0|27323.0|0|418.0|0|0.0|100
0|2022-01-08|27323.0|0|27323.0|0|418.0|0|0.0|100
0|2022-01-09|27323.0|0|27323.0|0|418.0|0|0.0|100
0|2022-01-10|27975.0|0|27975.0|0|418.0|0|0.0|100
0|2022-01-11|27975.0|0|27975.0|0|418.0|0|0.0|100
0|2022-01-12|28681.0|0|28681.0|0|428.0|0|0.0|100
0|2022-01-13|28681.0|0|28681.0|0|428.0|0|0.0|100
0|2022-01-14|29149.0|0|29149.0|0|432.0|0|0.0|100
0|2022-01-15|29149.0|0|29149.0|0|432.0|0|0.0|100
0|2022-01-16|29149.0|0|29149.0|0|432.0|0|0.0|100
