|dates|Collin_Texas_UnitedStates.JHU_ConfirmedCases.data|Collin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Collin_Texas_UnitedStates.NYT_ConfirmedCases.data|Collin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|135713.0|0|135713.0|0|1193.0|0|0.0|100
0|2021-12-17|135713.0|0|135841.0|0|1194.0|0|0.0|100
0|2021-12-18|136053.0|0|136053.0|0|1197.0|0|0.0|100
0|2021-12-19|136358.0|0|136358.0|0|1198.0|0|0.0|100
0|2021-12-20|136692.0|0|136692.0|0|1198.0|0|0.0|100
0|2021-12-21|137017.0|0|137017.0|0|1200.0|0|0.0|100
0|2021-12-22|137205.0|0|137205.0|0|1201.0|0|0.0|100
0|2021-12-23|137458.0|0|137458.0|0|1202.0|0|0.0|100
0|2021-12-24|137458.0|0|137458.0|0|1202.0|0|0.0|100
0|2021-12-25|137458.0|0|137458.0|0|1202.0|0|0.0|100
0|2021-12-26|137458.0|0|137458.0|0|1202.0|0|0.0|100
0|2021-12-27|139300.0|0|139300.0|0|1211.0|0|0.0|100
0|2021-12-28|139904.0|0|139904.0|0|1212.0|0|0.0|100
0|2021-12-29|140361.0|0|140361.0|0|1216.0|0|0.0|100
0|2021-12-30|141074.0|0|141074.0|0|1217.0|0|0.0|100
0|2021-12-31|141074.0|0|141074.0|0|1217.0|0|0.0|100
0|2022-01-01|141074.0|0|141074.0|0|1217.0|0|0.0|100
0|2022-01-02|141074.0|0|141074.0|0|1217.0|0|0.0|100
0|2022-01-03|146810.0|0|146810.0|0|1220.0|0|0.0|100
0|2022-01-04|148998.0|0|148998.0|0|1221.0|0|0.0|100
0|2022-01-05|148998.0|0|150533.0|0|1221.0|0|0.0|100
0|2022-01-06|152472.0|0|152472.0|0|1222.0|0|0.0|100
0|2022-01-07|153689.0|0|153689.0|0|1223.0|0|0.0|100
0|2022-01-08|155567.0|0|155567.0|0|1225.0|0|0.0|100
0|2022-01-09|156890.0|0|156890.0|0|1227.0|0|0.0|100
0|2022-01-10|158356.0|0|158356.0|0|1227.0|0|0.0|100
0|2022-01-11|160585.0|0|160585.0|0|1228.0|0|0.0|100
0|2022-01-12|163213.0|0|163213.0|0|1233.0|0|0.0|100
0|2022-01-13|163213.0|0|165846.0|0|1233.0|0|0.0|100
0|2022-01-14|165846.0|0|164394.0|0|1239.0|0|0.0|100
0|2022-01-15|167010.0|0|167010.0|0|1245.0|0|0.0|100
0|2022-01-16|168399.0|0|168399.0|0|1246.0|0|0.0|100
0|2022-01-17|171234.0|0|0.0|100|1246.0|0|0.0|100
