|dates|Marshall_Indiana_UnitedStates.JHU_ConfirmedCases.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Indiana_UnitedStates.NYT_ConfirmedCases.data|Marshall_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Marshall_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|8311.0|0|8318.0|0|139.0|0|0.0|100
0|2021-11-10|8311.0|0|8353.0|0|139.0|0|0.0|100
0|2021-11-11|8424.0|0|8431.0|0|142.0|0|0.0|100
0|2021-11-12|8465.0|0|8472.0|0|144.0|0|0.0|100
0|2021-11-13|8465.0|0|8472.0|0|144.0|0|0.0|100
0|2021-11-14|8465.0|0|8472.0|0|144.0|0|0.0|100
0|2021-11-15|8522.0|0|8529.0|0|144.0|0|0.0|100
0|2021-11-16|8529.0|0|8536.0|0|144.0|0|0.0|100
0|2021-11-17|8583.0|0|8590.0|0|145.0|0|0.0|100
0|2021-11-18|8613.0|0|8620.0|0|145.0|0|0.0|100
0|2021-11-19|8658.0|0|8665.0|0|146.0|0|0.0|100
0|2021-11-20|8658.0|0|8665.0|0|146.0|0|0.0|100
0|2021-11-21|8658.0|0|8665.0|0|146.0|0|0.0|100
0|2021-11-22|8720.0|0|8727.0|0|146.0|0|0.0|100
0|2021-11-23|8738.0|0|8745.0|0|146.0|0|0.0|100
0|2021-11-24|8792.0|0|8799.0|0|146.0|0|0.0|100
0|2021-11-25|8792.0|0|8799.0|0|146.0|0|0.0|100
0|2021-11-26|8792.0|0|8799.0|0|146.0|0|0.0|100
0|2021-11-27|8792.0|0|8799.0|0|146.0|0|0.0|100
0|2021-11-28|8792.0|0|8799.0|0|146.0|0|0.0|100
0|2021-11-29|8907.0|0|8915.0|0|146.0|0|0.0|100
0|2021-11-30|8932.0|0|8940.0|0|147.0|0|0.0|100
0|2021-12-01|9002.0|0|9010.0|0|147.0|0|0.0|100
0|2021-12-02|9002.0|0|9070.0|0|147.0|0|0.0|100
0|2021-12-03|9152.0|0|9161.0|0|147.0|0|0.0|100
0|2021-12-04|9152.0|0|9161.0|0|147.0|0|0.0|100
0|2021-12-05|9152.0|0|9161.0|0|147.0|0|0.0|100
0|2021-12-06|9295.0|0|9304.0|0|147.0|0|0.0|100
0|2021-12-07|9322.0|0|9331.0|0|147.0|0|0.0|100
0|2021-12-08|9356.0|0|9365.0|0|147.0|0|0.0|100
0|2021-12-09|9406.0|0|9415.0|0|147.0|0|0.0|100
0|2021-12-10|9450.0|0|9461.0|0|147.0|0|0.0|100
0|2021-12-11|9450.0|0|9461.0|0|147.0|0|0.0|100
0|2021-12-12|9450.0|0|9461.0|0|147.0|0|0.0|100
0|2021-12-13|9539.0|0|9550.0|0|147.0|0|0.0|100
0|2021-12-14|9539.0|0|9576.0|0|147.0|0|0.0|100
0|2021-12-15|9630.0|0|9641.0|0|149.0|0|0.0|100
0|2021-12-16|9673.0|0|9685.0|0|149.0|0|0.0|100
0|2021-12-17|9717.0|0|9729.0|0|150.0|0|0.0|100
0|2021-12-18|9717.0|0|9729.0|0|150.0|0|0.0|100
0|2021-12-19|9717.0|0|9729.0|0|150.0|0|0.0|100
0|2021-12-20|9807.0|0|9819.0|0|151.0|0|0.0|100
0|2021-12-21|9826.0|0|9838.0|0|151.0|0|0.0|100
0|2021-12-22|9866.0|0|9878.0|0|156.0|0|0.0|100
0|2021-12-23|9866.0|0|9878.0|0|156.0|0|0.0|100
0|2021-12-24|9866.0|0|9878.0|0|156.0|0|0.0|100
0|2021-12-25|9866.0|0|9878.0|0|156.0|0|0.0|100
0|2021-12-26|9866.0|0|9878.0|0|156.0|0|0.0|100
0|2021-12-27|9977.0|0|9989.0|0|156.0|0|0.0|100
0|2021-12-28|9993.0|0|10005.0|0|157.0|0|0.0|100
0|2021-12-29|10020.0|0|10032.0|0|157.0|0|0.0|100
0|2021-12-30|10074.0|0|10086.0|0|157.0|0|0.0|100
0|2021-12-31|10074.0|0|10086.0|0|157.0|0|0.0|100
0|2022-01-01|10074.0|0|10086.0|0|157.0|0|0.0|100
0|2022-01-02|10074.0|0|10086.0|0|157.0|0|0.0|100
0|2022-01-03|10187.0|0|10199.0|0|158.0|0|0.0|100
0|2022-01-04|10220.0|0|10232.0|0|159.0|0|0.0|100
0|2022-01-05|10292.0|0|10304.0|0|160.0|0|0.0|100
0|2022-01-06|10336.0|0|10348.0|0|162.0|0|0.0|100
0|2022-01-07|10423.0|0|10435.0|0|163.0|0|0.0|100
0|2022-01-08|10423.0|0|10435.0|0|163.0|0|0.0|100
0|2022-01-09|10423.0|0|10435.0|0|163.0|0|0.0|100
0|2022-01-10|10610.0|0|10622.0|0|163.0|0|0.0|100
0|2022-01-11|10651.0|0|10663.0|0|163.0|0|0.0|100
0|2022-01-12|10748.0|0|10760.0|0|163.0|0|0.0|100
0|2022-01-13|10748.0|0|10835.0|0|163.0|0|0.0|100
0|2022-01-14|10880.0|0|10892.0|0|165.0|0|0.0|100
0|2022-01-15|10880.0|0|10892.0|0|165.0|0|0.0|100
0|2022-01-16|10880.0|0|10892.0|0|165.0|0|0.0|100
0|2022-01-17|11041.0|0|0.0|100|166.0|0|0.0|100
