|dates|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10065.0|0|10065.0|0|98.0|0|0.0|100
0|2021-10-18|10117.0|0|10117.0|0|98.0|0|0.0|100
0|2021-10-19|10160.0|0|10160.0|0|98.0|0|0.0|100
0|2021-10-20|10180.0|0|10180.0|0|99.0|0|0.0|100
0|2021-10-21|10235.0|0|10235.0|0|99.0|0|0.0|100
0|2021-10-22|10253.0|0|10253.0|0|99.0|0|0.0|100
0|2021-10-23|10253.0|0|10253.0|0|99.0|0|0.0|100
0|2021-10-24|10253.0|0|10253.0|0|99.0|0|0.0|100
0|2021-10-25|10275.0|0|10275.0|0|99.0|0|0.0|100
0|2021-10-26|10349.0|0|10349.0|0|99.0|0|0.0|100
0|2021-10-27|10394.0|0|10394.0|0|99.0|0|0.0|100
0|2021-10-28|10432.0|0|10432.0|0|99.0|0|0.0|100
0|2021-10-29|10507.0|0|10507.0|0|99.0|0|0.0|100
0|2021-10-30|10507.0|0|10507.0|0|99.0|0|0.0|100
0|2021-10-31|10507.0|0|10507.0|0|99.0|0|0.0|100
0|2021-11-01|10630.0|0|10630.0|0|99.0|0|0.0|100
0|2021-11-02|10717.0|0|10717.0|0|99.0|0|0.0|100
0|2021-11-03|10761.0|0|10761.0|0|99.0|0|0.0|100
0|2021-11-04|10838.0|0|10838.0|0|99.0|0|0.0|100
0|2021-11-05|10900.0|0|10900.0|0|100.0|0|0.0|100
0|2021-11-06|10900.0|0|10900.0|0|100.0|0|0.0|100
0|2021-11-07|10900.0|0|10900.0|0|100.0|0|0.0|100
0|2021-11-08|10966.0|0|10966.0|0|100.0|0|0.0|100
0|2021-11-09|11068.0|0|11068.0|0|100.0|0|0.0|100
0|2021-11-10|11153.0|0|11153.0|0|100.0|0|0.0|100
0|2021-11-11|11207.0|0|11207.0|0|100.0|0|0.0|100
0|2021-11-12|11303.0|0|11303.0|0|100.0|0|0.0|100
0|2021-11-13|11303.0|0|11303.0|0|100.0|0|0.0|100
0|2021-11-14|11303.0|0|11303.0|0|100.0|0|0.0|100
0|2021-11-15|11374.0|0|11374.0|0|100.0|0|0.0|100
0|2021-11-16|11449.0|0|11449.0|0|100.0|0|0.0|100
0|2021-11-17|11527.0|0|11527.0|0|101.0|0|0.0|100
0|2021-11-18|11573.0|0|11573.0|0|101.0|0|0.0|100
0|2021-11-19|11602.0|0|11602.0|0|101.0|0|0.0|100
0|2021-11-20|11602.0|0|11602.0|0|101.0|0|0.0|100
0|2021-11-21|11602.0|0|11602.0|0|101.0|0|0.0|100
0|2021-11-22|11708.0|0|11708.0|0|102.0|0|0.0|100
0|2021-11-23|11817.0|0|11817.0|0|102.0|0|0.0|100
0|2021-11-24|11865.0|0|11865.0|0|102.0|0|0.0|100
0|2021-11-25|11865.0|0|11865.0|0|102.0|0|0.0|100
0|2021-11-26|11923.0|0|11923.0|0|103.0|0|0.0|100
0|2021-11-27|11923.0|0|11923.0|0|103.0|0|0.0|100
0|2021-11-28|11923.0|0|11923.0|0|103.0|0|0.0|100
0|2021-11-29|11948.0|0|11948.0|0|104.0|0|0.0|100
0|2021-11-30|12033.0|0|12033.0|0|104.0|0|0.0|100
0|2021-12-01|12104.0|0|12104.0|0|105.0|0|0.0|100
0|2021-12-02|12183.0|0|12183.0|0|107.0|0|0.0|100
0|2021-12-03|12219.0|0|12219.0|0|108.0|0|0.0|100
0|2021-12-04|12219.0|0|12219.0|0|108.0|0|0.0|100
0|2021-12-05|12219.0|0|12219.0|0|108.0|0|0.0|100
0|2021-12-06|12286.0|0|12286.0|0|110.0|0|0.0|100
0|2021-12-07|12359.0|0|12359.0|0|110.0|0|0.0|100
0|2021-12-08|12390.0|0|12390.0|0|110.0|0|0.0|100
0|2021-12-09|12423.0|0|12423.0|0|111.0|0|0.0|100
0|2021-12-10|12489.0|0|12489.0|0|111.0|0|0.0|100
0|2021-12-11|12489.0|0|12489.0|0|111.0|0|0.0|100
0|2021-12-12|12489.0|0|12489.0|0|111.0|0|0.0|100
0|2021-12-13|12528.0|0|12528.0|0|111.0|0|0.0|100
0|2021-12-14|12528.0|0|12606.0|0|111.0|0|0.0|100
0|2021-12-15|12680.0|0|12680.0|0|111.0|0|0.0|100
0|2021-12-16|12731.0|0|12731.0|0|111.0|0|0.0|100
0|2021-12-17|12773.0|0|12773.0|0|111.0|0|0.0|100
0|2021-12-18|12773.0|0|12773.0|0|111.0|0|0.0|100
0|2021-12-19|12773.0|0|12773.0|0|111.0|0|0.0|100
