|dates|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|12818.0|0|12818.0|0|111.0|0|0.0|100
0|2021-12-21|12903.0|0|12903.0|0|111.0|0|0.0|100
0|2021-12-22|12955.0|0|12955.0|0|111.0|0|0.0|100
0|2021-12-23|12977.0|0|12977.0|0|111.0|0|0.0|100
0|2021-12-24|12977.0|0|12977.0|0|111.0|0|0.0|100
0|2021-12-25|12977.0|0|12977.0|0|111.0|0|0.0|100
0|2021-12-26|12977.0|0|12977.0|0|111.0|0|0.0|100
0|2021-12-27|13014.0|0|13014.0|0|113.0|0|0.0|100
0|2021-12-28|13080.0|0|13080.0|0|113.0|0|0.0|100
0|2021-12-29|13125.0|0|13125.0|0|113.0|0|0.0|100
0|2021-12-30|13171.0|0|13171.0|0|113.0|0|0.0|100
0|2021-12-31|13171.0|0|13171.0|0|113.0|0|0.0|100
0|2022-01-01|13171.0|0|13171.0|0|113.0|0|0.0|100
0|2022-01-02|13171.0|0|13171.0|0|113.0|0|0.0|100
0|2022-01-03|13227.0|0|13227.0|0|113.0|0|0.0|100
0|2022-01-04|13343.0|0|13343.0|0|114.0|0|0.0|100
0|2022-01-05|13410.0|0|13410.0|0|114.0|0|0.0|100
0|2022-01-06|13478.0|0|13478.0|0|114.0|0|0.0|100
0|2022-01-07|13556.0|0|13556.0|0|114.0|0|0.0|100
0|2022-01-08|13556.0|0|13556.0|0|114.0|0|0.0|100
0|2022-01-09|13556.0|0|13556.0|0|114.0|0|0.0|100
0|2022-01-10|13661.0|0|13661.0|0|114.0|0|0.0|100
0|2022-01-11|13931.0|0|13931.0|0|114.0|0|0.0|100
0|2022-01-12|14125.0|0|14125.0|0|114.0|0|0.0|100
0|2022-01-13|14125.0|0|14278.0|0|114.0|0|0.0|100
0|2022-01-14|14482.0|0|14482.0|0|114.0|0|0.0|100
0|2022-01-15|14482.0|0|14482.0|0|114.0|0|0.0|100
0|2022-01-16|14482.0|0|14482.0|0|114.0|0|0.0|100
0|2022-01-17|14482.0|0|0.0|100|114.0|0|0.0|100
