|dates|Butler_Iowa_UnitedStates.JHU_ConfirmedCases.data|Butler_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Butler_Iowa_UnitedStates.NYT_ConfirmedCases.data|Butler_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Butler_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-02|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-03|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-04|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-05|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-06|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-07|2373.0|0|2379.0|0|46.0|0|0.0|100
0|2021-12-08|2435.0|0|2441.0|0|46.0|0|0.0|100
0|2021-12-09|2435.0|0|2441.0|0|46.0|0|0.0|100
0|2021-12-10|2461.0|0|2441.0|0|47.0|0|0.0|100
0|2021-12-11|2461.0|0|2441.0|0|47.0|0|0.0|100
0|2021-12-12|2461.0|0|2441.0|0|47.0|0|0.0|100
0|2021-12-13|2461.0|0|2441.0|0|47.0|0|0.0|100
0|2021-12-14|2461.0|0|2441.0|0|47.0|0|0.0|100
0|2021-12-15|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-16|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-17|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-18|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-19|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-20|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-21|2502.0|0|2502.0|0|47.0|0|0.0|100
0|2021-12-22|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-23|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-24|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-25|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-26|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-27|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-28|2531.0|0|2537.0|0|47.0|0|0.0|100
0|2021-12-29|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2021-12-30|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2021-12-31|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2022-01-01|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2022-01-02|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2022-01-03|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2022-01-04|2572.0|0|2574.0|0|48.0|0|0.0|100
0|2022-01-05|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-06|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-07|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-08|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-09|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-10|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-11|2609.0|0|2620.0|0|48.0|0|0.0|100
0|2022-01-12|2704.0|0|2711.0|0|48.0|0|0.0|100
0|2022-01-13|2704.0|0|2711.0|0|48.0|0|0.0|100
0|2022-01-14|2704.0|0|2711.0|0|48.0|0|0.0|100
0|2022-01-15|2704.0|0|2711.0|0|48.0|0|0.0|100
0|2022-01-16|2704.0|0|2711.0|0|48.0|0|0.0|100
0|2022-01-17|2704.0|0|0.0|100|48.0|0|0.0|100
