|dates|Wilson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Wilson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Wilson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Wilson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|28863.0|0|28863.0|0|399.0|0|0.0|100
0|2021-12-25|28863.0|0|28863.0|0|399.0|0|0.0|100
0|2021-12-26|28863.0|0|28863.0|0|399.0|0|0.0|100
0|2021-12-27|29190.0|0|29190.0|0|402.0|0|0.0|100
0|2021-12-28|29326.0|0|29326.0|0|403.0|0|0.0|100
0|2021-12-29|29614.0|0|29614.0|0|404.0|0|0.0|100
0|2021-12-30|29941.0|0|29941.0|0|404.0|0|0.0|100
0|2021-12-31|29941.0|0|29941.0|0|404.0|0|0.0|100
0|2022-01-01|29941.0|0|29941.0|0|404.0|0|0.0|100
0|2022-01-02|29941.0|0|29941.0|0|404.0|0|0.0|100
0|2022-01-03|30835.0|0|30835.0|0|407.0|0|0.0|100
0|2022-01-04|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-05|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-06|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-07|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-08|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-09|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-10|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-11|31016.0|0|31016.0|0|408.0|0|0.0|100
0|2022-01-12|32459.0|0|32459.0|0|415.0|0|0.0|100
0|2022-01-13|32459.0|0|32459.0|0|415.0|0|0.0|100
0|2022-01-14|32459.0|0|32459.0|0|415.0|0|0.0|100
0|2022-01-15|32459.0|0|32459.0|0|415.0|0|0.0|100
0|2022-01-16|32459.0|0|32459.0|0|415.0|0|0.0|100
0|2022-01-17|32459.0|0|0.0|100|415.0|0|0.0|100
