|dates|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Hidalgo_Texas_UnitedStates.NYT_ConfirmedDeaths.data|Hidalgo_Texas_UnitedStates.NYT_ConfirmedDeaths.missing|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Hidalgo_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|3409.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|3413.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|3418.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|3420.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|3424.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|3429.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|3429.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|3429.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|3434.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|3436.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|3440.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|3445.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|3449.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|3449.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|3449.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|3455.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|3458.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|3460.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|3463.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|3466.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|3466.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|3466.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|3471.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|3475.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|3478.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|3478.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|3481.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|3481.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|3481.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|3483.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|3483.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|3484.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|3487.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|3489.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|3489.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|3489.0|0|0.0|100|0.0|100
