|dates|Henry_Virginia_UnitedStates.BLS_EmployedPopulation.data|Henry_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Henry_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Henry_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Henry_Virginia_UnitedStates.BLS_UnemploymentRate.data|Henry_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Henry_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Henry_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-12|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-13|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-14|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-15|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-16|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-17|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-18|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-19|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-20|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-21|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-22|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-23|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-24|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-25|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-26|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-27|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-28|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-29|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-11-30|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-01|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-02|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-03|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-04|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-05|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-06|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-07|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-08|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-09|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-10|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-11|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-12|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-13|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-14|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-15|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-16|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-17|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-18|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-19|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-20|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-21|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-22|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-23|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-24|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-25|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-26|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-27|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-28|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-29|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-30|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2021-12-31|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-01|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-02|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-03|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-04|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-05|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-06|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-07|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-08|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-09|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-10|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-11|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-12|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-13|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-14|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-15|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-16|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
0|2022-01-17|22688.0|0|1146.0|0|4.8082571116891835|0|23834.0|0
