|dates|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.data|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Summit_Colorado_UnitedStates.NYT_ConfirmedCases.data|Summit_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|5674.0|0|5674.0|0|12.0|0|0.0|100
0|2021-12-22|5829.0|0|5829.0|0|12.0|0|0.0|100
0|2021-12-23|5845.0|0|5845.0|0|12.0|0|0.0|100
0|2021-12-24|5984.0|0|5984.0|0|12.0|0|0.0|100
0|2021-12-25|5984.0|0|5984.0|0|12.0|0|0.0|100
0|2021-12-26|5984.0|0|5984.0|0|12.0|0|0.0|100
0|2021-12-27|6367.0|0|6367.0|0|12.0|0|0.0|100
0|2021-12-28|6494.0|0|6494.0|0|12.0|0|0.0|100
0|2021-12-29|6670.0|0|6670.0|0|12.0|0|0.0|100
0|2021-12-30|6873.0|0|6873.0|0|12.0|0|0.0|100
0|2021-12-31|7124.0|0|7124.0|0|12.0|0|0.0|100
0|2022-01-01|7124.0|0|7124.0|0|12.0|0|0.0|100
0|2022-01-02|7124.0|0|7124.0|0|12.0|0|0.0|100
0|2022-01-03|7444.0|0|7444.0|0|12.0|0|0.0|100
0|2022-01-04|7520.0|0|7520.0|0|12.0|0|0.0|100
0|2022-01-05|7619.0|0|7619.0|0|12.0|0|0.0|100
0|2022-01-06|7690.0|0|7690.0|0|12.0|0|0.0|100
0|2022-01-07|7829.0|0|7829.0|0|12.0|0|0.0|100
0|2022-01-08|7829.0|0|7829.0|0|12.0|0|0.0|100
0|2022-01-09|7829.0|0|7829.0|0|12.0|0|0.0|100
0|2022-01-10|8240.0|0|8240.0|0|12.0|0|0.0|100
0|2022-01-11|8381.0|0|8381.0|0|12.0|0|0.0|100
0|2022-01-12|8470.0|0|8470.0|0|12.0|0|0.0|100
0|2022-01-13|8470.0|0|8528.0|0|12.0|0|0.0|100
0|2022-01-14|8640.0|0|8584.0|0|12.0|0|0.0|100
0|2022-01-15|8640.0|0|8640.0|0|12.0|0|0.0|100
0|2022-01-16|8640.0|0|8640.0|0|12.0|0|0.0|100
0|2022-01-17|8761.0|0|0.0|100|13.0|0|0.0|100
