|dates|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pitt_NorthCarolina_UnitedStates.Male_Total_Population.data|Pitt_NorthCarolina_UnitedStates.Male_Total_Population.missing|Pitt_NorthCarolina_UnitedStates.Female_Total_Population.data|Pitt_NorthCarolina_UnitedStates.Female_Total_Population.missing|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-18|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-19|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-20|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-21|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-22|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-23|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-24|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-25|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-26|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-27|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-28|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-29|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-30|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-10-31|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-01|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-02|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-03|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-04|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-05|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-06|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-07|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-08|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-09|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-10|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-11|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-12|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-13|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-14|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-15|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-16|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-17|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-18|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-19|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-20|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-21|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-22|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-23|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-24|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-25|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-26|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-27|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-28|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-29|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-11-30|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-01|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-02|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-03|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-04|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-05|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-06|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-07|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-08|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-09|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-10|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-11|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-12|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-13|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-14|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-15|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-16|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-17|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-18|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-19|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-20|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-21|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-22|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-23|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-24|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-25|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-26|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-27|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-28|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-29|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-30|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2021-12-31|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-01|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-02|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-03|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-04|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-05|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-06|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-07|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-08|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-09|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-10|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-11|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-12|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-13|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-14|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-15|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-16|23789.0|0|84481.0|0|95433.0|0|38347.0|0
0|2022-01-17|23789.0|0|84481.0|0|95433.0|0|38347.0|0
