|dates|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Mohave_Arizona_UnitedStates.NYT_ConfirmedCases.data|Mohave_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|37059.0|0|37059.0|0|1084.0|0|0.0|100
0|2021-12-11|37149.0|0|37149.0|0|1094.0|0|0.0|100
0|2021-12-12|37182.0|0|37182.0|0|1096.0|0|0.0|100
0|2021-12-13|37182.0|0|37246.0|0|1096.0|0|0.0|100
0|2021-12-14|37182.0|0|37367.0|0|1096.0|0|0.0|100
0|2021-12-15|37439.0|0|37439.0|0|1113.0|0|0.0|100
0|2021-12-16|37531.0|0|37531.0|0|1116.0|0|0.0|100
0|2021-12-17|37661.0|0|37661.0|0|1123.0|0|0.0|100
0|2021-12-18|37661.0|0|37809.0|0|1123.0|0|0.0|100
0|2021-12-19|37824.0|0|37824.0|0|1125.0|0|0.0|100
0|2021-12-20|37919.0|0|37919.0|0|1125.0|0|0.0|100
0|2021-12-21|38046.0|0|38046.0|0|1133.0|0|0.0|100
0|2021-12-22|38145.0|0|38145.0|0|1143.0|0|0.0|100
0|2021-12-23|38229.0|0|38229.0|0|1151.0|0|0.0|100
0|2021-12-24|38329.0|0|38329.0|0|1156.0|0|0.0|100
0|2021-12-25|38329.0|0|38352.0|0|1156.0|0|0.0|100
0|2021-12-26|38448.0|0|38448.0|0|1165.0|0|0.0|100
0|2021-12-27|38519.0|0|38519.0|0|1165.0|0|0.0|100
0|2021-12-28|38519.0|0|38576.0|0|1165.0|0|0.0|100
0|2021-12-29|38576.0|0|38716.0|0|1172.0|0|0.0|100
0|2021-12-30|38716.0|0|38967.0|0|1173.0|0|0.0|100
0|2021-12-31|39143.0|0|39143.0|0|1178.0|0|0.0|100
0|2022-01-01|39203.0|0|39203.0|0|1183.0|0|0.0|100
0|2022-01-02|39368.0|0|39368.0|0|1183.0|0|0.0|100
0|2022-01-03|39535.0|0|39535.0|0|1183.0|0|0.0|100
0|2022-01-04|39716.0|0|39716.0|0|1192.0|0|0.0|100
0|2022-01-05|39946.0|0|39946.0|0|1196.0|0|0.0|100
0|2022-01-06|40269.0|0|40269.0|0|1201.0|0|0.0|100
0|2022-01-07|40523.0|0|40523.0|0|1201.0|0|0.0|100
0|2022-01-08|40837.0|0|40837.0|0|1203.0|0|0.0|100
0|2022-01-09|40837.0|0|40959.0|0|1203.0|0|0.0|100
0|2022-01-10|41370.0|0|41370.0|0|1203.0|0|0.0|100
0|2022-01-11|41911.0|0|41911.0|0|1223.0|0|0.0|100
0|2022-01-12|42404.0|0|42404.0|0|1223.0|0|0.0|100
0|2022-01-13|42404.0|0|42924.0|0|1223.0|0|0.0|100
0|2022-01-14|43446.0|0|43446.0|0|1230.0|0|0.0|100
0|2022-01-15|43446.0|0|44013.0|0|1230.0|0|0.0|100
0|2022-01-16|43512.0|0|44753.0|0|1235.0|0|0.0|100
0|2022-01-17|45139.0|0|0.0|100|1238.0|0|0.0|100
