|dates|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|GreenLake_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|GreenLake_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|GreenLake_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|3288.0|0|3288.0|0|36.0|0|0.0|100
0|2021-11-21|3288.0|0|3288.0|0|36.0|0|0.0|100
0|2021-11-22|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-11-23|3323.0|0|3323.0|0|36.0|0|0.0|100
0|2021-11-24|3336.0|0|3336.0|0|36.0|0|0.0|100
0|2021-11-25|3354.0|0|3354.0|0|36.0|0|0.0|100
0|2021-11-26|3354.0|0|3354.0|0|36.0|0|0.0|100
0|2021-11-27|3354.0|0|3354.0|0|36.0|0|0.0|100
0|2021-11-28|3354.0|0|3354.0|0|36.0|0|0.0|100
0|2021-11-29|3364.0|0|3364.0|0|36.0|0|0.0|100
0|2021-11-30|3395.0|0|3395.0|0|36.0|0|0.0|100
0|2021-12-01|3413.0|0|3413.0|0|36.0|0|0.0|100
0|2021-12-02|3433.0|0|3433.0|0|36.0|0|0.0|100
0|2021-12-03|3447.0|0|3447.0|0|36.0|0|0.0|100
0|2021-12-04|3447.0|0|3447.0|0|36.0|0|0.0|100
0|2021-12-05|3447.0|0|3447.0|0|36.0|0|0.0|100
0|2021-12-06|3447.0|0|3447.0|0|36.0|0|0.0|100
0|2021-12-07|3447.0|0|3447.0|0|36.0|0|0.0|100
0|2021-12-08|3492.0|0|3492.0|0|42.0|0|0.0|100
0|2021-12-09|3511.0|0|3511.0|0|43.0|0|0.0|100
0|2021-12-10|3539.0|0|3539.0|0|43.0|0|0.0|100
0|2021-12-11|3539.0|0|3539.0|0|43.0|0|0.0|100
0|2021-12-12|3539.0|0|3539.0|0|43.0|0|0.0|100
0|2021-12-13|3571.0|0|3571.0|0|44.0|0|0.0|100
0|2021-12-14|3571.0|0|3602.0|0|44.0|0|0.0|100
0|2021-12-15|3612.0|0|3612.0|0|44.0|0|0.0|100
0|2021-12-16|3625.0|0|3625.0|0|44.0|0|0.0|100
0|2021-12-17|3645.0|0|3645.0|0|44.0|0|0.0|100
0|2021-12-18|3645.0|0|3645.0|0|44.0|0|0.0|100
0|2021-12-19|3645.0|0|3645.0|0|44.0|0|0.0|100
0|2021-12-20|3656.0|0|3656.0|0|44.0|0|0.0|100
0|2021-12-21|3684.0|0|3684.0|0|46.0|0|0.0|100
0|2021-12-22|3705.0|0|3705.0|0|46.0|0|0.0|100
0|2021-12-23|3724.0|0|3724.0|0|47.0|0|0.0|100
0|2021-12-24|3722.0|0|3722.0|0|48.0|0|0.0|100
0|2021-12-25|3722.0|0|3722.0|0|48.0|0|0.0|100
0|2021-12-26|3722.0|0|3722.0|0|48.0|0|0.0|100
0|2021-12-27|3722.0|0|3722.0|0|48.0|0|0.0|100
0|2021-12-28|3758.0|0|3758.0|0|49.0|0|0.0|100
0|2021-12-29|3770.0|0|3770.0|0|49.0|0|0.0|100
0|2021-12-30|3807.0|0|3807.0|0|49.0|0|0.0|100
0|2021-12-31|3807.0|0|3807.0|0|49.0|0|0.0|100
0|2022-01-01|3807.0|0|3807.0|0|49.0|0|0.0|100
0|2022-01-02|3807.0|0|3807.0|0|49.0|0|0.0|100
0|2022-01-03|3839.0|0|3839.0|0|49.0|0|0.0|100
0|2022-01-04|3839.0|0|3875.0|0|49.0|0|0.0|100
0|2022-01-05|3902.0|0|3902.0|0|49.0|0|0.0|100
0|2022-01-06|3949.0|0|3949.0|0|49.0|0|0.0|100
0|2022-01-07|3991.0|0|3991.0|0|49.0|0|0.0|100
0|2022-01-08|3991.0|0|3991.0|0|49.0|0|0.0|100
0|2022-01-09|3991.0|0|3991.0|0|49.0|0|0.0|100
0|2022-01-10|4045.0|0|4045.0|0|49.0|0|0.0|100
0|2022-01-11|4094.0|0|4094.0|0|49.0|0|0.0|100
0|2022-01-12|4140.0|0|4140.0|0|49.0|0|0.0|100
0|2022-01-13|4140.0|0|4192.0|0|49.0|0|0.0|100
0|2022-01-14|4248.0|0|4248.0|0|49.0|0|0.0|100
0|2022-01-15|4248.0|0|4248.0|0|49.0|0|0.0|100
0|2022-01-16|4248.0|0|4248.0|0|49.0|0|0.0|100
0|2022-01-17|4348.0|0|0.0|100|49.0|0|0.0|100
