|dates|Comal_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Comal_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Comal_Texas_UnitedStates.Male_Total_Population.data|Comal_Texas_UnitedStates.Male_Total_Population.missing|Comal_Texas_UnitedStates.Female_Total_Population.data|Comal_Texas_UnitedStates.Female_Total_Population.missing|Comal_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Comal_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-01|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-02|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-03|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-04|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-05|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-06|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-07|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-08|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-09|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-10|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-11|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-12|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-13|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-14|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-15|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-16|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-17|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-18|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-19|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-20|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-21|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-22|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-23|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-24|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-25|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-26|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-27|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-28|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-29|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-30|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2021-12-31|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-01|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-02|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-03|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-04|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-05|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-06|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-07|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-08|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-09|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-10|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-11|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-12|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-13|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-14|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-15|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-16|26829.0|0|73333.0|0|75040.0|0|33674.0|0
0|2022-01-17|26829.0|0|73333.0|0|75040.0|0|33674.0|0
