|dates|Modoc_California_UnitedStates.JHU_ConfirmedCases.data|Modoc_California_UnitedStates.JHU_ConfirmedCases.missing|Modoc_California_UnitedStates.NYT_ConfirmedCases.data|Modoc_California_UnitedStates.NYT_ConfirmedCases.missing|Modoc_California_UnitedStates.JHU_ConfirmedDeaths.data|Modoc_California_UnitedStates.JHU_ConfirmedDeaths.missing|Modoc_California_UnitedStates.JHU_ConfirmedRecoveries.data|Modoc_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|679.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-18|681.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-19|685.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-20|687.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-21|690.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-22|690.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-23|690.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-24|690.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-25|695.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-26|698.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-27|699.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-28|699.0|0|804.0|0|5.0|0|0.0|100
0|2021-10-29|699.0|0|893.0|0|5.0|0|0.0|100
0|2021-10-30|700.0|0|893.0|0|5.0|0|0.0|100
0|2021-10-31|705.0|0|893.0|0|5.0|0|0.0|100
0|2021-11-01|708.0|0|893.0|0|5.0|0|0.0|100
0|2021-11-02|709.0|0|914.0|0|5.0|0|0.0|100
0|2021-11-03|710.0|0|922.0|0|5.0|0|0.0|100
0|2021-11-04|712.0|0|930.0|0|5.0|0|0.0|100
0|2021-11-05|712.0|0|935.0|0|5.0|0|0.0|100
0|2021-11-06|712.0|0|935.0|0|5.0|0|0.0|100
0|2021-11-07|712.0|0|935.0|0|5.0|0|0.0|100
0|2021-11-08|717.0|0|935.0|0|5.0|0|0.0|100
0|2021-11-09|718.0|0|935.0|0|5.0|0|0.0|100
0|2021-11-10|718.0|0|955.0|0|5.0|0|0.0|100
0|2021-11-11|728.0|0|957.0|0|5.0|0|0.0|100
0|2021-11-12|728.0|0|957.0|0|5.0|0|0.0|100
0|2021-11-13|728.0|0|957.0|0|5.0|0|0.0|100
0|2021-11-14|728.0|0|957.0|0|5.0|0|0.0|100
0|2021-11-15|730.0|0|957.0|0|5.0|0|0.0|100
0|2021-11-16|730.0|0|973.0|0|5.0|0|0.0|100
0|2021-11-17|731.0|0|984.0|0|5.0|0|0.0|100
0|2021-11-18|736.0|0|989.0|0|5.0|0|0.0|100
0|2021-11-19|746.0|0|996.0|0|5.0|0|0.0|100
0|2021-11-20|746.0|0|996.0|0|5.0|0|0.0|100
0|2021-11-21|746.0|0|996.0|0|5.0|0|0.0|100
0|2021-11-22|747.0|0|996.0|0|5.0|0|0.0|100
0|2021-11-23|747.0|0|1017.0|0|5.0|0|0.0|100
0|2021-11-24|747.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-25|747.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-26|747.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-27|747.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-28|747.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-29|765.0|0|1021.0|0|5.0|0|0.0|100
0|2021-11-30|765.0|0|1050.0|0|5.0|0|0.0|100
0|2021-12-01|772.0|0|1050.0|0|5.0|0|0.0|100
0|2021-12-02|778.0|0|1053.0|0|5.0|0|0.0|100
0|2021-12-03|793.0|0|1056.0|0|6.0|0|0.0|100
0|2021-12-04|793.0|0|1056.0|0|6.0|0|0.0|100
0|2021-12-05|793.0|0|1056.0|0|6.0|0|0.0|100
0|2021-12-06|795.0|0|1056.0|0|6.0|0|0.0|100
0|2021-12-07|795.0|0|1064.0|0|6.0|0|0.0|100
0|2021-12-08|796.0|0|1065.0|0|6.0|0|0.0|100
0|2021-12-09|797.0|0|1071.0|0|6.0|0|0.0|100
0|2021-12-10|797.0|0|1071.0|0|6.0|0|0.0|100
0|2021-12-11|797.0|0|1071.0|0|6.0|0|0.0|100
0|2021-12-12|797.0|0|1071.0|0|6.0|0|0.0|100
0|2021-12-13|798.0|0|1071.0|0|6.0|0|0.0|100
0|2021-12-14|798.0|0|1086.0|0|6.0|0|0.0|100
0|2021-12-15|798.0|0|1089.0|0|6.0|0|0.0|100
0|2021-12-16|799.0|0|1091.0|0|6.0|0|0.0|100
0|2021-12-17|799.0|0|1093.0|0|6.0|0|0.0|100
0|2021-12-18|799.0|0|1093.0|0|6.0|0|0.0|100
0|2021-12-19|799.0|0|1093.0|0|6.0|0|0.0|100
0|2021-12-20|799.0|0|1093.0|0|6.0|0|0.0|100
0|2021-12-21|799.0|0|1101.0|0|6.0|0|0.0|100
0|2021-12-22|799.0|0|1103.0|0|6.0|0|0.0|100
0|2021-12-23|799.0|0|1106.0|0|6.0|0|0.0|100
0|2021-12-24|801.0|0|1106.0|0|6.0|0|0.0|100
0|2021-12-25|801.0|0|1106.0|0|6.0|0|0.0|100
0|2021-12-26|801.0|0|1106.0|0|6.0|0|0.0|100
0|2021-12-27|801.0|0|1106.0|0|6.0|0|0.0|100
0|2021-12-28|803.0|0|1111.0|0|6.0|0|0.0|100
0|2021-12-29|803.0|0|1113.0|0|6.0|0|0.0|100
0|2021-12-30|809.0|0|1116.0|0|6.0|0|0.0|100
0|2021-12-31|810.0|0|1116.0|0|6.0|0|0.0|100
0|2022-01-01|810.0|0|1116.0|0|6.0|0|0.0|100
0|2022-01-02|810.0|0|1116.0|0|6.0|0|0.0|100
0|2022-01-03|810.0|0|1116.0|0|6.0|0|0.0|100
0|2022-01-04|811.0|0|1116.0|0|6.0|0|0.0|100
0|2022-01-05|820.0|0|1133.0|0|6.0|0|0.0|100
0|2022-01-06|817.0|0|1139.0|0|6.0|0|0.0|100
0|2022-01-07|824.0|0|1142.0|0|6.0|0|0.0|100
0|2022-01-08|824.0|0|1142.0|0|6.0|0|0.0|100
0|2022-01-09|824.0|0|1142.0|0|6.0|0|0.0|100
0|2022-01-10|833.0|0|1142.0|0|6.0|0|0.0|100
0|2022-01-11|836.0|0|1175.0|0|6.0|0|0.0|100
0|2022-01-12|846.0|0|1191.0|0|6.0|0|0.0|100
0|2022-01-13|846.0|0|1199.0|0|6.0|0|0.0|100
0|2022-01-14|847.0|0|1210.0|0|6.0|0|0.0|100
0|2022-01-15|847.0|0|1210.0|0|6.0|0|0.0|100
0|2022-01-16|847.0|0|1210.0|0|6.0|0|0.0|100
0|2022-01-17|848.0|0|0.0|100|6.0|0|0.0|100
