|dates|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Virginia_UnitedStates.NYT_ConfirmedCases.data|Bedford_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9670.0|0|9670.0|0|144.0|0|0.0|100
0|2021-10-18|9742.0|0|9742.0|0|145.0|0|0.0|100
0|2021-10-19|9755.0|0|9755.0|0|145.0|0|0.0|100
0|2021-10-20|9781.0|0|9781.0|0|146.0|0|0.0|100
0|2021-10-21|9794.0|0|9794.0|0|146.0|0|0.0|100
0|2021-10-22|9801.0|0|9801.0|0|148.0|0|0.0|100
0|2021-10-23|9801.0|0|9801.0|0|148.0|0|0.0|100
0|2021-10-24|9801.0|0|9801.0|0|148.0|0|0.0|100
0|2021-10-25|9858.0|0|9858.0|0|149.0|0|0.0|100
0|2021-10-26|9877.0|0|9877.0|0|149.0|0|0.0|100
0|2021-10-27|9901.0|0|9901.0|0|149.0|0|0.0|100
0|2021-10-28|9911.0|0|9911.0|0|149.0|0|0.0|100
0|2021-10-29|9925.0|0|9925.0|0|150.0|0|0.0|100
0|2021-10-30|9925.0|0|9925.0|0|150.0|0|0.0|100
0|2021-10-31|9925.0|0|9925.0|0|150.0|0|0.0|100
0|2021-11-01|9968.0|0|9968.0|0|151.0|0|0.0|100
0|2021-11-02|9983.0|0|9983.0|0|153.0|0|0.0|100
0|2021-11-03|10002.0|0|10002.0|0|153.0|0|0.0|100
0|2021-11-04|10018.0|0|10018.0|0|156.0|0|0.0|100
0|2021-11-05|10036.0|0|10036.0|0|157.0|0|0.0|100
0|2021-11-06|10036.0|0|10036.0|0|157.0|0|0.0|100
0|2021-11-07|10036.0|0|10036.0|0|157.0|0|0.0|100
0|2021-11-08|10071.0|0|10071.0|0|158.0|0|0.0|100
0|2021-11-09|10101.0|0|10101.0|0|158.0|0|0.0|100
0|2021-11-10|10101.0|0|10114.0|0|158.0|0|0.0|100
0|2021-11-11|10132.0|0|10132.0|0|160.0|0|0.0|100
0|2021-11-12|10151.0|0|10151.0|0|161.0|0|0.0|100
0|2021-11-13|10151.0|0|10151.0|0|161.0|0|0.0|100
0|2021-11-14|10151.0|0|10151.0|0|161.0|0|0.0|100
0|2021-11-15|10176.0|0|10176.0|0|162.0|0|0.0|100
0|2021-11-16|10193.0|0|10193.0|0|162.0|0|0.0|100
0|2021-11-17|10211.0|0|10211.0|0|162.0|0|0.0|100
0|2021-11-18|10234.0|0|10234.0|0|162.0|0|0.0|100
0|2021-11-19|10250.0|0|10250.0|0|162.0|0|0.0|100
0|2021-11-20|10250.0|0|10250.0|0|162.0|0|0.0|100
0|2021-11-21|10250.0|0|10250.0|0|162.0|0|0.0|100
0|2021-11-22|10303.0|0|10303.0|0|162.0|0|0.0|100
0|2021-11-23|10323.0|0|10323.0|0|162.0|0|0.0|100
0|2021-11-24|10344.0|0|10344.0|0|162.0|0|0.0|100
0|2021-11-25|10366.0|0|10366.0|0|162.0|0|0.0|100
0|2021-11-26|10378.0|0|10378.0|0|162.0|0|0.0|100
0|2021-11-27|10378.0|0|10378.0|0|162.0|0|0.0|100
0|2021-11-28|10378.0|0|10378.0|0|162.0|0|0.0|100
0|2021-11-29|10401.0|0|10401.0|0|164.0|0|0.0|100
0|2021-11-30|10427.0|0|10427.0|0|164.0|0|0.0|100
0|2021-12-01|10460.0|0|10460.0|0|167.0|0|0.0|100
0|2021-12-02|10487.0|0|10487.0|0|167.0|0|0.0|100
0|2021-12-03|10507.0|0|10507.0|0|167.0|0|0.0|100
0|2021-12-04|10507.0|0|10507.0|0|167.0|0|0.0|100
0|2021-12-05|10507.0|0|10507.0|0|167.0|0|0.0|100
0|2021-12-06|10574.0|0|10574.0|0|167.0|0|0.0|100
0|2021-12-07|10591.0|0|10591.0|0|167.0|0|0.0|100
0|2021-12-08|10618.0|0|10618.0|0|168.0|0|0.0|100
0|2021-12-09|10667.0|0|10667.0|0|168.0|0|0.0|100
0|2021-12-10|10705.0|0|10705.0|0|168.0|0|0.0|100
0|2021-12-11|10705.0|0|10705.0|0|168.0|0|0.0|100
0|2021-12-12|10705.0|0|10705.0|0|168.0|0|0.0|100
0|2021-12-13|10787.0|0|10787.0|0|168.0|0|0.0|100
0|2021-12-14|10787.0|0|10799.0|0|168.0|0|0.0|100
0|2021-12-15|10852.0|0|10852.0|0|169.0|0|0.0|100
0|2021-12-16|10872.0|0|10872.0|0|169.0|0|0.0|100
0|2021-12-17|10903.0|0|10903.0|0|171.0|0|0.0|100
0|2021-12-18|10903.0|0|10903.0|0|171.0|0|0.0|100
0|2021-12-19|10903.0|0|10903.0|0|171.0|0|0.0|100
0|2021-12-20|10969.0|0|10969.0|0|172.0|0|0.0|100
0|2021-12-21|10986.0|0|10986.0|0|172.0|0|0.0|100
0|2021-12-22|10986.0|0|11047.0|0|173.0|0|0.0|100
0|2021-12-23|11076.0|0|11076.0|0|174.0|0|0.0|100
0|2021-12-24|11125.0|0|11125.0|0|174.0|0|0.0|100
0|2021-12-25|11125.0|0|11125.0|0|174.0|0|0.0|100
0|2021-12-26|11125.0|0|11125.0|0|174.0|0|0.0|100
0|2021-12-27|11214.0|0|11214.0|0|174.0|0|0.0|100
0|2021-12-28|11224.0|0|11224.0|0|175.0|0|0.0|100
0|2021-12-29|11282.0|0|11282.0|0|176.0|0|0.0|100
0|2021-12-30|11337.0|0|11337.0|0|176.0|0|0.0|100
0|2021-12-31|11447.0|0|11447.0|0|176.0|0|0.0|100
0|2022-01-01|11447.0|0|11447.0|0|176.0|0|0.0|100
0|2022-01-02|11447.0|0|11447.0|0|176.0|0|0.0|100
0|2022-01-03|11664.0|0|11664.0|0|176.0|0|0.0|100
0|2022-01-04|11742.0|0|11742.0|0|176.0|0|0.0|100
0|2022-01-05|11800.0|0|11800.0|0|176.0|0|0.0|100
0|2022-01-06|11921.0|0|11921.0|0|176.0|0|0.0|100
0|2022-01-07|12028.0|0|12028.0|0|176.0|0|0.0|100
0|2022-01-08|12028.0|0|12028.0|0|176.0|0|0.0|100
0|2022-01-09|12028.0|0|12028.0|0|176.0|0|0.0|100
0|2022-01-10|12388.0|0|12388.0|0|177.0|0|0.0|100
0|2022-01-11|12485.0|0|12485.0|0|177.0|0|0.0|100
0|2022-01-12|12613.0|0|12613.0|0|177.0|0|0.0|100
0|2022-01-13|12613.0|0|12748.0|0|177.0|0|0.0|100
0|2022-01-14|12864.0|0|12864.0|0|179.0|0|0.0|100
0|2022-01-15|12864.0|0|12864.0|0|179.0|0|0.0|100
0|2022-01-16|12864.0|0|12864.0|0|179.0|0|0.0|100
0|2022-01-17|13305.0|0|0.0|100|179.0|0|0.0|100
