|dates|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Poinsett_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Poinsett_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|4968.0|0|4968.0|0|101.0|0|0.0|100
0|2021-11-08|4968.0|0|4969.0|0|101.0|0|0.0|100
0|2021-11-09|4977.0|0|4977.0|0|101.0|0|0.0|100
0|2021-11-10|4981.0|0|4981.0|0|101.0|0|0.0|100
0|2021-11-11|4983.0|0|4983.0|0|101.0|0|0.0|100
0|2021-11-12|4984.0|0|4984.0|0|101.0|0|0.0|100
0|2021-11-13|4992.0|0|4992.0|0|101.0|0|0.0|100
0|2021-11-14|4994.0|0|4994.0|0|101.0|0|0.0|100
0|2021-11-15|4997.0|0|4997.0|0|102.0|0|0.0|100
0|2021-11-16|5006.0|0|5006.0|0|102.0|0|0.0|100
0|2021-11-17|5014.0|0|5014.0|0|102.0|0|0.0|100
0|2021-11-18|5022.0|0|5022.0|0|102.0|0|0.0|100
0|2021-11-19|5031.0|0|5031.0|0|102.0|0|0.0|100
0|2021-11-20|5038.0|0|5038.0|0|102.0|0|0.0|100
0|2021-11-21|5042.0|0|5042.0|0|102.0|0|0.0|100
0|2021-11-22|5047.0|0|5047.0|0|102.0|0|0.0|100
0|2021-11-23|5054.0|0|5054.0|0|102.0|0|0.0|100
0|2021-11-24|5066.0|0|5066.0|0|102.0|0|0.0|100
0|2021-11-25|5071.0|0|5071.0|0|102.0|0|0.0|100
0|2021-11-26|5076.0|0|5076.0|0|102.0|0|0.0|100
0|2021-11-27|5081.0|0|5081.0|0|102.0|0|0.0|100
0|2021-11-28|5087.0|0|5087.0|0|102.0|0|0.0|100
0|2021-11-29|5089.0|0|5089.0|0|102.0|0|0.0|100
0|2021-11-30|5102.0|0|5102.0|0|102.0|0|0.0|100
0|2021-12-01|5122.0|0|5122.0|0|102.0|0|0.0|100
0|2021-12-02|5139.0|0|5139.0|0|102.0|0|0.0|100
0|2021-12-03|5147.0|0|5147.0|0|102.0|0|0.0|100
0|2021-12-04|5163.0|0|5163.0|0|102.0|0|0.0|100
0|2021-12-05|5176.0|0|5176.0|0|102.0|0|0.0|100
0|2021-12-06|5185.0|0|5185.0|0|102.0|0|0.0|100
0|2021-12-07|5193.0|0|5193.0|0|102.0|0|0.0|100
0|2021-12-08|5202.0|0|5202.0|0|102.0|0|0.0|100
0|2021-12-09|5219.0|0|5219.0|0|102.0|0|0.0|100
0|2021-12-10|5226.0|0|5226.0|0|102.0|0|0.0|100
0|2021-12-11|5239.0|0|5239.0|0|102.0|0|0.0|100
0|2021-12-12|5242.0|0|5242.0|0|102.0|0|0.0|100
0|2021-12-13|5244.0|0|5244.0|0|102.0|0|0.0|100
0|2021-12-14|5244.0|0|5254.0|0|102.0|0|0.0|100
0|2021-12-15|5259.0|0|5259.0|0|103.0|0|0.0|100
0|2021-12-16|5261.0|0|5261.0|0|103.0|0|0.0|100
0|2021-12-17|5267.0|0|5267.0|0|103.0|0|0.0|100
0|2021-12-18|5278.0|0|5278.0|0|103.0|0|0.0|100
0|2021-12-19|5283.0|0|5283.0|0|103.0|0|0.0|100
0|2021-12-20|5290.0|0|5290.0|0|104.0|0|0.0|100
0|2021-12-21|5307.0|0|5307.0|0|104.0|0|0.0|100
0|2021-12-22|5308.0|0|5308.0|0|104.0|0|0.0|100
0|2021-12-23|5330.0|0|5330.0|0|104.0|0|0.0|100
0|2021-12-24|5348.0|0|5348.0|0|104.0|0|0.0|100
0|2021-12-25|5353.0|0|5353.0|0|105.0|0|0.0|100
0|2021-12-26|5360.0|0|5360.0|0|105.0|0|0.0|100
0|2021-12-27|5388.0|0|5388.0|0|105.0|0|0.0|100
0|2021-12-28|5444.0|0|5444.0|0|105.0|0|0.0|100
0|2021-12-29|5497.0|0|5497.0|0|106.0|0|0.0|100
0|2021-12-30|5572.0|0|5572.0|0|106.0|0|0.0|100
0|2021-12-31|5632.0|0|5632.0|0|106.0|0|0.0|100
0|2022-01-01|5668.0|0|5668.0|0|106.0|0|0.0|100
0|2022-01-02|5700.0|0|5700.0|0|106.0|0|0.0|100
0|2022-01-03|5738.0|0|5738.0|0|106.0|0|0.0|100
0|2022-01-04|5823.0|0|5823.0|0|106.0|0|0.0|100
0|2022-01-05|5898.0|0|5898.0|0|106.0|0|0.0|100
0|2022-01-06|5986.0|0|5986.0|0|106.0|0|0.0|100
0|2022-01-07|6074.0|0|6074.0|0|107.0|0|0.0|100
0|2022-01-08|6147.0|0|6147.0|0|107.0|0|0.0|100
0|2022-01-09|6147.0|0|6147.0|0|107.0|0|0.0|100
0|2022-01-10|6212.0|0|6212.0|0|107.0|0|0.0|100
0|2022-01-11|6237.0|0|6237.0|0|107.0|0|0.0|100
0|2022-01-12|6352.0|0|6352.0|0|107.0|0|0.0|100
0|2022-01-13|6352.0|0|6458.0|0|107.0|0|0.0|100
0|2022-01-14|6524.0|0|6524.0|0|107.0|0|0.0|100
0|2022-01-15|6598.0|0|6598.0|0|107.0|0|0.0|100
0|2022-01-16|6642.0|0|6642.0|0|107.0|0|0.0|100
0|2022-01-17|6680.0|0|0.0|100|107.0|0|0.0|100
