|dates|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgecombe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Edgecombe_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|8106.0|0|8106.0|0|127.0|0|0.0|100
0|2021-11-24|8112.0|0|8112.0|0|127.0|0|0.0|100
0|2021-11-25|8112.0|0|8112.0|0|127.0|0|0.0|100
0|2021-11-26|8112.0|0|8112.0|0|127.0|0|0.0|100
0|2021-11-27|8112.0|0|8112.0|0|127.0|0|0.0|100
0|2021-11-28|8112.0|0|8112.0|0|127.0|0|0.0|100
0|2021-11-29|8148.0|0|8148.0|0|127.0|0|0.0|100
0|2021-11-30|8150.0|0|8150.0|0|127.0|0|0.0|100
0|2021-12-01|8160.0|0|8160.0|0|127.0|0|0.0|100
0|2021-12-02|8180.0|0|8180.0|0|127.0|0|0.0|100
0|2021-12-03|8180.0|0|8193.0|0|127.0|0|0.0|100
0|2021-12-04|8193.0|0|8193.0|0|127.0|0|0.0|100
0|2021-12-05|8193.0|0|8193.0|0|127.0|0|0.0|100
0|2021-12-06|8214.0|0|8214.0|0|127.0|0|0.0|100
0|2021-12-07|8224.0|0|8224.0|0|127.0|0|0.0|100
0|2021-12-08|8230.0|0|8230.0|0|127.0|0|0.0|100
0|2021-12-09|8244.0|0|8244.0|0|127.0|0|0.0|100
0|2021-12-10|8253.0|0|8253.0|0|127.0|0|0.0|100
0|2021-12-11|8253.0|0|8253.0|0|127.0|0|0.0|100
0|2021-12-12|8253.0|0|8253.0|0|127.0|0|0.0|100
0|2021-12-13|8282.0|0|8282.0|0|127.0|0|0.0|100
0|2021-12-14|8282.0|0|8284.0|0|127.0|0|0.0|100
0|2021-12-15|8291.0|0|8291.0|0|127.0|0|0.0|100
0|2021-12-16|8301.0|0|8301.0|0|127.0|0|0.0|100
0|2021-12-17|8307.0|0|8307.0|0|127.0|0|0.0|100
0|2021-12-18|8307.0|0|8307.0|0|127.0|0|0.0|100
0|2021-12-19|8307.0|0|8307.0|0|127.0|0|0.0|100
0|2021-12-20|8362.0|0|8362.0|0|127.0|0|0.0|100
0|2021-12-21|8364.0|0|8364.0|0|127.0|0|0.0|100
0|2021-12-22|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-23|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-24|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-25|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-26|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-27|8376.0|0|8376.0|0|127.0|0|0.0|100
0|2021-12-28|8534.0|0|8534.0|0|127.0|0|0.0|100
0|2021-12-29|8551.0|0|8551.0|0|127.0|0|0.0|100
0|2021-12-30|8661.0|0|8661.0|0|127.0|0|0.0|100
0|2021-12-31|8661.0|0|8828.0|0|127.0|0|0.0|100
0|2022-01-01|8661.0|0|8828.0|0|127.0|0|0.0|100
0|2022-01-02|8661.0|0|8828.0|0|127.0|0|0.0|100
0|2022-01-03|9158.0|0|9158.0|0|127.0|0|0.0|100
0|2022-01-04|9243.0|0|9243.0|0|127.0|0|0.0|100
0|2022-01-05|9450.0|0|9450.0|0|127.0|0|0.0|100
0|2022-01-06|9599.0|0|9599.0|0|127.0|0|0.0|100
0|2022-01-07|9748.0|0|9748.0|0|127.0|0|0.0|100
0|2022-01-08|9748.0|0|9748.0|0|127.0|0|0.0|100
0|2022-01-09|9748.0|0|9748.0|0|127.0|0|0.0|100
0|2022-01-10|10350.0|0|10350.0|0|127.0|0|0.0|100
0|2022-01-11|10459.0|0|10459.0|0|127.0|0|0.0|100
0|2022-01-12|10556.0|0|10556.0|0|127.0|0|0.0|100
0|2022-01-13|10556.0|0|10848.0|0|127.0|0|0.0|100
0|2022-01-14|11056.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-15|11056.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-16|11056.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-17|11056.0|0|0.0|100|130.0|0|0.0|100
