|dates|Montgomery_Georgia_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Georgia_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1531.0|0|1549.0|0|44.0|0|0.0|100
0|2021-12-11|1531.0|0|1549.0|0|44.0|0|0.0|100
0|2021-12-12|1531.0|0|1549.0|0|44.0|0|0.0|100
0|2021-12-13|1531.0|0|1549.0|0|45.0|0|0.0|100
0|2021-12-14|1531.0|0|1551.0|0|45.0|0|0.0|100
0|2021-12-15|1533.0|0|1551.0|0|45.0|0|0.0|100
0|2021-12-16|1534.0|0|1552.0|0|45.0|0|0.0|100
0|2021-12-17|1534.0|0|1552.0|0|45.0|0|0.0|100
0|2021-12-18|1534.0|0|1552.0|0|45.0|0|0.0|100
0|2021-12-19|1534.0|0|1552.0|0|45.0|0|0.0|100
0|2021-12-20|1536.0|0|1554.0|0|45.0|0|0.0|100
0|2021-12-21|1537.0|0|1555.0|0|45.0|0|0.0|100
0|2021-12-22|1540.0|0|1558.0|0|45.0|0|0.0|100
0|2021-12-23|1543.0|0|1561.0|0|45.0|0|0.0|100
0|2021-12-24|1544.0|0|1562.0|0|45.0|0|0.0|100
0|2021-12-25|1544.0|0|1562.0|0|45.0|0|0.0|100
0|2021-12-26|1544.0|0|1562.0|0|45.0|0|0.0|100
0|2021-12-27|1545.0|0|1563.0|0|45.0|0|0.0|100
0|2021-12-28|1546.0|0|1564.0|0|45.0|0|0.0|100
0|2021-12-29|1551.0|0|1569.0|0|45.0|0|0.0|100
0|2021-12-30|1556.0|0|1574.0|0|45.0|0|0.0|100
0|2021-12-31|1558.0|0|1576.0|0|45.0|0|0.0|100
0|2022-01-01|1558.0|0|1576.0|0|45.0|0|0.0|100
0|2022-01-02|1558.0|0|1576.0|0|45.0|0|0.0|100
0|2022-01-03|1558.0|0|1576.0|0|45.0|0|0.0|100
0|2022-01-04|1579.0|0|1597.0|0|45.0|0|0.0|100
0|2022-01-05|1588.0|0|1606.0|0|45.0|0|0.0|100
0|2022-01-06|1588.0|0|1606.0|0|45.0|0|0.0|100
0|2022-01-07|1588.0|0|1606.0|0|45.0|0|0.0|100
0|2022-01-08|1588.0|0|1606.0|0|45.0|0|0.0|100
0|2022-01-09|1588.0|0|1606.0|0|45.0|0|0.0|100
0|2022-01-10|1630.0|0|1640.0|0|45.0|0|0.0|100
0|2022-01-11|1654.0|0|1664.0|0|45.0|0|0.0|100
0|2022-01-12|1662.0|0|1672.0|0|45.0|0|0.0|100
0|2022-01-13|1662.0|0|1684.0|0|45.0|0|0.0|100
0|2022-01-14|1681.0|0|1691.0|0|45.0|0|0.0|100
0|2022-01-15|1681.0|0|1691.0|0|45.0|0|0.0|100
0|2022-01-16|1681.0|0|1691.0|0|45.0|0|0.0|100
0|2022-01-17|1699.0|0|0.0|100|46.0|0|0.0|100
