|dates|Harney_Oregon_UnitedStates.JHU_ConfirmedCases.data|Harney_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Harney_Oregon_UnitedStates.NYT_ConfirmedCases.data|Harney_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Harney_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Harney_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Harney_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Harney_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|1236.0|0|1236.0|0|33.0|0|0.0|100
0|2021-12-19|1236.0|0|1236.0|0|33.0|0|0.0|100
0|2021-12-20|1238.0|0|1238.0|0|33.0|0|0.0|100
0|2021-12-21|1238.0|0|1238.0|0|33.0|0|0.0|100
0|2021-12-22|1241.0|0|1241.0|0|34.0|0|0.0|100
0|2021-12-23|1241.0|0|1241.0|0|34.0|0|0.0|100
0|2021-12-24|1241.0|0|1241.0|0|34.0|0|0.0|100
0|2021-12-25|1241.0|0|1241.0|0|34.0|0|0.0|100
0|2021-12-26|1241.0|0|1241.0|0|34.0|0|0.0|100
0|2021-12-27|1249.0|0|1249.0|0|34.0|0|0.0|100
0|2021-12-28|1252.0|0|1252.0|0|34.0|0|0.0|100
0|2021-12-29|1252.0|0|1252.0|0|34.0|0|0.0|100
0|2021-12-30|1254.0|0|1254.0|0|34.0|0|0.0|100
0|2021-12-31|1254.0|0|1254.0|0|34.0|0|0.0|100
0|2022-01-01|1254.0|0|1254.0|0|34.0|0|0.0|100
0|2022-01-02|1254.0|0|1254.0|0|34.0|0|0.0|100
0|2022-01-03|1261.0|0|1261.0|0|34.0|0|0.0|100
0|2022-01-04|1265.0|0|1265.0|0|34.0|0|0.0|100
0|2022-01-05|1265.0|0|1265.0|0|34.0|0|0.0|100
0|2022-01-06|1265.0|0|1265.0|0|34.0|0|0.0|100
0|2022-01-07|1270.0|0|1270.0|0|34.0|0|0.0|100
0|2022-01-08|1270.0|0|1270.0|0|34.0|0|0.0|100
0|2022-01-09|1270.0|0|1270.0|0|34.0|0|0.0|100
0|2022-01-10|1274.0|0|1274.0|0|34.0|0|0.0|100
0|2022-01-11|1275.0|0|1275.0|0|34.0|0|0.0|100
0|2022-01-12|1277.0|0|1277.0|0|34.0|0|0.0|100
0|2022-01-13|1277.0|0|1283.0|0|34.0|0|0.0|100
0|2022-01-14|1283.0|0|1283.0|0|34.0|0|0.0|100
0|2022-01-15|1283.0|0|1283.0|0|34.0|0|0.0|100
0|2022-01-16|1283.0|0|1283.0|0|34.0|0|0.0|100
0|2022-01-17|1283.0|0|0.0|100|34.0|0|0.0|100
