|dates|Marion_Missouri_UnitedStates.JHU_ConfirmedCases.data|Marion_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Marion_Missouri_UnitedStates.NYT_ConfirmedCases.data|Marion_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Marion_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|5304.0|0|5304.0|0|64.0|0|0.0|100
0|2021-11-16|5318.0|0|5318.0|0|65.0|0|0.0|100
0|2021-11-17|5320.0|0|5320.0|0|65.0|0|0.0|100
0|2021-11-18|5395.0|0|5395.0|0|65.0|0|0.0|100
0|2021-11-19|5406.0|0|5406.0|0|65.0|0|0.0|100
0|2021-11-20|5423.0|0|5423.0|0|65.0|0|0.0|100
0|2021-11-21|5426.0|0|5426.0|0|65.0|0|0.0|100
0|2021-11-22|5427.0|0|5427.0|0|65.0|0|0.0|100
0|2021-11-23|5447.0|0|5447.0|0|65.0|0|0.0|100
0|2021-11-24|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-11-25|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-11-26|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-11-27|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-11-28|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-11-29|5475.0|0|5475.0|0|65.0|0|0.0|100
0|2021-11-30|5498.0|0|5498.0|0|65.0|0|0.0|100
0|2021-12-01|5522.0|0|5522.0|0|65.0|0|0.0|100
0|2021-12-02|5522.0|0|5554.0|0|65.0|0|0.0|100
0|2021-12-03|5554.0|0|5554.0|0|99.0|0|0.0|100
0|2021-12-04|5602.0|0|5602.0|0|99.0|0|0.0|100
0|2021-12-05|5611.0|0|5611.0|0|99.0|0|0.0|100
0|2021-12-06|5619.0|0|5619.0|0|99.0|0|0.0|100
0|2021-12-07|5642.0|0|5642.0|0|100.0|0|0.0|100
0|2021-12-08|5687.0|0|5687.0|0|100.0|0|0.0|100
0|2021-12-09|5701.0|0|5701.0|0|100.0|0|0.0|100
0|2021-12-10|5723.0|0|5723.0|0|100.0|0|0.0|100
0|2021-12-11|5728.0|0|5728.0|0|100.0|0|0.0|100
0|2021-12-12|5735.0|0|5735.0|0|100.0|0|0.0|100
0|2021-12-13|5736.0|0|5736.0|0|100.0|0|0.0|100
0|2021-12-14|5736.0|0|5774.0|0|100.0|0|0.0|100
0|2021-12-15|5836.0|0|5836.0|0|100.0|0|0.0|100
0|2021-12-16|5877.0|0|5877.0|0|100.0|0|0.0|100
0|2021-12-17|5890.0|0|5890.0|0|100.0|0|0.0|100
0|2021-12-18|5939.0|0|5939.0|0|100.0|0|0.0|100
0|2021-12-19|5939.0|0|5939.0|0|100.0|0|0.0|100
0|2021-12-20|5941.0|0|5941.0|0|100.0|0|0.0|100
0|2021-12-21|5966.0|0|5966.0|0|100.0|0|0.0|100
0|2021-12-22|6016.0|0|6016.0|0|100.0|0|0.0|100
0|2021-12-23|6040.0|0|6040.0|0|100.0|0|0.0|100
0|2021-12-24|6040.0|0|6040.0|0|100.0|0|0.0|100
0|2021-12-25|6040.0|0|6040.0|0|100.0|0|0.0|100
0|2021-12-26|6040.0|0|6040.0|0|100.0|0|0.0|100
0|2021-12-27|6052.0|0|6052.0|0|100.0|0|0.0|100
0|2021-12-28|6096.0|0|6096.0|0|102.0|0|0.0|100
0|2021-12-29|6130.0|0|6130.0|0|102.0|0|0.0|100
0|2021-12-30|6160.0|0|6160.0|0|102.0|0|0.0|100
0|2021-12-31|6160.0|0|6160.0|0|102.0|0|0.0|100
0|2022-01-01|6160.0|0|6160.0|0|102.0|0|0.0|100
0|2022-01-02|6160.0|0|6160.0|0|102.0|0|0.0|100
0|2022-01-03|6160.0|0|6233.0|0|102.0|0|0.0|100
0|2022-01-04|6255.0|0|6255.0|0|104.0|0|0.0|100
0|2022-01-05|6328.0|0|6328.0|0|105.0|0|0.0|100
0|2022-01-06|6352.0|0|6352.0|0|105.0|0|0.0|100
0|2022-01-07|6410.0|0|6410.0|0|105.0|0|0.0|100
0|2022-01-08|6450.0|0|6450.0|0|105.0|0|0.0|100
0|2022-01-09|6451.0|0|6451.0|0|105.0|0|0.0|100
0|2022-01-10|6457.0|0|6457.0|0|105.0|0|0.0|100
0|2022-01-11|6527.0|0|6527.0|0|109.0|0|0.0|100
0|2022-01-12|6616.0|0|6616.0|0|109.0|0|0.0|100
0|2022-01-13|6616.0|0|6666.0|0|109.0|0|0.0|100
0|2022-01-14|6713.0|0|6713.0|0|109.0|0|0.0|100
0|2022-01-15|6790.0|0|6790.0|0|109.0|0|0.0|100
0|2022-01-16|6790.0|0|6790.0|0|109.0|0|0.0|100
0|2022-01-17|6790.0|0|0.0|100|109.0|0|0.0|100
