|dates|Hatillo_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Hatillo_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Hatillo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Hatillo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Hatillo_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Hatillo_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Hatillo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Hatillo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-02|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-03|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-04|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-05|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-06|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-07|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-08|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-09|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-10|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-11|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-12|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-13|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-14|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-15|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-16|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-17|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-18|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-19|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-20|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-21|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-22|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-23|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-24|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-25|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-26|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-27|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-28|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-29|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-30|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-01-31|11333.5|0|2053.0|0|15.336346319052778|0|13386.5|0
0|2020-02-01|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-02|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-03|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-04|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-05|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-06|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-07|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-08|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-09|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-10|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-11|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-12|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-13|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-14|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-15|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-16|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-17|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
0|2020-02-18|11586.0|0|1958.5|0|14.459743807449518|0|13544.5|0
