|dates|Jackson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Indiana_UnitedStates.NYT_ConfirmedCases.data|Jackson_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6917.0|0|6921.0|0|88.0|0|0.0|100
0|2021-10-18|6940.0|0|6945.0|0|88.0|0|0.0|100
0|2021-10-19|6946.0|0|6951.0|0|88.0|0|0.0|100
0|2021-10-20|6958.0|0|6963.0|0|89.0|0|0.0|100
0|2021-10-21|6972.0|0|6977.0|0|89.0|0|0.0|100
0|2021-10-22|6982.0|0|6987.0|0|89.0|0|0.0|100
0|2021-10-23|6982.0|0|6987.0|0|89.0|0|0.0|100
0|2021-10-24|6982.0|0|6987.0|0|89.0|0|0.0|100
0|2021-10-25|7009.0|0|7014.0|0|90.0|0|0.0|100
0|2021-10-26|7019.0|0|7024.0|0|90.0|0|0.0|100
0|2021-10-27|7039.0|0|7044.0|0|90.0|0|0.0|100
0|2021-10-28|7059.0|0|7064.0|0|90.0|0|0.0|100
0|2021-10-29|7064.0|0|7069.0|0|90.0|0|0.0|100
0|2021-10-30|7064.0|0|7069.0|0|90.0|0|0.0|100
0|2021-10-31|7064.0|0|7069.0|0|90.0|0|0.0|100
0|2021-11-01|7091.0|0|7096.0|0|93.0|0|0.0|100
0|2021-11-02|7096.0|0|7101.0|0|93.0|0|0.0|100
0|2021-11-03|7112.0|0|7118.0|0|93.0|0|0.0|100
0|2021-11-04|7130.0|0|7136.0|0|93.0|0|0.0|100
0|2021-11-05|7137.0|0|7143.0|0|93.0|0|0.0|100
0|2021-11-06|7137.0|0|7143.0|0|93.0|0|0.0|100
0|2021-11-07|7137.0|0|7143.0|0|93.0|0|0.0|100
0|2021-11-08|7162.0|0|7168.0|0|93.0|0|0.0|100
0|2021-11-09|7173.0|0|7179.0|0|93.0|0|0.0|100
0|2021-11-10|7185.0|0|7191.0|0|93.0|0|0.0|100
0|2021-11-11|7225.0|0|7231.0|0|92.0|0|0.0|100
0|2021-11-12|7237.0|0|7243.0|0|92.0|0|0.0|100
0|2021-11-13|7237.0|0|7243.0|0|92.0|0|0.0|100
0|2021-11-14|7237.0|0|7243.0|0|92.0|0|0.0|100
0|2021-11-15|7256.0|0|7262.0|0|92.0|0|0.0|100
0|2021-11-16|7263.0|0|7269.0|0|92.0|0|0.0|100
0|2021-11-17|7275.0|0|7281.0|0|92.0|0|0.0|100
0|2021-11-18|7288.0|0|7294.0|0|92.0|0|0.0|100
0|2021-11-19|7304.0|0|7310.0|0|92.0|0|0.0|100
0|2021-11-20|7304.0|0|7310.0|0|92.0|0|0.0|100
0|2021-11-21|7304.0|0|7310.0|0|92.0|0|0.0|100
0|2021-11-22|7343.0|0|7349.0|0|92.0|0|0.0|100
0|2021-11-23|7361.0|0|7367.0|0|93.0|0|0.0|100
0|2021-11-24|7380.0|0|7386.0|0|93.0|0|0.0|100
0|2021-11-25|7380.0|0|7386.0|0|93.0|0|0.0|100
0|2021-11-26|7380.0|0|7386.0|0|93.0|0|0.0|100
0|2021-11-27|7380.0|0|7386.0|0|93.0|0|0.0|100
0|2021-11-28|7380.0|0|7386.0|0|93.0|0|0.0|100
0|2021-11-29|7438.0|0|7444.0|0|93.0|0|0.0|100
0|2021-11-30|7526.0|0|7532.0|0|93.0|0|0.0|100
0|2021-12-01|7583.0|0|7589.0|0|93.0|0|0.0|100
0|2021-12-02|7640.0|0|7646.0|0|93.0|0|0.0|100
0|2021-12-03|7707.0|0|7713.0|0|93.0|0|0.0|100
0|2021-12-04|7707.0|0|7713.0|0|93.0|0|0.0|100
0|2021-12-05|7707.0|0|7713.0|0|93.0|0|0.0|100
0|2021-12-06|7799.0|0|7805.0|0|93.0|0|0.0|100
0|2021-12-07|7817.0|0|7823.0|0|93.0|0|0.0|100
0|2021-12-08|7869.0|0|7875.0|0|94.0|0|0.0|100
0|2021-12-09|7893.0|0|7899.0|0|94.0|0|0.0|100
0|2021-12-10|7915.0|0|7922.0|0|94.0|0|0.0|100
0|2021-12-11|7915.0|0|7922.0|0|94.0|0|0.0|100
0|2021-12-12|7915.0|0|7922.0|0|94.0|0|0.0|100
0|2021-12-13|8139.0|0|8145.0|0|94.0|0|0.0|100
0|2021-12-14|8139.0|0|8188.0|0|94.0|0|0.0|100
0|2021-12-15|8212.0|0|8218.0|0|97.0|0|0.0|100
0|2021-12-16|8257.0|0|8263.0|0|97.0|0|0.0|100
0|2021-12-17|8276.0|0|8282.0|0|97.0|0|0.0|100
0|2021-12-18|8276.0|0|8282.0|0|97.0|0|0.0|100
0|2021-12-19|8276.0|0|8282.0|0|97.0|0|0.0|100
0|2021-12-20|8349.0|0|8355.0|0|98.0|0|0.0|100
0|2021-12-21|8387.0|0|8393.0|0|98.0|0|0.0|100
0|2021-12-22|8421.0|0|8427.0|0|98.0|0|0.0|100
0|2021-12-23|8421.0|0|8427.0|0|98.0|0|0.0|100
0|2021-12-24|8421.0|0|8427.0|0|98.0|0|0.0|100
0|2021-12-25|8421.0|0|8427.0|0|98.0|0|0.0|100
0|2021-12-26|8421.0|0|8427.0|0|98.0|0|0.0|100
0|2021-12-27|8510.0|0|8516.0|0|98.0|0|0.0|100
0|2021-12-28|8559.0|0|8565.0|0|98.0|0|0.0|100
0|2021-12-29|8633.0|0|8639.0|0|98.0|0|0.0|100
0|2021-12-30|8678.0|0|8684.0|0|98.0|0|0.0|100
0|2021-12-31|8678.0|0|8684.0|0|98.0|0|0.0|100
0|2022-01-01|8678.0|0|8684.0|0|98.0|0|0.0|100
0|2022-01-02|8678.0|0|8684.0|0|98.0|0|0.0|100
0|2022-01-03|8784.0|0|8790.0|0|98.0|0|0.0|100
0|2022-01-04|8863.0|0|8869.0|0|100.0|0|0.0|100
0|2022-01-05|8947.0|0|8953.0|0|101.0|0|0.0|100
0|2022-01-06|9037.0|0|9043.0|0|101.0|0|0.0|100
0|2022-01-07|9142.0|0|9148.0|0|101.0|0|0.0|100
0|2022-01-08|9142.0|0|9148.0|0|101.0|0|0.0|100
0|2022-01-09|9142.0|0|9148.0|0|101.0|0|0.0|100
0|2022-01-10|9302.0|0|9308.0|0|102.0|0|0.0|100
0|2022-01-11|9417.0|0|9423.0|0|102.0|0|0.0|100
0|2022-01-12|9551.0|0|9557.0|0|103.0|0|0.0|100
0|2022-01-13|9551.0|0|9696.0|0|103.0|0|0.0|100
0|2022-01-14|9813.0|0|9819.0|0|104.0|0|0.0|100
0|2022-01-15|9813.0|0|9819.0|0|104.0|0|0.0|100
0|2022-01-16|9813.0|0|9819.0|0|104.0|0|0.0|100
0|2022-01-17|10174.0|0|0.0|100|104.0|0|0.0|100
