|dates|Henry_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Henry_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Henry_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Henry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5426.0|0|5426.0|0|85.0|0|0.0|100
0|2021-10-18|5433.0|0|5433.0|0|85.0|0|0.0|100
0|2021-10-19|5436.0|0|5436.0|0|85.0|0|0.0|100
0|2021-10-20|5444.0|0|5444.0|0|86.0|0|0.0|100
0|2021-10-21|5447.0|0|5447.0|0|86.0|0|0.0|100
0|2021-10-22|5449.0|0|5449.0|0|86.0|0|0.0|100
0|2021-10-23|5449.0|0|5449.0|0|86.0|0|0.0|100
0|2021-10-24|5449.0|0|5449.0|0|86.0|0|0.0|100
0|2021-10-25|5449.0|0|5449.0|0|86.0|0|0.0|100
0|2021-10-26|5459.0|0|5459.0|0|86.0|0|0.0|100
0|2021-10-27|5464.0|0|5464.0|0|86.0|0|0.0|100
0|2021-10-28|5468.0|0|5468.0|0|86.0|0|0.0|100
0|2021-10-29|5472.0|0|5472.0|0|86.0|0|0.0|100
0|2021-10-30|5472.0|0|5472.0|0|86.0|0|0.0|100
0|2021-10-31|5472.0|0|5472.0|0|86.0|0|0.0|100
0|2021-11-01|5472.0|0|5472.0|0|86.0|0|0.0|100
0|2021-11-02|5484.0|0|5484.0|0|86.0|0|0.0|100
0|2021-11-03|5489.0|0|5489.0|0|86.0|0|0.0|100
0|2021-11-04|5493.0|0|5493.0|0|86.0|0|0.0|100
0|2021-11-05|5494.0|0|5494.0|0|86.0|0|0.0|100
0|2021-11-06|5494.0|0|5494.0|0|86.0|0|0.0|100
0|2021-11-07|5494.0|0|5494.0|0|86.0|0|0.0|100
0|2021-11-08|5494.0|0|5494.0|0|86.0|0|0.0|100
0|2021-11-09|5505.0|0|5505.0|0|87.0|0|0.0|100
0|2021-11-10|5506.0|0|5506.0|0|87.0|0|0.0|100
0|2021-11-11|5506.0|0|5506.0|0|87.0|0|0.0|100
0|2021-11-12|5521.0|0|5521.0|0|87.0|0|0.0|100
0|2021-11-13|5521.0|0|5521.0|0|87.0|0|0.0|100
0|2021-11-14|5521.0|0|5521.0|0|87.0|0|0.0|100
0|2021-11-15|5533.0|0|5533.0|0|87.0|0|0.0|100
0|2021-11-16|5536.0|0|5536.0|0|87.0|0|0.0|100
0|2021-11-17|5539.0|0|5539.0|0|88.0|0|0.0|100
0|2021-11-18|5546.0|0|5546.0|0|88.0|0|0.0|100
0|2021-11-19|5553.0|0|5553.0|0|88.0|0|0.0|100
0|2021-11-20|5553.0|0|5553.0|0|88.0|0|0.0|100
0|2021-11-21|5553.0|0|5553.0|0|88.0|0|0.0|100
0|2021-11-22|5559.0|0|5559.0|0|89.0|0|0.0|100
0|2021-11-23|5559.0|0|5559.0|0|91.0|0|0.0|100
0|2021-11-24|5560.0|0|5560.0|0|92.0|0|0.0|100
0|2021-11-25|5560.0|0|5560.0|0|92.0|0|0.0|100
0|2021-11-26|5560.0|0|5560.0|0|92.0|0|0.0|100
0|2021-11-27|5560.0|0|5560.0|0|92.0|0|0.0|100
0|2021-11-28|5560.0|0|5560.0|0|92.0|0|0.0|100
0|2021-11-29|5570.0|0|5570.0|0|93.0|0|0.0|100
0|2021-11-30|5576.0|0|5576.0|0|93.0|0|0.0|100
0|2021-12-01|5587.0|0|5587.0|0|94.0|0|0.0|100
0|2021-12-02|5595.0|0|5595.0|0|94.0|0|0.0|100
0|2021-12-03|5602.0|0|5602.0|0|95.0|0|0.0|100
0|2021-12-04|5602.0|0|5602.0|0|95.0|0|0.0|100
0|2021-12-05|5602.0|0|5602.0|0|95.0|0|0.0|100
0|2021-12-06|5613.0|0|5613.0|0|96.0|0|0.0|100
0|2021-12-07|5616.0|0|5616.0|0|96.0|0|0.0|100
0|2021-12-08|5628.0|0|5628.0|0|96.0|0|0.0|100
0|2021-12-09|5628.0|0|5628.0|0|96.0|0|0.0|100
0|2021-12-10|5647.0|0|5647.0|0|96.0|0|0.0|100
0|2021-12-11|5647.0|0|5647.0|0|96.0|0|0.0|100
0|2021-12-12|5647.0|0|5647.0|0|96.0|0|0.0|100
0|2021-12-13|5665.0|0|5665.0|0|96.0|0|0.0|100
0|2021-12-14|5665.0|0|5667.0|0|96.0|0|0.0|100
0|2021-12-15|5671.0|0|5671.0|0|97.0|0|0.0|100
0|2021-12-16|5677.0|0|5677.0|0|97.0|0|0.0|100
0|2021-12-17|5686.0|0|5686.0|0|97.0|0|0.0|100
0|2021-12-18|5686.0|0|5686.0|0|97.0|0|0.0|100
0|2021-12-19|5686.0|0|5686.0|0|97.0|0|0.0|100
0|2021-12-20|5699.0|0|5699.0|0|97.0|0|0.0|100
0|2021-12-21|5704.0|0|5704.0|0|97.0|0|0.0|100
0|2021-12-22|5707.0|0|5707.0|0|98.0|0|0.0|100
0|2021-12-23|5721.0|0|5721.0|0|114.0|0|0.0|100
0|2021-12-24|5721.0|0|5721.0|0|114.0|0|0.0|100
0|2021-12-25|5721.0|0|5721.0|0|114.0|0|0.0|100
0|2021-12-26|5721.0|0|5721.0|0|114.0|0|0.0|100
0|2021-12-27|5766.0|0|5766.0|0|116.0|0|0.0|100
0|2021-12-28|5766.0|0|5785.0|0|116.0|0|0.0|100
0|2021-12-29|5807.0|0|5807.0|0|117.0|0|0.0|100
0|2021-12-30|5847.0|0|5847.0|0|117.0|0|0.0|100
0|2021-12-31|5847.0|0|5847.0|0|117.0|0|0.0|100
0|2022-01-01|5847.0|0|5847.0|0|117.0|0|0.0|100
0|2022-01-02|5847.0|0|5847.0|0|117.0|0|0.0|100
0|2022-01-03|5920.0|0|5920.0|0|117.0|0|0.0|100
0|2022-01-04|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-05|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-06|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-07|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-08|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-09|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-10|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-11|5931.0|0|5931.0|0|118.0|0|0.0|100
0|2022-01-12|6131.0|0|6131.0|0|120.0|0|0.0|100
0|2022-01-13|6131.0|0|6131.0|0|120.0|0|0.0|100
0|2022-01-14|6131.0|0|6131.0|0|120.0|0|0.0|100
0|2022-01-15|6131.0|0|6131.0|0|120.0|0|0.0|100
0|2022-01-16|6131.0|0|6131.0|0|120.0|0|0.0|100
0|2022-01-17|6131.0|0|0.0|100|120.0|0|0.0|100
