|dates|Washington_Utah_UnitedStates.BLS_EmployedPopulation.data|Washington_Utah_UnitedStates.BLS_EmployedPopulation.missing|Washington_Utah_UnitedStates.BLS_UnemployedPopulation.data|Washington_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Utah_UnitedStates.BLS_UnemploymentRate.data|Washington_Utah_UnitedStates.BLS_UnemploymentRate.missing|Washington_Utah_UnitedStates.BLS_LaborForcePopulation.data|Washington_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-18|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-19|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-20|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-21|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-22|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-23|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-24|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-25|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-26|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-27|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-28|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-29|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-30|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-10-31|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-01|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-02|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-03|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-04|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-05|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-06|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-07|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-08|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-09|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-10|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-11|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
0|2021-11-12|80021.0|0|2311.0|0|2.806928047417772|0|82332.0|0
