|dates|Cooper_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cooper_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cooper_Missouri_UnitedStates.NYT_ConfirmedCases.data|Cooper_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Cooper_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cooper_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cooper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cooper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|3021.0|0|3021.0|0|53.0|0|0.0|100
0|2021-12-06|3027.0|0|3027.0|0|53.0|0|0.0|100
0|2021-12-07|3032.0|0|3032.0|0|53.0|0|0.0|100
0|2021-12-08|3043.0|0|3043.0|0|53.0|0|0.0|100
0|2021-12-09|3052.0|0|3052.0|0|53.0|0|0.0|100
0|2021-12-10|3060.0|0|3060.0|0|53.0|0|0.0|100
0|2021-12-11|3067.0|0|3067.0|0|55.0|0|0.0|100
0|2021-12-12|3074.0|0|3074.0|0|55.0|0|0.0|100
0|2021-12-13|3078.0|0|3078.0|0|55.0|0|0.0|100
0|2021-12-14|3078.0|0|3095.0|0|55.0|0|0.0|100
0|2021-12-15|3105.0|0|3105.0|0|54.0|0|0.0|100
0|2021-12-16|3114.0|0|3114.0|0|54.0|0|0.0|100
0|2021-12-17|3142.0|0|3142.0|0|54.0|0|0.0|100
0|2021-12-18|3155.0|0|3155.0|0|54.0|0|0.0|100
0|2021-12-19|3157.0|0|3157.0|0|54.0|0|0.0|100
0|2021-12-20|3164.0|0|3164.0|0|54.0|0|0.0|100
0|2021-12-21|3171.0|0|3171.0|0|54.0|0|0.0|100
0|2021-12-22|3182.0|0|3182.0|0|54.0|0|0.0|100
0|2021-12-23|3188.0|0|3188.0|0|54.0|0|0.0|100
0|2021-12-24|3188.0|0|3188.0|0|54.0|0|0.0|100
0|2021-12-25|3188.0|0|3188.0|0|54.0|0|0.0|100
0|2021-12-26|3188.0|0|3188.0|0|54.0|0|0.0|100
0|2021-12-27|3207.0|0|3207.0|0|54.0|0|0.0|100
0|2021-12-28|3220.0|0|3220.0|0|58.0|0|0.0|100
0|2021-12-29|3228.0|0|3228.0|0|58.0|0|0.0|100
0|2021-12-30|3252.0|0|3252.0|0|58.0|0|0.0|100
0|2021-12-31|3252.0|0|3252.0|0|58.0|0|0.0|100
0|2022-01-01|3252.0|0|3252.0|0|58.0|0|0.0|100
0|2022-01-02|3252.0|0|3252.0|0|58.0|0|0.0|100
0|2022-01-03|3252.0|0|3279.0|0|58.0|0|0.0|100
0|2022-01-04|3293.0|0|3293.0|0|62.0|0|0.0|100
0|2022-01-05|3309.0|0|3309.0|0|63.0|0|0.0|100
0|2022-01-06|3325.0|0|3325.0|0|63.0|0|0.0|100
0|2022-01-07|3341.0|0|3341.0|0|63.0|0|0.0|100
0|2022-01-08|3366.0|0|3366.0|0|63.0|0|0.0|100
0|2022-01-09|3373.0|0|3373.0|0|63.0|0|0.0|100
0|2022-01-10|3389.0|0|3389.0|0|63.0|0|0.0|100
0|2022-01-11|3407.0|0|3407.0|0|64.0|0|0.0|100
0|2022-01-12|3443.0|0|3443.0|0|64.0|0|0.0|100
0|2022-01-13|3443.0|0|3471.0|0|64.0|0|0.0|100
0|2022-01-14|3499.0|0|3499.0|0|64.0|0|0.0|100
0|2022-01-15|3530.0|0|3530.0|0|64.0|0|0.0|100
0|2022-01-16|3530.0|0|3530.0|0|64.0|0|0.0|100
0|2022-01-17|3530.0|0|0.0|100|64.0|0|0.0|100
