|dates|Bell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|5910.0|0|5910.0|0|102.0|0|0.0|100
0|2021-11-22|5914.0|0|5914.0|0|102.0|0|0.0|100
0|2021-11-23|5917.0|0|5917.0|0|103.0|0|0.0|100
0|2021-11-24|5927.0|0|5927.0|0|104.0|0|0.0|100
0|2021-11-25|5927.0|0|5927.0|0|104.0|0|0.0|100
0|2021-11-26|5927.0|0|5927.0|0|104.0|0|0.0|100
0|2021-11-27|5927.0|0|5927.0|0|104.0|0|0.0|100
0|2021-11-28|5927.0|0|5927.0|0|104.0|0|0.0|100
0|2021-11-29|5943.0|0|5943.0|0|106.0|0|0.0|100
0|2021-11-30|5950.0|0|5950.0|0|106.0|0|0.0|100
0|2021-12-01|5967.0|0|5967.0|0|106.0|0|0.0|100
0|2021-12-02|5967.0|0|5978.0|0|106.0|0|0.0|100
0|2021-12-03|5987.0|0|5987.0|0|108.0|0|0.0|100
0|2021-12-04|5987.0|0|5987.0|0|108.0|0|0.0|100
0|2021-12-05|5987.0|0|5987.0|0|108.0|0|0.0|100
0|2021-12-06|6006.0|0|6006.0|0|112.0|0|0.0|100
0|2021-12-07|6029.0|0|6029.0|0|113.0|0|0.0|100
0|2021-12-08|6039.0|0|6039.0|0|113.0|0|0.0|100
0|2021-12-09|6047.0|0|6047.0|0|114.0|0|0.0|100
0|2021-12-10|6060.0|0|6060.0|0|115.0|0|0.0|100
0|2021-12-11|6060.0|0|6060.0|0|115.0|0|0.0|100
0|2021-12-12|6060.0|0|6060.0|0|115.0|0|0.0|100
0|2021-12-13|6068.0|0|6068.0|0|117.0|0|0.0|100
0|2021-12-14|6068.0|0|6078.0|0|117.0|0|0.0|100
0|2021-12-15|6088.0|0|6088.0|0|117.0|0|0.0|100
0|2021-12-16|6098.0|0|6098.0|0|117.0|0|0.0|100
0|2021-12-17|6107.0|0|6107.0|0|117.0|0|0.0|100
0|2021-12-18|6107.0|0|6107.0|0|117.0|0|0.0|100
0|2021-12-19|6107.0|0|6107.0|0|117.0|0|0.0|100
0|2021-12-20|6135.0|0|6135.0|0|117.0|0|0.0|100
0|2021-12-21|6146.0|0|6146.0|0|117.0|0|0.0|100
0|2021-12-22|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2021-12-23|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2021-12-24|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2021-12-25|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2021-12-26|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2021-12-27|6178.0|0|6178.0|0|119.0|0|0.0|100
0|2021-12-28|6194.0|0|6194.0|0|119.0|0|0.0|100
0|2021-12-29|6204.0|0|6204.0|0|120.0|0|0.0|100
0|2021-12-30|6204.0|0|6204.0|0|120.0|0|0.0|100
0|2021-12-31|6204.0|0|6204.0|0|120.0|0|0.0|100
0|2022-01-01|6204.0|0|6204.0|0|120.0|0|0.0|100
0|2022-01-02|6204.0|0|6204.0|0|120.0|0|0.0|100
0|2022-01-03|6285.0|0|6285.0|0|121.0|0|0.0|100
0|2022-01-04|6298.0|0|6298.0|0|121.0|0|0.0|100
0|2022-01-05|6329.0|0|6329.0|0|121.0|0|0.0|100
0|2022-01-06|6368.0|0|6368.0|0|121.0|0|0.0|100
0|2022-01-07|6404.0|0|6404.0|0|121.0|0|0.0|100
0|2022-01-08|6404.0|0|6404.0|0|121.0|0|0.0|100
0|2022-01-09|6404.0|0|6404.0|0|121.0|0|0.0|100
0|2022-01-10|6442.0|0|6442.0|0|121.0|0|0.0|100
0|2022-01-11|6476.0|0|6476.0|0|121.0|0|0.0|100
0|2022-01-12|6534.0|0|6534.0|0|121.0|0|0.0|100
0|2022-01-13|6534.0|0|6597.0|0|121.0|0|0.0|100
0|2022-01-14|6651.0|0|6651.0|0|121.0|0|0.0|100
0|2022-01-15|6651.0|0|6651.0|0|121.0|0|0.0|100
0|2022-01-16|6651.0|0|6651.0|0|121.0|0|0.0|100
0|2022-01-17|6651.0|0|0.0|100|121.0|0|0.0|100
