|dates|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Shiawassee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Shiawassee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|11901.0|0|11901.0|0|157.0|0|0.0|100
0|2021-12-12|11901.0|0|11901.0|0|157.0|0|0.0|100
0|2021-12-13|12049.0|0|12049.0|0|162.0|0|0.0|100
0|2021-12-14|12049.0|0|12049.0|0|162.0|0|0.0|100
0|2021-12-15|12153.0|0|12153.0|0|167.0|0|0.0|100
0|2021-12-16|12153.0|0|12153.0|0|167.0|0|0.0|100
0|2021-12-17|12255.0|0|12255.0|0|170.0|0|0.0|100
0|2021-12-18|12255.0|0|12255.0|0|170.0|0|0.0|100
0|2021-12-19|12255.0|0|12255.0|0|170.0|0|0.0|100
0|2021-12-20|12337.0|0|12337.0|0|174.0|0|0.0|100
0|2021-12-21|12337.0|0|12337.0|0|174.0|0|0.0|100
0|2021-12-22|12452.0|0|12452.0|0|176.0|0|0.0|100
0|2021-12-23|12452.0|0|12452.0|0|176.0|0|0.0|100
0|2021-12-24|12452.0|0|12452.0|0|176.0|0|0.0|100
0|2021-12-25|12452.0|0|12452.0|0|176.0|0|0.0|100
0|2021-12-26|12452.0|0|12452.0|0|176.0|0|0.0|100
0|2021-12-27|12590.0|0|12590.0|0|182.0|0|0.0|100
0|2021-12-28|12590.0|0|12590.0|0|182.0|0|0.0|100
0|2021-12-29|12724.0|0|12724.0|0|183.0|0|0.0|100
0|2021-12-30|12724.0|0|12724.0|0|183.0|0|0.0|100
0|2021-12-31|12724.0|0|12724.0|0|183.0|0|0.0|100
0|2022-01-01|12724.0|0|12724.0|0|183.0|0|0.0|100
0|2022-01-02|12724.0|0|12724.0|0|183.0|0|0.0|100
0|2022-01-03|13003.0|0|13003.0|0|189.0|0|0.0|100
0|2022-01-04|13003.0|0|13003.0|0|189.0|0|0.0|100
0|2022-01-05|13237.0|0|13237.0|0|192.0|0|0.0|100
0|2022-01-06|13237.0|0|13237.0|0|192.0|0|0.0|100
0|2022-01-07|13592.0|0|13592.0|0|192.0|0|0.0|100
0|2022-01-08|13592.0|0|13592.0|0|192.0|0|0.0|100
0|2022-01-09|13592.0|0|13592.0|0|192.0|0|0.0|100
0|2022-01-10|13779.0|0|13779.0|0|192.0|0|0.0|100
0|2022-01-11|13779.0|0|13779.0|0|192.0|0|0.0|100
0|2022-01-12|14120.0|0|14120.0|0|196.0|0|0.0|100
0|2022-01-13|14120.0|0|14120.0|0|196.0|0|0.0|100
0|2022-01-14|14447.0|0|14447.0|0|199.0|0|0.0|100
0|2022-01-15|14447.0|0|14447.0|0|199.0|0|0.0|100
0|2022-01-16|14447.0|0|14447.0|0|199.0|0|0.0|100
0|2022-01-17|14447.0|0|0.0|100|199.0|0|0.0|100
