|dates|Hays_Texas_UnitedStates.JHU_ConfirmedCases.data|Hays_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hays_Texas_UnitedStates.NYT_ConfirmedCases.data|Hays_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|33729.0|0|33729.0|0|404.0|0|0.0|100
0|2021-11-23|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-24|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-25|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-26|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-27|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-28|33747.0|0|33747.0|0|405.0|0|0.0|100
0|2021-11-29|33812.0|0|33812.0|0|406.0|0|0.0|100
0|2021-11-30|33843.0|0|33843.0|0|407.0|0|0.0|100
0|2021-12-01|33888.0|0|33888.0|0|407.0|0|0.0|100
0|2021-12-02|33969.0|0|33969.0|0|407.0|0|0.0|100
0|2021-12-03|33981.0|0|33981.0|0|407.0|0|0.0|100
0|2021-12-04|33981.0|0|33981.0|0|407.0|0|0.0|100
0|2021-12-05|33981.0|0|33981.0|0|407.0|0|0.0|100
0|2021-12-06|34028.0|0|34028.0|0|408.0|0|0.0|100
0|2021-12-07|34028.0|0|34028.0|0|408.0|0|0.0|100
0|2021-12-08|34098.0|0|34098.0|0|408.0|0|0.0|100
0|2021-12-09|34131.0|0|34131.0|0|408.0|0|0.0|100
0|2021-12-10|34173.0|0|34173.0|0|408.0|0|0.0|100
0|2021-12-11|34206.0|0|34206.0|0|408.0|0|0.0|100
0|2021-12-12|34231.0|0|34231.0|0|408.0|0|0.0|100
0|2021-12-13|34253.0|0|34253.0|0|410.0|0|0.0|100
0|2021-12-14|34253.0|0|34270.0|0|410.0|0|0.0|100
0|2021-12-15|34302.0|0|34302.0|0|410.0|0|0.0|100
0|2021-12-16|34346.0|0|34346.0|0|411.0|0|0.0|100
0|2021-12-17|34420.0|0|34420.0|0|411.0|0|0.0|100
0|2021-12-18|34480.0|0|34480.0|0|411.0|0|0.0|100
0|2021-12-19|34526.0|0|34526.0|0|411.0|0|0.0|100
0|2021-12-20|34602.0|0|34602.0|0|411.0|0|0.0|100
0|2021-12-21|34687.0|0|34687.0|0|411.0|0|0.0|100
0|2021-12-22|34781.0|0|34781.0|0|411.0|0|0.0|100
0|2021-12-23|34970.0|0|34970.0|0|411.0|0|0.0|100
0|2021-12-24|34970.0|0|34970.0|0|411.0|0|0.0|100
0|2021-12-25|34970.0|0|34970.0|0|411.0|0|0.0|100
0|2021-12-26|34970.0|0|34970.0|0|411.0|0|0.0|100
0|2021-12-27|35610.0|0|35610.0|0|411.0|0|0.0|100
0|2021-12-28|35924.0|0|35924.0|0|413.0|0|0.0|100
0|2021-12-29|36656.0|0|36656.0|0|413.0|0|0.0|100
0|2021-12-30|36959.0|0|36959.0|0|414.0|0|0.0|100
0|2021-12-31|37439.0|0|37439.0|0|414.0|0|0.0|100
0|2022-01-01|37439.0|0|37439.0|0|414.0|0|0.0|100
0|2022-01-02|37439.0|0|37439.0|0|414.0|0|0.0|100
0|2022-01-03|38221.0|0|38221.0|0|414.0|0|0.0|100
0|2022-01-04|39257.0|0|39257.0|0|416.0|0|0.0|100
0|2022-01-05|39569.0|0|39569.0|0|417.0|0|0.0|100
0|2022-01-06|40659.0|0|40659.0|0|418.0|0|0.0|100
0|2022-01-07|41399.0|0|41399.0|0|418.0|0|0.0|100
0|2022-01-08|41399.0|0|41399.0|0|418.0|0|0.0|100
0|2022-01-09|41808.0|0|41808.0|0|418.0|0|0.0|100
0|2022-01-10|42564.0|0|42564.0|0|418.0|0|0.0|100
0|2022-01-11|43004.0|0|43004.0|0|418.0|0|0.0|100
0|2022-01-12|43542.0|0|43542.0|0|420.0|0|0.0|100
0|2022-01-13|43542.0|0|44196.0|0|420.0|0|0.0|100
0|2022-01-14|44196.0|0|45096.0|0|420.0|0|0.0|100
0|2022-01-15|45655.0|0|45655.0|0|426.0|0|0.0|100
0|2022-01-16|46040.0|0|46040.0|0|426.0|0|0.0|100
0|2022-01-17|46691.0|0|0.0|100|426.0|0|0.0|100
