|dates|Fayette_Texas_UnitedStates.JHU_ConfirmedCases.data|Fayette_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Texas_UnitedStates.NYT_ConfirmedCases.data|Fayette_Texas_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|3666.0|0|3666.0|0|93.0|0|0.0|100
0|2021-12-14|3666.0|0|3666.0|0|93.0|0|0.0|100
0|2021-12-15|3671.0|0|3671.0|0|94.0|0|0.0|100
0|2021-12-16|3675.0|0|3675.0|0|94.0|0|0.0|100
0|2021-12-17|3676.0|0|3676.0|0|94.0|0|0.0|100
0|2021-12-18|3677.0|0|3677.0|0|94.0|0|0.0|100
0|2021-12-19|3679.0|0|3679.0|0|94.0|0|0.0|100
0|2021-12-20|3682.0|0|3682.0|0|95.0|0|0.0|100
0|2021-12-21|3686.0|0|3686.0|0|95.0|0|0.0|100
0|2021-12-22|3689.0|0|3689.0|0|95.0|0|0.0|100
0|2021-12-23|3699.0|0|3699.0|0|95.0|0|0.0|100
0|2021-12-24|3699.0|0|3699.0|0|95.0|0|0.0|100
0|2021-12-25|3699.0|0|3699.0|0|95.0|0|0.0|100
0|2021-12-26|3699.0|0|3699.0|0|95.0|0|0.0|100
0|2021-12-27|3717.0|0|3717.0|0|95.0|0|0.0|100
0|2021-12-28|3730.0|0|3730.0|0|95.0|0|0.0|100
0|2021-12-29|3741.0|0|3741.0|0|95.0|0|0.0|100
0|2021-12-30|3746.0|0|3746.0|0|95.0|0|0.0|100
0|2021-12-31|3746.0|0|3746.0|0|95.0|0|0.0|100
0|2022-01-01|3746.0|0|3746.0|0|95.0|0|0.0|100
0|2022-01-02|3746.0|0|3746.0|0|95.0|0|0.0|100
0|2022-01-03|3826.0|0|3826.0|0|95.0|0|0.0|100
0|2022-01-04|3835.0|0|3835.0|0|95.0|0|0.0|100
0|2022-01-05|3835.0|0|3870.0|0|95.0|0|0.0|100
0|2022-01-06|3881.0|0|3881.0|0|95.0|0|0.0|100
0|2022-01-07|3899.0|0|3899.0|0|95.0|0|0.0|100
0|2022-01-08|3928.0|0|3928.0|0|95.0|0|0.0|100
0|2022-01-09|3940.0|0|3940.0|0|95.0|0|0.0|100
0|2022-01-10|3966.0|0|3966.0|0|95.0|0|0.0|100
0|2022-01-11|3981.0|0|3981.0|0|95.0|0|0.0|100
0|2022-01-12|3999.0|0|3999.0|0|95.0|0|0.0|100
0|2022-01-13|3999.0|0|4034.0|0|95.0|0|0.0|100
0|2022-01-14|4034.0|0|4137.0|0|95.0|0|0.0|100
0|2022-01-15|4156.0|0|4156.0|0|95.0|0|0.0|100
0|2022-01-16|4176.0|0|4176.0|0|95.0|0|0.0|100
0|2022-01-17|4202.0|0|0.0|100|95.0|0|0.0|100
